717629,1,344028,,2,01/01/2022,01/31/2022,05/19/2022,N,Y,O,11501,4,05/18/2022,N,05/18/2022,,05/16/2022
717969,4,180078,,1,10/01/2021,11/30/2021,05/26/2022,N,N,O,05901,4,05/25/2022,F,,,05/03/2022
719460,2,520210,,1,10/01/2021,12/31/2021,06/20/2022,N,N,O,06001,4,06/14/2022,F,,,06/09/2022
719475,4,063037,,1,10/08/2021,12/31/2021,06/21/2022,Y,N,O,04011,4,06/17/2022,F,,,05/26/2022
719578,2,171382,,1,10/01/2021,12/31/2021,06/22/2022,N,N,O,05001,4,06/17/2022,F,,,06/15/2022
