CBSAGEO	# of provs in CBSAGEO	CBSAGEO unadjusted wages	CBSAGEO hours	CBSAGEO unadjusted AHW	CBSAGEO unadjusted wage index 	CBSAGEO occmix wages	CBSAGEO occmix AHW	CBSAGEO occmix wage index	cbsarnsal	cbsarnhr	cbsalpnstsal	cbsalpnsthr	cbsanaoratsal	cbsanaorathr	cbsamasal	cbsamahr	cbsanursesal	cbsanursehr	cbsaallothersal	cbsaallotherhr	cbsatotalsal	cbsatotalhr	cbsarnpct	cbsalpnstpct	cbsanaoratspct	cbsamapct	cbsanursevar	cbsaallothervar	cbsaadjrnahw	cbsaadjlpnstahw	cbsaadjnaoratahw	cbsaadjmaahw	cbsaadjnurseahw	cbsanurseoccmixfactor
35100	1	"$103,618,695.76"	"2,832,301"	$36.58	0.8278	"$103,258,986.53"	$36.46	0.8258	"31,113,803"	"902,829"	"2,551,860"	"114,206"	"3,553,933"	"246,853"	0	0	"37,219,596"	"1,263,887"	"50,911,240"	"1,936,162"	"88,130,836"	"3,200,050"	0.71433	0.09036	0.19531	0.00000	0.42232	0.57768	29.74	2.23	3.31	0.00	35.28	0.9918
35300	8	"$1,679,327,600.60"	"32,473,406"	$51.71	1.1702	"$1,690,356,939.20"	$52.05	1.1789	"383,299,193"	"8,496,122"	"14,583,581"	"498,962"	"66,065,631"	"3,145,957"	"2,690,574"	"135,118"	"466,638,979"	"12,276,159"	"808,073,204"	"20,549,437"	"1,274,712,183"	"32,825,596"	0.69208	0.04064	0.25627	0.01101	0.36607	0.63393	28.82	1.00	4.35	0.20	34.37	1.0180
35380	18	"$1,632,618,232.60"	"45,046,944"	$36.24	0.8201	"$1,643,029,312.30"	$36.47	0.8260	"459,446,521"	"12,629,505"	"38,724,495"	"1,845,048"	"40,533,852"	"2,942,599"	"27,803,710"	"1,360,169"	"566,508,578"	"18,777,321"	"744,123,491"	"25,442,178"	"1,310,632,069"	"44,219,499"	0.67259	0.09826	0.15671	0.07244	0.43224	0.56776	28.01	2.43	2.66	1.31	34.41	1.0169
35614	83	"$23,450,419,547.00"	"416,385,737"	$56.32	1.2745	"$23,720,004,564.00"	$56.97	1.2904	"5,568,719,196"	"109,288,936"	"262,625,684"	"8,712,605"	"800,468,485"	"38,737,060"	"123,384,078"	"5,766,533"	"6,755,197,443"	"162,505,134"	"9,769,020,143"	"255,543,504"	"16,524,217,585"	"418,048,638"	0.67253	0.05361	0.23837	0.03549	0.40881	0.59119	28.00	1.32	4.05	0.64	34.01	1.0288
35660	2	"$163,676,989.44"	"4,357,705"	$37.56	0.8500	"$165,905,567.25"	$38.07	0.8623	"37,513,062"	"1,053,286"	"3,774,719"	"197,389"	"5,530,824"	"361,961"	"976,441"	"33,420"	"47,795,047"	"1,646,055"	"78,814,439"	"2,889,588"	"126,609,486"	"4,535,643"	0.63988	0.11992	0.21990	0.02030	0.37750	0.62250	26.64	2.96	3.73	0.37	33.70	1.0383
35840	7	"$721,074,443.64"	"17,469,956"	$41.28	0.9341	"$712,099,702.65"	$40.76	0.9232	"210,938,125"	"5,736,466"	"11,007,098"	"483,537"	"21,235,461"	"1,315,529"	"1,648,501"	"114,689"	"244,829,186"	"7,650,220"	"295,883,595"	"9,387,287"	"540,712,780"	"17,037,507"	0.74984	0.06321	0.17196	0.01499	0.45279	0.54721	31.22	1.56	2.92	0.27	35.97	0.9728
35980	2	"$333,195,226.43"	"6,439,898"	$51.74	1.1709	"$338,640,327.18"	$52.58	1.1909	"65,845,079"	"1,422,927"	"2,882,209"	"91,783"	"13,607,181"	"603,674"	"1,784,287"	"67,860"	"84,118,756"	"2,186,244"	"160,567,446"	"4,370,805"	"244,686,202"	"6,557,049"	0.65085	0.04198	0.27612	0.03104	0.34378	0.65622	27.10	1.04	4.69	0.56	33.39	1.0479
36084	19	"$4,498,470,975.70"	"56,885,460"	$79.08	1.7895	"$4,371,310,996.10"	$76.84	1.7404	"1,365,487,811"	"16,844,813"	"43,713,699"	"1,065,123"	"82,648,795"	"2,636,015"	"14,359,659"	"474,583"	"1,506,209,964"	"21,020,534"	"1,691,530,856"	"35,286,438"	"3,197,740,820"	"56,306,972"	0.80135	0.05067	0.12540	0.02258	0.47102	0.52898	33.37	1.25	2.13	0.41	37.16	0.9416
36100	2	"$275,409,374.85"	"7,509,260"	$36.68	0.8301	"$271,934,178.74"	$36.21	0.8202	"83,073,415"	"2,178,272"	"3,485,945"	"154,660"	"8,608,765"	"548,759"	"3,863"	280	"95,171,987"	"2,881,970"	"125,751,463"	"4,423,993"	"220,923,450"	"7,305,964"	0.75583	0.05366	0.19041	0.00010	0.43079	0.56921	31.47	1.32	3.23	0.00	36.02	0.9714
36140	1	"$80,437,101.02"	"1,673,743"	$48.06	1.0876	"$81,191,797.29"	$48.51	1.0988	"18,330,596"	"423,636"	"264,404"	"11,084"	"2,637,154"	"178,909"	0	0	"21,232,154"	"613,629"	"34,436,827"	"1,090,494"	"55,668,981"	"1,704,123"	0.69038	0.01806	0.29156	0.00000	0.38140	0.61860	28.75	0.45	4.95	0.00	34.15	1.0246
36220	2	"$188,002,142.62"	"4,953,220"	$37.96	0.8590	"$187,949,117.72"	$37.94	0.8593	"50,852,075"	"1,437,367"	"11,466,077"	"437,424"	"3,339,275"	"223,925"	"1,156,743"	"60,689"	"66,814,170"	"2,159,405"	"72,747,087"	"2,694,226"	"139,561,257"	"4,853,631"	0.66563	0.20257	0.10370	0.02810	0.47874	0.52126	27.72	5.00	1.76	0.51	34.99	1.0000
36260	6	"$358,088,169.84"	"8,998,675"	$39.79	0.9004	"$359,259,529.65"	$39.92	0.9042	"88,287,151"	"2,633,608"	"12,154,853"	"506,513"	"10,328,178"	"737,127"	"61,371"	"4,162"	"110,831,553"	"3,881,410"	"165,538,375"	"5,547,735"	"276,369,928"	"9,429,145"	0.67852	0.13050	0.18991	0.00107	0.40103	0.59897	28.25	3.22	3.22	0.02	34.71	1.0081
36420	24	"$1,725,934,904.10"	"43,887,967"	$39.33	0.8900	"$1,712,917,285.60"	$39.03	0.8840	"494,930,232"	"13,223,426"	"35,952,193"	"1,569,733"	"42,729,582"	"2,717,697"	"10,210,222"	"596,578"	"583,822,229"	"18,107,434"	"767,229,720"	"26,380,074"	"1,351,051,949"	"44,487,508"	0.73028	0.08669	0.15009	0.03295	0.43212	0.56788	30.41	2.14	2.55	0.60	35.70	0.9801
36500	2	"$271,477,067.55"	"5,350,148"	$50.74	1.1482	"$268,234,674.25"	$50.14	1.1357	"92,222,814"	"1,857,438"	"3,139,385"	"105,974"	"9,941,899"	"497,845"	"374,276"	"19,775"	"105,678,375"	"2,481,032"	"107,204,904"	"2,902,199"	"212,883,278"	"5,383,231"	0.74866	0.04271	0.20066	0.00797	0.49641	0.50359	31.17	1.05	3.41	0.14	35.77	0.9782
36540	12	"$1,231,539,395.00"	"29,999,570"	$41.05	0.9289	"$1,223,596,533.50"	$40.79	0.9239	"291,210,504"	"7,958,611"	"12,409,304"	"516,576"	"35,659,474"	"2,183,156"	"1,730,935"	"85,688"	"341,010,218"	"10,744,032"	"569,102,382"	"17,356,810"	"910,112,600"	"28,100,842"	0.74075	0.04808	0.20320	0.00798	0.37469	0.62531	30.84	1.19	3.45	0.14	35.62	0.9823
36740	10	"$2,884,791,631.00"	"74,898,025"	$38.52	0.8717	"$2,895,978,687.30"	$38.67	0.8759	"748,632,496"	"21,030,668"	"33,820,985"	"1,462,144"	"105,047,931"	"6,647,147"	"14,929,563"	"941,511"	"902,430,975"	"30,081,469"	"1,394,437,492"	"44,961,263"	"2,296,868,467"	"75,042,733"	0.69912	0.04861	0.22097	0.03130	0.39290	0.60710	29.11	1.20	3.75	0.57	34.63	1.0104
36780	3	"$183,585,296.60"	"4,551,092"	$40.34	0.9129	"$183,539,994.34"	$40.33	0.9135	"43,275,795"	"1,268,758"	"3,812,055"	"160,210"	"4,803,671"	"310,090"	"1,464,610"	"70,197"	"53,356,132"	"1,809,255"	"107,757,836"	"3,271,546"	"161,113,968"	"5,080,801"	0.70126	0.08855	0.17139	0.03880	0.33117	0.66883	29.20	2.19	2.91	0.70	35.00	0.9997
36980	1	"$186,088,133.28"	"4,791,968"	$38.83	0.8787	"$185,143,171.04"	$38.64	0.8752	"47,754,405"	"1,342,817"	"3,154,937"	"131,438"	"4,278,965"	"294,873"	"1,279,263"	"80,186"	"56,467,570"	"1,849,314"	"100,214,720"	"3,432,557"	"156,682,290"	"5,281,870"	0.72612	0.07107	0.15945	0.04336	0.36040	0.63960	30.24	1.75	2.71	0.79	35.49	0.9859
37100	6	"$810,754,779.87"	"13,575,644"	$59.72	1.3514	"$790,426,271.77"	$58.22	1.3187	"261,699,462"	"4,589,360"	"12,481,102"	"422,187"	"14,266,392"	"674,745"	"3,652,615"	"183,508"	"292,099,571"	"5,869,800"	"337,508,599"	"7,887,814"	"629,608,170"	"13,757,614"	0.78186	0.07193	0.11495	0.03126	0.46394	0.53606	32.56	1.78	1.95	0.57	36.86	0.9493
37340	7	"$575,611,511.56"	"14,416,850"	$39.93	0.9036	"$590,752,511.75"	$40.98	0.9282	"138,442,197"	"4,153,559"	"5,588,882"	"291,442"	"22,587,766"	"1,678,479"	"7,635,348"	"370,011"	"174,254,193"	"6,493,491"	"230,618,541"	"7,867,059"	"404,872,734"	"14,360,550"	0.63965	0.04488	0.25849	0.05698	0.43039	0.56961	26.64	1.11	4.39	1.03	33.17	1.0549
37460	3	"$184,177,371.96"	"5,139,660"	$35.83	0.8108	"$181,428,443.09"	$35.30	0.7995	"62,729,872"	"1,795,487"	"3,426,927"	"171,276"	"5,670,620"	"409,165"	"119,559"	"6,222"	"71,946,978"	"2,382,150"	"81,493,995"	"2,838,142"	"153,440,973"	"5,220,292"	0.75373	0.07190	0.17176	0.00261	0.46889	0.53111	31.39	1.78	2.91	0.05	36.13	0.9684
37620	1	"$89,622,490.55"	"2,797,968"	$32.03	0.7248	"$88,954,232.71"	$31.79	0.7200	"22,738,341"	"734,515"	"943,950"	"51,793"	"2,565,884"	"201,391"	"10,307"	679	"26,258,482"	"988,378"	"43,787,244"	"1,905,119"	"70,045,726"	"2,893,497"	0.74315	0.05240	0.20376	0.00069	0.37488	0.62512	30.94	1.29	3.46	0.01	35.70	0.9801
37860	6	"$571,541,843.88"	"15,460,986"	$36.97	0.8366	"$570,072,989.27"	$36.87	0.8351	"141,130,031"	"4,466,417"	"7,545,574"	"363,134"	"7,722,417"	"554,615"	"12,448,112"	"766,513"	"168,846,135"	"6,150,678"	"252,202,570"	"8,889,315"	"421,048,706"	"15,039,993"	0.72617	0.05904	0.09017	0.12462	0.40101	0.59899	30.24	1.46	1.53	2.26	35.49	0.9859
37900	4	"$615,681,861.20"	"16,191,673"	$38.02	0.8604	"$618,126,774.93"	$38.18	0.8648	"134,087,281"	"4,045,189"	"6,071,784"	"279,499"	"19,746,369"	"1,337,168"	"1,937,400"	"136,710"	"161,842,833"	"5,798,566"	"319,925,911"	"10,416,890"	"481,768,744"	"16,215,456"	0.69762	0.04820	0.23060	0.02358	0.33593	0.66407	29.05	1.19	3.91	0.43	34.58	1.0119
37964	17	"$3,934,503,345.10"	"80,232,163"	$49.04	1.1098	"$3,894,153,324.00"	$48.54	1.0994	"1,052,109,703"	"22,937,633"	"19,052,413"	"724,523"	"100,806,098"	"4,918,246"	"41,130,755"	"1,827,385"	"1,213,098,970"	"30,407,788"	"1,684,202,972"	"49,687,545"	"2,897,301,942"	"80,095,332"	0.75433	0.02383	0.16174	0.06010	0.41870	0.58130	31.41	0.59	2.74	1.09	35.83	0.9766
38060	34	"$4,307,097,052.30"	"98,395,856"	$43.77	0.9905	"$4,285,571,486.90"	$43.55	0.9864	"1,265,811,833"	"31,645,495"	"63,166,446"	"2,272,531"	"122,594,144"	"7,820,734"	"34,339,544"	"1,985,776"	"1,485,911,967"	"43,724,536"	"1,754,597,512"	"54,307,867"	"3,240,509,480"	"98,032,403"	0.72375	0.05197	0.17886	0.04542	0.45854	0.54146	30.14	1.28	3.04	0.82	35.28	0.9918
38220	1	"$80,422,239.65"	"2,233,767"	$36.00	0.8147	"$81,615,163.00"	$36.54	0.8276	"26,476,578"	"701,291"	"2,828,844"	"135,421"	"2,433,625"	"211,224"	"511,531"	"33,321"	"32,250,578"	"1,081,257"	"32,366,955"	"1,220,719"	"64,617,533"	"2,301,976"	0.64859	0.12524	0.19535	0.03082	0.49910	0.50090	27.01	3.09	3.32	0.56	33.98	1.0297
38300	27	"$3,076,962,604.00"	"81,324,551"	$37.84	0.8563	"$3,054,312,477.50"	$37.56	0.8507	"720,585,208"	"22,427,662"	"31,899,982"	"1,492,753"	"89,462,677"	"5,814,879"	"6,806,666"	"447,525"	"848,754,532"	"30,182,818"	"1,391,421,525"	"51,519,398"	"2,240,176,057"	"81,702,217"	0.74306	0.04946	0.19266	0.01483	0.37888	0.62112	30.94	1.22	3.27	0.27	35.70	0.9801
38340	1	"$222,380,373.67"	"4,637,206"	$47.96	1.0853	"$227,052,303.70"	$48.96	1.1089	"46,392,025"	"971,011"	"5,250,201"	"199,779"	"4,818,511"	"252,751"	"3,401,856"	"176,376"	"59,862,593"	"1,599,917"	"109,223,518"	"3,157,625"	"169,086,111"	"4,757,542"	0.60691	0.12487	0.15798	0.11024	0.35404	0.64596	25.27	3.08	2.68	2.00	33.03	1.0593
38540	1	"$71,007,280.35"	"1,798,579"	$39.48	0.8934	"$69,912,544.27"	$38.87	0.8804	"19,713,436"	"551,246"	"1,792,797"	"81,767"	"1,428,960"	"97,862"	"26,775"	"1,991"	"22,961,968"	"732,866"	"34,334,147"	"1,036,443"	"57,296,115"	"1,769,309"	0.75218	0.11157	0.13353	0.00272	0.40076	0.59924	31.32	2.75	2.27	0.05	36.39	0.9615
38660	5	"$107,134,496.82"	"6,231,777"	$17.19	0.3890	"$102,920,947.31"	$16.52	0.3742	"38,256,910"	"2,295,785"	"5,847,144"	"570,997"	"790,683"	"53,590"	0	0	"44,894,737"	"2,920,372"	"41,275,601"	"3,158,171"	"86,170,338"	"6,078,543"	0.78613	0.19552	0.01835	0.00000	0.52100	0.47900	32.73	4.83	0.31	0.00	37.87	0.9240
38860	5	"$905,676,006.34"	"20,060,495"	$45.15	1.0217	"$924,810,954.12"	$46.10	1.0442	"179,547,569"	"4,757,481"	"11,528,228"	"515,306"	"18,082,834"	"1,074,284"	"23,194,783"	"1,335,216"	"232,353,414"	"7,682,288"	"440,008,076"	"13,100,438"	"672,361,490"	"20,782,726"	0.61928	0.06708	0.13984	0.17380	0.34558	0.65442	25.79	1.66	2.37	3.15	32.97	1.0613
38900	17	"$3,319,784,059.50"	"63,012,527"	$52.68	1.1921	"$3,266,509,948.30"	$51.84	1.1742	"975,919,871"	"18,519,697"	"33,928,553"	"1,102,341"	"74,779,816"	"3,621,110"	"16,945,669"	"824,516"	"1,101,573,909"	"24,067,664"	"1,425,602,815"	"38,118,365"	"2,527,176,724"	"62,186,029"	0.76948	0.04580	0.15046	0.03426	0.43589	0.56411	32.04	1.13	2.55	0.62	36.34	0.9629
38940	3	"$444,606,636.02"	"11,094,724"	$40.07	0.9068	"$446,504,596.58"	$40.24	0.9114	"120,881,425"	"3,323,210"	"5,773,876"	"220,849"	"20,182,860"	"1,154,530"	"1,172,700"	"72,287"	"148,010,861"	"4,770,876"	"206,920,129"	"6,565,311"	"354,930,990"	"11,336,187"	0.69656	0.04629	0.24200	0.01515	0.41701	0.58299	29.00	1.14	4.11	0.27	34.52	1.0136
39140	3	"$211,387,503.63"	"4,848,211"	$43.60	0.9866	"$210,347,502.80"	$43.39	0.9828	"47,490,833"	"1,117,857"	"1,789,871"	"70,257"	"5,779,105"	"330,373"	"222,392"	"12,062"	"55,282,201"	"1,530,549"	"99,425,123"	"3,040,433"	"154,707,324"	"4,570,982"	0.73036	0.04590	0.21585	0.00788	0.35733	0.64267	30.41	1.13	3.66	0.14	35.34	0.9901
39300	15	"$2,041,847,243.80"	"44,602,436"	$45.78	1.0360	"$2,048,273,220.90"	$45.92	1.0401	"552,254,972"	"12,856,140"	"26,417,821"	"1,027,532"	"70,336,168"	"3,619,707"	"17,126,754"	"851,663"	"666,135,715"	"18,355,041"	"905,982,421"	"28,798,587"	"1,572,118,135"	"47,153,628"	0.70041	0.05598	0.19721	0.04640	0.42372	0.57628	29.17	1.38	3.35	0.84	34.74	1.0072
39340	6	"$408,066,080.58"	"9,822,591"	$41.54	0.9400	"$400,400,542.86"	$40.76	0.9232	"100,922,113"	"3,000,405"	"4,078,359"	"172,968"	"9,346,506"	"648,519"	"80,291"	"5,389"	"114,427,269"	"3,827,281"	"159,446,126"	"4,817,366"	"273,873,395"	"8,644,647"	0.78395	0.04519	0.16945	0.00141	0.41781	0.58219	32.64	1.12	2.88	0.03	36.67	0.9542
39380	2	"$203,128,045.53"	"5,495,910"	$36.96	0.8364	"$195,806,086.43"	$35.63	0.8070	"70,200,235"	"1,842,361"	"1,216,280"	"55,097"	"2,726,866"	"196,112"	"995,035"	"54,230"	"75,138,416"	"2,147,800"	"107,325,598"	"3,979,458"	"182,464,014"	"6,127,258"	0.85779	0.02565	0.09131	0.02525	0.41180	0.58820	35.72	0.63	1.55	0.46	38.36	0.9121
39460	3	"$178,828,185.28"	"4,727,397"	$37.83	0.8561	"$179,857,210.16"	$38.05	0.8618	"53,122,530"	"1,384,755"	"2,912,569"	"121,268"	"7,604,446"	"495,581"	0	0	"63,639,544"	"2,001,603"	"83,798,422"	"2,782,524"	"147,437,966"	"4,784,127"	0.69182	0.06059	0.24759	0.00000	0.43164	0.56836	28.81	1.50	4.20	0.00	34.51	1.0139
39540	2	"$202,859,749.56"	"5,048,860"	$40.18	0.9093	"$207,216,243.99"	$41.04	0.9296	"48,259,442"	"1,393,199"	"3,846,835"	"165,174"	"5,523,411"	"394,039"	"4,795,364"	"297,688"	"62,425,052"	"2,250,100"	"107,655,983"	"3,832,359"	"170,081,035"	"6,082,459"	0.61917	0.07341	0.17512	0.13230	0.36703	0.63297	25.78	1.81	2.97	2.40	32.96	1.0616
39580	5	"$1,053,639,053.90"	"25,346,942"	$41.57	0.9407	"$1,064,257,896.70"	$41.99	0.9511	"297,177,365"	"7,736,348"	"18,667,929"	"704,698"	"47,731,400"	"2,866,997"	"1,279,133"	"72,551"	"364,855,827"	"11,380,594"	"438,427,479"	"13,439,602"	"803,283,305"	"24,820,196"	0.67978	0.06192	0.25192	0.00637	0.45421	0.54579	28.31	1.53	4.28	0.12	34.24	1.0219
39660	3	"$260,466,537.09"	"6,821,734"	$38.18	0.8640	"$254,606,247.01"	$37.32	0.8453	"68,415,679"	"1,898,926"	"4,987,946"	"195,553"	"4,588,762"	"301,955"	"491,593"	"32,029"	"78,483,980"	"2,428,463"	"102,451,471"	"3,898,478"	"180,935,451"	"6,326,941"	0.78195	0.08053	0.12434	0.01319	0.43377	0.56623	32.56	1.99	2.11	0.24	36.90	0.9482
39740	3	"$503,501,071.81"	"11,309,232"	$44.52	1.0075	"$504,267,515.00"	$44.59	1.0100	"100,695,304"	"2,663,859"	"4,834,523"	"198,431"	"14,403,148"	"852,610"	"763,411"	"47,165"	"120,696,386"	"3,762,065"	"236,000,182"	"7,925,532"	"356,696,568"	"11,687,597"	0.70808	0.05275	0.22663	0.01254	0.33837	0.66163	29.48	1.30	3.85	0.23	34.86	1.0037
39820	3	"$296,656,463.86"	"4,751,567"	$62.43	1.4128	"$286,384,542.56"	$60.27	1.3651	"96,760,543"	"1,743,918"	"3,812,842"	"96,128"	"4,614,351"	"262,814"	"825,920"	"42,745"	"106,013,656"	"2,145,605"	"111,906,900"	"2,633,114"	"217,920,556"	"4,778,719"	0.81279	0.04480	0.12249	0.01992	0.48648	0.51352	33.84	1.11	2.08	0.36	37.39	0.9358
39900	4	"$496,067,267.42"	"12,188,464"	$40.70	0.9210	"$492,462,780.50"	$40.40	0.9151	"143,990,506"	"3,399,191"	"6,405,167"	"239,664"	"14,553,954"	"898,730"	"1,151,893"	"76,731"	"166,101,520"	"4,614,316"	"248,380,060"	"7,830,571"	"414,481,580"	"12,444,887"	0.73666	0.05194	0.19477	0.01663	0.40075	0.59925	30.67	1.28	3.31	0.30	35.56	0.9840
40060	9	"$1,638,225,017.70"	"40,171,775"	$40.78	0.9228	"$1,607,841,315.40"	$40.02	0.9065	"484,329,428"	"13,226,591"	"40,658,356"	"1,617,886"	"35,898,490"	"2,496,560"	"1,038,563"	"65,511"	"561,924,837"	"17,406,548"	"619,443,379"	"20,562,487"	"1,181,368,216"	"37,969,035"	0.75986	0.09295	0.14343	0.00376	0.47566	0.52434	31.64	2.29	2.43	0.07	36.43	0.9605
40140	31	"$4,502,327,716.90"	"83,839,903"	$53.70	1.2152	"$4,389,173,612.40"	$52.35	1.1857	"1,489,751,221"	"28,103,914"	"58,474,211"	"2,110,962"	"100,463,996"	"5,175,490"	"12,663,823"	"703,231"	"1,661,353,250"	"36,093,597"	"1,587,112,877"	"45,213,526"	"3,248,466,128"	"81,307,123"	0.77864	0.05849	0.14339	0.01948	0.51143	0.48857	32.42	1.44	2.43	0.35	36.64	0.9550
40220	3	"$567,253,559.68"	"14,436,659"	$39.29	0.8891	"$569,130,593.22"	$39.42	0.8929	"139,182,997"	"4,113,177"	"8,192,143"	"387,459"	"11,459,105"	"815,494"	"9,321,406"	"652,244"	"168,155,651"	"5,968,374"	"298,081,119"	"8,814,468"	"466,236,770"	"14,782,842"	0.68916	0.06492	0.13664	0.10928	0.36067	0.63933	28.70	1.60	2.32	1.98	34.60	1.0113
40340	2	"$1,123,221,158.80"	"23,787,995"	$47.22	1.0686	"$1,120,109,058.40"	$47.09	1.0666	"329,378,779"	"7,676,808"	"28,786,559"	"1,000,412"	"28,687,838"	"1,427,672"	"15,870,510"	"762,715"	"402,723,686"	"10,867,607"	"437,782,229"	"12,929,701"	"840,505,915"	"23,797,308"	0.70639	0.09205	0.13137	0.07018	0.47914	0.52086	29.41	2.27	2.23	1.27	35.18	0.9946
40380	9	"$1,725,140,051.20"	"46,118,602"	$37.41	0.8466	"$1,720,481,397.70"	$37.31	0.8451	"395,309,587"	"11,940,659"	"27,414,996"	"1,371,947"	"34,997,759"	"2,471,942"	"15,476,088"	"1,076,366"	"473,198,430"	"16,860,914"	"744,656,209"	"27,526,697"	"1,217,854,639"	"44,387,611"	0.70819	0.08137	0.14661	0.06384	0.38855	0.61145	29.49	2.01	2.49	1.16	35.15	0.9954
40420	3	"$482,707,850.35"	"11,205,520"	$43.08	0.9749	"$483,866,895.70"	$43.18	0.9780	"106,359,409"	"2,856,365"	"3,692,826"	"158,984"	"16,363,866"	"1,014,305"	"64,662"	"3,920"	"126,480,763"	"4,033,574"	"206,734,222"	"6,737,205"	"333,214,984"	"10,770,779"	0.70815	0.03942	0.25147	0.00097	0.37958	0.62042	29.49	0.97	4.27	0.02	34.75	1.0069
40484	5	"$420,503,274.21"	"9,406,221"	$44.70	1.0115	"$421,859,839.32"	$44.85	1.0159	"91,980,482"	"2,282,302"	"5,942,545"	"232,377"	"13,869,573"	"677,055"	"1,564,216"	"89,672"	"113,356,816"	"3,281,406"	"208,210,823"	"6,055,718"	"321,567,639"	"9,337,124"	0.69553	0.07082	0.20633	0.02733	0.35251	0.64749	28.96	1.75	3.50	0.50	34.71	1.0081
40580	2	"$150,577,734.38"	"4,107,397"	$36.66	0.8296	"$152,841,686.71"	$37.21	0.8428	"36,654,952"	"1,053,476"	"2,012,513"	"80,342"	"6,956,551"	"450,951"	"54,969"	"2,094"	"45,678,985"	"1,586,863"	"68,880,362"	"2,481,300"	"114,559,347"	"4,068,163"	0.66387	0.05063	0.28418	0.00132	0.39874	0.60126	27.64	1.25	4.82	0.02	33.73	1.0374
40660	2	"$240,288,430.32"	"6,211,181"	$38.69	0.8755	"$238,449,135.94"	$38.39	0.8695	"62,100,264"	"1,777,062"	"4,235,363"	"176,869"	"6,779,401"	"445,452"	"141,570"	"9,504"	"73,256,598"	"2,408,887"	"107,154,187"	"3,773,976"	"180,410,786"	"6,182,863"	0.73771	0.07342	0.18492	0.00395	0.40605	0.59395	30.72	1.81	3.14	0.07	35.74	0.9790
40900	15	"$4,141,419,094.50"	"55,708,458"	$74.34	1.6823	"$3,997,574,584.10"	$71.76	1.6254	"1,313,000,286"	"17,885,966"	"40,269,422"	"1,059,451"	"68,204,282"	"2,415,348"	"12,133,510"	"494,761"	"1,433,607,500"	"21,855,526"	"1,511,117,701"	"33,933,051"	"2,944,725,201"	"55,788,577"	0.81837	0.04848	0.11051	0.02264	0.48684	0.51316	34.08	1.20	1.88	0.41	37.57	0.9313
40980	2	"$339,649,510.40"	"8,907,480"	$38.13	0.8629	"$350,581,295.07"	$39.36	0.8915	"75,448,027"	"2,236,911"	"4,598,057"	"196,535"	"12,116,961"	"837,077"	"6,939,428"	"435,436"	"99,102,474"	"3,705,958"	"146,126,092"	"5,135,827"	"245,228,565"	"8,841,785"	0.60360	0.05303	0.22587	0.11750	0.40412	0.59588	25.13	1.31	3.83	2.13	32.40	1.0799
41060	1	"$370,280,446.51"	"8,831,203"	$41.93	0.9489	"$388,540,957.96"	$44.00	0.9966	"105,403,310"	"2,285,054"	"11,499,644"	"508,944"	"21,140,247"	"1,198,928"	"1,239,410"	"71,295"	"139,282,611"	"4,064,221"	"141,118,217"	"4,509,184"	"280,400,828"	"8,573,405"	0.56224	0.12523	0.29500	0.01754	0.49673	0.50327	23.41	3.09	5.01	0.32	31.83	1.0993
41100	1	"$212,109,071.68"	"5,153,585"	$41.16	0.9314	"$215,833,367.60"	$41.88	0.9486	"39,578,329"	"1,148,685"	"1,857,899"	"84,692"	"7,969,445"	"553,141"	"72,845"	"4,501"	"49,478,518"	"1,791,019"	"105,139,556"	"3,455,333"	"154,618,074"	"5,246,352"	0.64136	0.04729	0.30884	0.00251	0.32000	0.68000	26.71	1.17	5.24	0.05	33.17	1.0549
41140	1	"$200,971,577.62"	"4,792,144"	$41.94	0.9491	"$209,680,806.59"	$43.76	0.9912	"36,885,154"	"1,121,725"	"8,082,608"	"405,710"	"8,130,596"	"571,970"	"14,130"	959	"53,112,488"	"2,100,364"	"76,653,630"	"2,765,303"	"129,766,118"	"4,865,667"	0.53406	0.19316	0.27232	0.00046	0.40929	0.59071	22.24	4.77	4.62	0.01	31.64	1.1059
41180	30	"$3,879,706,470.00"	"93,499,987"	$41.49	0.9389	"$3,833,127,194.50"	$41.00	0.9287	"943,054,856"	"25,357,677"	"38,264,827"	"1,640,640"	"86,334,685"	"5,683,633"	"9,254,304"	"544,288"	"1,076,908,673"	"33,226,238"	"1,856,437,921"	"61,329,531"	"2,933,346,593"	"94,555,770"	0.76318	0.04938	0.17106	0.01638	0.36713	0.63287	31.78	1.22	2.90	0.30	36.20	0.9666
41420	3	"$398,985,941.19"	"8,319,756"	$47.96	1.0853	"$400,588,401.00"	$48.15	1.0906	"111,893,463"	"2,329,524"	"3,667,182"	"115,417"	"14,465,719"	"777,542"	"1,751,491"	"87,800"	"131,777,855"	"3,310,283"	"171,092,799"	"5,034,466"	"302,870,654"	"8,344,749"	0.70372	0.03487	0.23489	0.02652	0.43510	0.56490	29.30	0.86	3.99	0.48	34.63	1.0104
41500	3	"$638,571,050.30"	"8,088,134"	$78.95	1.7866	"$635,324,929.44"	$78.55	1.7792	"174,903,107"	"2,339,441"	"5,847,379"	"155,353"	"17,285,924"	"586,276"	"3,895,355"	"124,146"	"201,931,765"	"3,205,216"	"237,883,847"	"4,856,335"	"439,815,612"	"8,061,551"	0.72989	0.04847	0.18291	0.03873	0.45913	0.54087	30.39	1.20	3.10	0.70	35.39	0.9887
