FY 2020 IPPS Final Rule: Implementation of Section 3133 of the Affordable Care Act- Medicare DSH- Supplemental Data																
Medicare CCN	Projected to Receive DSH in FY 2020	IHS or PR	Rural Community Hospital Demonstration	New Hospital	Medicaid Days 2013 (Annualized)	Length of 2013 Reporting Period	2017 SSI Days	2015 UCC (Annualized)	Length of 2015 Reporting Period	Factor 3	Total Uncompensated Care Payment	Estimated Per Claim Amount	BILLSV32	BILLSV33	BILLSV34	Claims Average
[1]	[2]	[3]	[4]	[5]	[6]	[7]	[8]	[9]	[10]	[11]	[12]	[13]	[14]	[15]	[16]	[17]
060103	YES	NO	NO	NO	"6,039"	365	65	"$3,072,896.11"	366	0.000102113	"$852,702.91"	"$1,485.55"	585	554	582	574
060104	YES	NO	NO	NO	"6,313"	365	328	"$6,317,536.68"	366	0.000209933	"$1,753,063.47"	"$1,380.36"	"1,229"	"1,253"	"1,327"	"1,270"
060107	YES	NO	NO	NO	90	365		"$1,088,059.02"	366	0.000036156	"$301,927.26"	"$150,963.63"			2	2
060112	NO	NO	NO	NO	"4,293"	365	250	"$3,530,705.83"	366	0.000117326	N/A	N/A	N/A	N/A	N/A	N/A
060113	YES	NO	NO	NO	"4,739"	365	278	"$5,099,146.73"	366	0.000169445	"$1,414,970.48"	$517.74	"2,551"	"2,635"	"3,014"	"2,733"
060114	YES	NO	NO	NO	"5,013"	365	278	"$5,694,104.71"	366	0.000189216	"$1,580,066.33"	$768.51	"1,949"	"1,929"	"2,290"	"2,056"
060116	NO	NO	NO	NO	"1,922"	365	308	"$3,485,044.00"	365	0.000115809	N/A	N/A	N/A	N/A	N/A	N/A
060117	NO	NO	NO	NO	42	365	2	"$343,503.00"	365	0.000011415	N/A	N/A	N/A	N/A	N/A	N/A
060118	NO	NO	YES	NO	899	365	6	"$1,943,035.61"	366	0.000064567	N/A	N/A	N/A	N/A	N/A	N/A
060119	YES	NO	NO	NO	"5,133"	365	473	"$9,470,501.42"	366	0.000314706	"$2,627,984.76"	$571.43	"4,277"	"4,641"	"4,880"	"4,599"
060124	NO	NO	NO	NO		365	N/A	"$56,824.32"	366	0.000001888	N/A	N/A	N/A	N/A	N/A	N/A
060125	YES	NO	NO	NO	728	320	76	"$2,592,162.19"	366	0.000086138	"$719,303.28"	$966.81	611	712	910	744
060126	YES	NO	NO	NO		0	N/A	"$1,093,961.15"	234	0.000036352	"$303,565.05"	"$2,282.44"	99	140	160	133
060128	NO	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
060129	NO	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
060130	NO	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
070002	YES	NO	NO	NO	"33,440"	365	"4,143"	"$13,428,260.00"	365	0.000446223	"$3,726,229.59"	$390.63	"9,833"	"9,955"	"8,829"	"9,539"
070003	YES	NO	NO	NO	"3,811"	365	282	"$1,744,377.00"	365	0.000057966	"$484,050.00"	$349.75	"1,372"	"1,388"	"1,392"	"1,384"
070004	SCH	NO	NO	NO	"1,249"	365	60	"$2,110,873.00"	365	0.000070145	N/A	$642.97	938	853	941	911
070005	YES	NO	NO	NO	"10,606"	365	"1,051"	"$2,578,844.00"	365	0.000085695	"$715,607.59"	$187.68	"3,868"	"3,753"	"3,819"	"3,813"
070006	YES	NO	NO	NO	"15,156"	365	"1,125"	"$10,766,162.00"	365	0.000357761	"$2,987,519.71"	$738.94	"3,898"	"3,922"	"4,308"	"4,043"
070007	YES	NO	NO	NO	"12,406"	365	"1,533"	"$6,269,411.00"	365	0.000208333	"$1,739,709.00"	$363.35	"4,757"	"4,894"	"4,713"	"4,788"
070008	YES	NO	NO	NO	"1,284"	365	38	"$1,438,678.00"	365	0.000047807	"$399,221.09"	$497.78	866	841	699	802
070010	YES	NO	NO	NO	"28,220"	365	"3,828"	"$11,441,603.00"	365	0.000380206	"$3,174,948.93"	$558.18	"5,472"	"5,661"	"5,930"	"5,688"
070011	YES	NO	NO	NO	"3,722"	365	329	"$2,229,781.00"	365	0.000074096	"$618,745.54"	$272.82	"2,371"	"2,314"	"2,119"	"2,268"
070012	YES	NO	NO	NO	"1,469"	365	319	"$3,533,902.00"	365	0.000117432	"$980,628.18"	"$1,042.11"	917	"1,012"	894	941
070016	YES	NO	NO	NO	"11,656"	365	"1,487"	"$3,427,466.00"	365	0.000113895	"$951,093.09"	$254.17	"3,870"	"3,917"	"3,438"	"3,742"
070017	YES	NO	NO	NO	"8,033"	365	664	"$5,447,143.00"	365	0.000181009	"$1,511,536.52"	$516.41	"2,837"	"2,809"	"3,136"	"2,927"
070018	NO	NO	NO	NO	"3,157"	365	551	"$14,926,380.00"	365	0.000496006	N/A	N/A	N/A	N/A	N/A	N/A
070019	NO	NO	NO	NO	"1,180"	365	134	"$118,577.00"	365	0.000003940	N/A	N/A	N/A	N/A	N/A	N/A
070020	YES	NO	NO	NO	"7,871"	365	669	"$8,194,540.00"	365	0.000272306	"$2,273,916.16"	$462.37	"4,923"	"5,240"	"4,591"	"4,918"
070021	YES	NO	NO	NO	"3,379"	365	266	"$6,249,032.00"	365	0.000207656	"$1,734,054.00"	"$1,573.55"	"1,010"	"1,196"	"1,100"	"1,102"
070022	YES	NO	NO	NO	"106,220"	384	"8,810"	"$40,895,390.00"	365	0.001358960	"$11,348,127.94"	$587.41	"19,526"	"19,132"	"19,298"	"19,319"
070024	YES	NO	NO	NO	"8,258"	365	763	"$5,440,433.00"	365	0.000180786	"$1,509,674.56"	$416.58	"3,707"	"3,637"	"3,527"	"3,624"
070025	YES	NO	NO	NO	"42,333"	365	"6,030"	"$20,264,253.00"	365	0.000673384	"$5,623,160.35"	$449.10	"12,632"	"12,850"	"12,080"	"12,521"
070027	YES	NO	NO	NO	"6,286"	365	733	"$7,228,858.00"	365	0.000240216	"$2,005,947.50"	$891.93	"2,238"	"2,448"	"2,060"	"2,249"
070028	YES	NO	NO	NO	"16,682"	365	"1,897"	"$14,741,993.00"	365	0.000489879	"$4,090,779.49"	$918.24	"4,768"	"4,567"	"4,029"	"4,455"
070029	YES	NO	NO	NO	"4,647"	365	402	"$2,140,710.00"	365	0.000071136	"$594,029.08"	$302.92	"2,077"	"2,021"	"1,784"	"1,961"
070031	YES	NO	NO	NO	"4,583"	365	293	"$1,202,092.00"	365	0.000039946	"$333,570.45"	$153.37	"2,269"	"2,177"	"2,078"	"2,175"
070033	YES	NO	NO	NO	"15,334"	365	823	"$12,025,156.00"	365	0.000399598	"$3,336,879.99"	$414.26	"8,166"	"7,901"	"8,097"	"8,055"
070034	YES	NO	NO	NO	"10,949"	365	942	"$9,337,179.00"	365	0.000310276	"$2,590,988.91"	$563.26	"4,460"	"4,596"	"4,745"	"4,600"
070035	YES	NO	NO	NO	"17,126"	365	"1,191"	"$7,947,763.00"	365	0.000264105	"$2,205,437.61"	$570.62	"4,194"	"3,866"	"3,534"	"3,865"
070036	YES	NO	NO	NO	"8,812"	365	696	"$2,431,405.61"	366	0.000080796	"$674,694.68"	$233.86	"2,971"	"2,929"	"2,756"	"2,885"
070038	YES	NO	NO	NO	712	365	0	$0.00	365	0.000000000	$0.00	$0.00	5	5	15	8
070039	NO	NO	NO	NO		365	N/A	"$885,514.00"	365	0.000029426	N/A	N/A	N/A	N/A	N/A	N/A
070040	NO	NO	NO	NO		365	N/A	"$342,951.00"	365	0.000011396	N/A	N/A	N/A	N/A	N/A	N/A
080001	YES	NO	NO	NO	"57,009"	365	"6,628"	"$36,689,133.83"	366	0.001219185	"$10,180,927.11"	$476.61	"21,960"	"21,166"	"20,958"	"21,361"
080003	YES	NO	NO	NO	"6,834"	365	794	"$5,066,620.85"	366	0.000168365	"$1,405,944.82"	$987.32	"1,300"	"1,395"	"1,576"	"1,424"
080004	YES	NO	NO	NO	"16,211"	365	"1,740"	"$11,108,864.75"	366	0.000369149	"$3,082,616.85"	$502.05	"5,836"	"6,167"	"6,418"	"6,140"
080006	YES	NO	NO	NO	"5,375"	365	678	"$8,600,917.84"	366	0.000285810	"$2,386,682.61"	$943.35	"2,540"	"2,555"	"2,495"	"2,530"
080007	YES	NO	NO	NO	"6,913"	365	732	"$5,162,801.34"	366	0.000171561	"$1,432,634.10"	$235.55	"5,896"	"6,371"	"5,979"	"6,082"
080009	YES	NO	NO	NO	"3,657"	365	534	"$6,548,235.63"	366	0.000217599	"$1,817,080.50"	$897.32	"1,791"	"1,983"	"2,300"	"2,025"
090001	YES	NO	NO	NO	"25,413"	365	"3,808"	"$10,670,000.00"	365	0.000354566	"$2,960,835.56"	$609.98	"4,669"	"4,824"	"5,070"	"4,854"
090003	YES	NO	NO	NO	"25,398"	365	"2,166"	"$10,840,604.71"	366	0.000360235	"$3,008,176.94"	"$1,624.29"	"1,938"	"1,914"	"1,704"	"1,852"
090004	YES	NO	NO	NO	"23,054"	365	"3,245"	"$7,785,635.49"	366	0.000258718	"$2,160,448.59"	$407.86	"4,940"	"5,121"	"5,829"	"5,297"
090005	NO	NO	NO	NO	966	365	511	"$7,063,307.47"	366	0.000234715	N/A	N/A	N/A	N/A	N/A	N/A
090006	YES	NO	NO	NO	"24,280"	365	"3,191"	"$5,260,544.55"	366	0.000174809	"$1,459,757.02"	$502.67	"3,260"	"3,054"	"2,398"	"2,904"
090008	YES	NO	NO	NO	"12,763"	365	"3,184"	"$5,174,182.00"	365	0.000171939	"$1,435,792.13"	$741.63	"2,049"	"2,014"	"1,745"	"1,936"
090011	YES	NO	NO	NO	"59,853"	365	"9,772"	"$21,412,853.65"	366	0.000711552	"$5,941,887.40"	$470.42	"12,440"	"12,909"	"12,543"	"12,631"
100001	YES	NO	NO	NO	"83,723"	365	"8,502"	"$106,063,374.41"	366	0.003524501	"$29,431,697.37"	"$5,100.81"	"5,788"	"5,822"	"5,700"	"5,770"
100002	YES	NO	NO	NO	"32,497"	365	"1,538"	"$24,700,635.00"	365	0.000820806	"$6,854,219.17"	"$1,047.25"	"6,459"	"6,330"	"6,845"	"6,545"
100006	YES	NO	NO	NO	"135,540"	365	"10,205"	"$123,431,661.00"	365	0.004101652	"$34,251,251.31"	"$2,907.82"	"10,842"	"11,230"	"13,265"	"11,779"
100007	YES	NO	NO	NO	"146,401"	365	"26,529"	"$154,702,619.00"	365	0.005140790	"$42,928,680.04"	"$1,259.42"	"35,583"	"33,394"	"33,281"	"34,086"
100008	YES	NO	NO	NO	"48,001"	365	"17,261"	"$53,087,367.00"	365	0.001764101	"$14,731,299.36"	"$2,384.48"	"6,321"	"6,055"	"6,157"	"6,178"
100012	YES	NO	NO	NO	"54,822"	365	"3,281"	"$56,684,880.00"	365	0.001883647	"$15,729,579.06"	"$1,304.06"	"12,462"	"12,114"	"11,611"	"12,062"
100014	NO	NO	NO	NO	"1,214"	365	379	"$5,051,140.00"	365	0.000167850	N/A	N/A	N/A	N/A	N/A	N/A
100017	YES	NO	NO	NO	"28,980"	365	"2,993"	"$33,011,737.00"	365	0.001096985	"$9,160,480.31"	"$1,915.62"	"4,830"	"4,856"	"4,660"	"4,782"
100018	YES	NO	NO	NO	"23,139"	365	"1,819"	"$21,426,326.00"	365	0.000712000	"$5,945,625.87"	$473.76	"12,771"	"11,906"	"12,973"	"12,550"
100019	YES	NO	NO	NO	"26,636"	365	"3,449"	"$30,246,500.00"	365	0.001005096	"$8,393,150.22"	$823.99	"10,175"	"10,013"	"10,369"	"10,186"
100022	YES	NO	NO	NO	"176,200"	365	"31,625"	"$342,548,239.00"	365	0.011382928	"$95,054,265.05"	"$13,530.86"	"7,119"	"7,087"	"6,870"	"7,025"
100023	YES	NO	NO	NO	"4,346"	365	"1,244"	"$1,448,842.00"	365	0.000048145	"$402,041.51"	$77.81	"5,277"	"5,018"	"5,207"	"5,167"
100025	YES	NO	NO	NO	"45,605"	365	"2,811"	"$33,868,484.63"	366	0.001125455	"$9,398,220.60"	"$1,410.51"	"6,730"	"6,707"	"6,551"	"6,663"
100026	YES	NO	NO	NO	"10,647"	365	"3,400"	"$22,836,519.00"	365	0.000758861	"$6,336,942.60"	$983.23	"6,388"	"6,362"	"6,584"	"6,445"
100028	YES	NO	NO	NO	"4,489"	365	949	"$8,127,414.00"	365	0.000270075	"$2,255,289.26"	$851.05	"2,899"	"2,635"	"2,415"	"2,650"
100029	YES	NO	NO	NO	"39,407"	365	"12,020"	"$31,050,571.94"	366	0.001031815	"$8,616,273.44"	"$1,755.20"	"5,385"	"4,797"	"4,544"	"4,909"
100030	YES	NO	NO	NO	"12,347"	365	"3,018"	"$13,475,341.00"	365	0.000447788	"$3,739,294.18"	"$1,393.18"	"2,397"	"2,738"	"2,918"	"2,684"
100032	YES	NO	NO	NO	"25,035"	365	"2,765"	"$14,174,769.00"	365	0.000471030	"$3,933,379.58"	"$1,184.75"	"3,535"	"3,286"	"3,139"	"3,320"
100034	YES	NO	NO	NO	"28,153"	365	"11,497"	"$18,989,532.00"	365	0.000631025	"$5,269,435.96"	"$1,024.98"	"5,471"	"5,038"	"4,914"	"5,141"
100035	YES	NO	NO	NO	"21,542"	365	"2,450"	"$14,986,631.00"	365	0.000498008	"$4,158,664.48"	$846.63	"4,644"	"5,198"	"4,895"	"4,912"
100038	YES	NO	NO	NO	"65,644"	365	"7,873"	"$86,623,169.25"	366	0.002878500	"$24,037,203.38"	"$4,698.44"	"5,198"	"5,108"	"5,041"	"5,116"
100039	YES	NO	NO	NO	"59,627"	365	"5,705"	"$67,097,405.49"	366	0.002229657	"$18,618,967.61"	"$5,249.22"	"3,608"	"3,559"	"3,473"	"3,547"
100040	YES	NO	NO	NO	"20,713"	365	"4,169"	"$20,444,513.63"	366	0.000679374	"$5,673,181.16"	$683.76	"8,679"	"8,536"	"7,676"	"8,297"
100043	YES	NO	NO	NO	"2,043"	365	976	"$6,835,074.00"	365	0.000227130	"$1,896,675.74"	$937.09	"2,090"	"2,003"	"1,979"	"2,024"
100044	YES	NO	NO	NO	"10,715"	365	"2,088"	"$25,018,401.00"	365	0.000831365	"$6,942,396.57"	$632.28	"10,621"	"11,072"	"11,246"	"10,980"
100045	YES	NO	NO	NO	"6,138"	365	"1,356"	"$8,976,001.00"	365	0.000298274	"$2,490,765.04"	$921.48	"2,682"	"2,638"	"2,788"	"2,703"
100046	YES	NO	NO	NO	"5,213"	365	"1,030"	"$7,380,155.00"	365	0.000245244	"$2,047,931.15"	$731.14	"2,825"	"2,752"	"2,827"	"2,801"
100047	NO	NO	NO	NO	"1,313"	365	433	"$3,218,176.00"	365	0.000106940	N/A	N/A	N/A	N/A	N/A	N/A
100048	NO	NO	NO	NO	192	365	104	"$1,428,478.00"	365	0.000047469	N/A	N/A	N/A	N/A	N/A	N/A
100049	YES	NO	NO	NO	"3,303"	365	438	"$2,343,964.00"	365	0.000077890	"$650,430.36"	$446.42	"1,593"	"1,360"	"1,417"	"1,457"
100050	YES	NO	NO	NO	"2,484"	365	"8,890"	"$4,799,114.94"	396	0.000159475	"$1,331,714.17"	$679.45	"2,128"	"2,058"	"1,695"	"1,960"
100051	YES	NO	NO	NO	"4,517"	365	"1,410"	"$15,341,937.00"	365	0.000509815	"$4,257,258.92"	"$1,281.15"	"2,918"	"3,162"	"3,890"	"3,323"
100052	YES	NO	NO	NO	"16,951"	457	"4,075"	"$16,148,940.00"	365	0.000536632	"$4,481,195.49"	$820.58	"5,421"	"5,574"	"5,388"	"5,461"
100053	YES	NO	NO	NO	"17,486"	365	"10,314"	"$13,659,877.68"	366	0.000453920	"$3,790,501.56"	"$1,611.61"	"2,518"	"2,331"	"2,208"	"2,352"
100054	NO	NO	NO	NO	489	365	156	"$625,638.92"	366	0.000020790	N/A	N/A	N/A	N/A	N/A	N/A
100055	YES	NO	NO	NO	"2,381"	365	659	"$6,133,197.00"	365	0.000203807	"$1,701,910.76"	$944.46	"1,760"	"1,752"	"1,894"	"1,802"
100057	YES	NO	NO	NO	"9,334"	365	"1,614"	"$12,147,331.00"	365	0.000403658	"$3,370,782.53"	$502.20	"6,395"	"6,860"	"6,882"	"6,712"
100062	YES	NO	NO	NO	"18,071"	365	"2,673"	"$14,128,397.00"	365	0.000469489	"$3,920,511.74"	$621.02	"6,920"	"6,188"	"5,830"	"6,313"
100063	YES	NO	NO	NO	"11,829"	365	"2,439"	"$12,362,933.00"	365	0.000410822	"$3,430,610.28"	"$1,260.79"	"2,759"	"2,756"	"2,647"	"2,721"
100067	YES	NO	NO	NO	"13,079"	365	"4,590"	"$19,194,646.00"	365	0.000637841	"$5,326,353.37"	$835.24	"6,051"	"6,407"	"6,674"	"6,377"
100068	YES	NO	NO	NO	"9,792"	365	"1,902"	"$10,870,718.00"	365	0.000361236	"$3,016,533.13"	$540.99	"5,317"	"5,740"	"5,670"	"5,576"
100069	YES	NO	NO	NO	"1,662"	365	"1,384"	"$7,393,978.00"	365	0.000245703	"$2,051,766.92"	"$1,698.48"	"1,187"	"1,237"	"1,201"	"1,208"
100070	NO	NO	NO	NO	"1,731"	365	506	"$4,107,805.00"	365	0.000136503	N/A	N/A	N/A	N/A	N/A	N/A
100071	YES	NO	NO	NO	"13,041"	365	"1,050"	"$14,871,856.00"	365	0.000494194	"$4,126,815.38"	"$1,723.10"	"2,477"	"2,403"	"2,304"	"2,395"
100072	YES	NO	NO	NO	"4,066"	365	"1,729"	"$8,917,584.00"	365	0.000296333	"$2,474,554.81"	$779.63	"3,122"	"3,266"	"3,134"	"3,174"
100073	YES	NO	NO	NO	"8,758"	365	"1,773"	"$13,564,774.23"	366	0.000450759	"$3,764,111.15"	$615.76	"6,158"	"6,005"	"6,177"	"6,113"
100075	YES	NO	NO	NO	"78,599"	365	"12,838"	"$54,909,160.00"	365	0.001824639	"$15,236,831.65"	"$1,339.50"	"11,443"	"11,423"	"11,259"	"11,375"
100077	YES	NO	NO	NO	"9,309"	365	"1,335"	"$5,046,408.00"	365	0.000167693	"$1,400,335.92"	$343.98	"4,263"	"4,071"	"3,878"	"4,071"
100079	NO	NO	NO	NO	"24,360"	365	"19,976"	"$20,993,699.02"	366	0.000697624	N/A	N/A	N/A	N/A	N/A	N/A
100080	YES	NO	NO	NO	"27,190"	365	"7,940"	"$54,414,579.21"	366	0.001808204	"$15,099,589.62"	"$1,518.31"	"9,408"	"10,116"	"9,778"	"9,945"
100081	YES	NO	NO	NO	394	365	132	"$1,776,721.00"	365	0.000059041	"$493,025.18"	"$1,404.63"	367	394	293	351
100084	YES	NO	NO	NO	"13,836"	365	"2,174"	"$9,313,807.72"	366	0.000309499	"$2,584,503.57"	$420.45	"6,580"	"6,144"	"5,718"	"6,147"
100086	YES	NO	NO	NO	"12,885"	365	"2,800"	"$32,464,424.37"	366	0.001078798	"$9,008,605.64"	"$2,847.22"	"3,261"	"3,050"	"3,182"	"3,164"
100087	YES	NO	NO	NO	"23,368"	365	"1,908"	"$51,586,815.00"	365	0.001714237	"$14,314,908.76"	"$1,028.74"	"12,757"	"13,045"	"15,942"	"13,915"
100088	YES	NO	NO	NO	"50,582"	365	"5,507"	"$52,385,590.00"	365	0.001740781	"$14,536,562.12"	"$1,141.73"	"12,902"	"12,772"	"12,523"	"12,732"
100090	SCH	NO	NO	NO	"6,404"	365	"1,890"	"$12,568,423.00"	365	0.000417651	N/A	$629.20	"5,955"	"5,491"	"5,184"	"5,543"
100092	YES	NO	NO	NO	"10,591"	365	"1,885"	"$9,940,094.00"	365	0.000330311	"$2,758,292.77"	$817.76	"3,688"	"3,347"	"3,084"	"3,373"
100093	YES	NO	NO	NO	"13,686"	365	"3,346"	"$26,307,707.00"	365	0.000874209	"$7,300,168.18"	"$1,396.09"	"5,457"	"5,240"	"4,991"	"5,229"
100099	YES	NO	NO	NO	"2,516"	365	774	"$2,016,104.00"	365	0.000066995	"$559,451.96"	$413.49	"1,478"	"1,350"	"1,232"	"1,353"
100102	YES	NO	NO	NO	"7,123"	365	921	"$3,983,124.33"	366	0.000132360	"$1,105,283.61"	"$1,280.75"	957	924	709	863
100105	YES	NO	NO	NO	"9,197"	365	757	"$6,199,281.00"	365	0.000206003	"$1,720,248.51"	$267.62	"6,420"	"6,282"	"6,581"	"6,428"
100106	YES	NO	NO	NO	551	365	83	"$3,202,992.68"	366	0.000106436	"$888,803.62"	"$2,255.85"	420	374	389	394
100107	YES	NO	NO	NO	"1,881"	365	611	"$3,741,949.00"	365	0.000124346	"$1,038,359.48"	"$1,102.29"	"1,095"	914	816	942
100109	YES	NO	NO	NO	"6,771"	365	"1,865"	"$7,284,746.00"	365	0.000242073	"$2,021,455.95"	$401.16	"4,991"	"5,313"	"4,813"	"5,039"
100110	YES	NO	NO	NO	"19,207"	365	"6,118"	"$24,864,401.00"	365	0.000826248	"$6,899,662.86"	"$1,583.94"	"4,276"	"4,334"	"4,457"	"4,356"
100113	YES	NO	NO	NO	"81,739"	365	"9,632"	"$73,516,962.66"	366	0.002442979	"$20,400,340.91"	"$1,783.40"	"11,353"	"11,165"	"11,798"	"11,439"
100117	NO	NO	NO	NO	"4,291"	365	370	"$6,732,679.00"	365	0.000223728	N/A	N/A	N/A	N/A	N/A	N/A
100118	NO	NO	NO	NO	"2,146"	365	"1,052"	"$5,746,728.00"	365	0.000190965	N/A	N/A	N/A	N/A	N/A	N/A
100121	YES	NO	NO	NO	"1,980"	365	560	"$2,567,602.00"	365	0.000085322	"$712,488.03"	$926.51	792	750	764	769
100122	YES	NO	NO	NO	"3,557"	365	"1,096"	"$3,405,123.89"	366	0.000113153	"$944,893.34"	$411.90	"2,261"	"2,387"	"2,235"	"2,294"
100124	YES	NO	NO	NO	"3,763"	365	552	"$3,880,537.39"	366	0.000128951	"$1,076,816.60"	$820.74	"1,220"	"1,267"	"1,448"	"1,312"
100125	YES	NO	NO	NO	"17,465"	365	"3,944"	"$37,275,658.00"	365	0.001238676	"$10,343,682.65"	"$7,539.13"	"1,470"	"1,369"	"1,278"	"1,372"
100126	NO	NO	NO	NO	995	304	513	"$4,398,188.00"	365	0.000146152	N/A	N/A	N/A	N/A	N/A	N/A
100127	YES	NO	NO	NO	"20,661"	365	"3,261"	"$25,139,466.00"	365	0.000835388	"$6,975,991.09"	$828.21	"8,237"	"8,396"	"8,637"	"8,423"
100128	YES	NO	NO	NO	"89,942"	365	"12,540"	"$69,557,439.00"	365	0.002311404	"$19,301,606.29"	"$1,926.69"	"10,041"	"9,828"	"10,184"	"10,018"
100130	YES	NO	NO	NO	"4,536"	365	784	"$4,064,154.00"	365	0.000135052	"$1,127,768.67"	"$3,081.34"	381	337	380	366
100131	YES	NO	NO	NO	"14,479"	365	"8,982"	"$26,817,283.00"	365	0.000891142	"$7,441,571.25"	"$1,335.77"	"6,080"	"5,670"	"4,963"	"5,571"
100132	YES	NO	NO	NO	"5,185"	365	"1,488"	"$10,889,995.00"	365	0.000361876	"$3,021,882.33"	"$1,856.19"	"1,654"	"1,621"	"1,610"	"1,628"
100134	SCH	NO	NO	NO	12	365	20	"$4,205,064.00"	365	0.000139735	N/A	"$7,158.71"	133	139	217	163
100135	YES	NO	NO	NO	"32,383"	365	"3,615"	"$37,584,855.00"	365	0.001248950	"$10,429,482.22"	"$1,584.06"	"6,539"	"6,501"	"6,713"	"6,584"
100137	YES	NO	NO	NO	"8,681"	365	"1,720"	"$6,677,029.77"	366	0.000221879	"$1,852,819.79"	$728.60	"2,666"	"2,566"	"2,396"	"2,543"
100139	NO	NO	NO	NO	233	318				0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
100140	YES	NO	NO	NO	"2,325"	365	208	"$4,413,170.00"	365	0.000146650	"$1,224,617.68"	$865.45	"1,366"	"1,453"	"1,427"	"1,415"
100142	YES	NO	NO	NO	"3,543"	365	908	"$5,033,941.00"	365	0.000167279	"$1,396,876.43"	"$1,084.53"	"1,307"	"1,290"	"1,267"	"1,288"
100150	SCH	NO	NO	NO	"3,252"	365	509	"$7,980,319.00"	365	0.000265187	N/A	"$2,199.08"	"1,148"	962	911	"1,007"
100151	NO	NO	NO	NO	"2,083"	365	"1,101"	"$10,083,612.00"	365	0.000335080	N/A	N/A	N/A	N/A	N/A	N/A
100154	YES	NO	NO	NO	"26,722"	365	"3,895"	"$32,316,622.00"	365	0.001073886	"$8,967,591.72"	"$3,035.75"	"2,985"	"2,927"	"2,951"	"2,954"
100156	YES	NO	NO	NO	"1,284"	365	"1,278"	"$5,051,948.00"	365	0.000167877	"$1,401,873.22"	$448.31	"2,708"	"3,251"	"3,423"	"3,127"
100157	YES	NO	NO	NO	"37,232"	365	"5,774"	"$38,361,330.00"	365	0.001274753	"$10,644,947.53"	$894.83	"11,955"	"11,908"	"11,825"	"11,896"
100161	YES	NO	NO	NO	"6,847"	365	"2,080"	"$18,358,411.98"	366	0.000610053	"$5,094,305.44"	"$1,540.46"	"3,395"	"3,180"	"3,345"	"3,307"
100166	NO	NO	NO	NO	"1,028"	365	392	"$6,617,161.00"	365	0.000219889	N/A	N/A	N/A	N/A	N/A	N/A
100167	YES	NO	NO	NO	"37,821"	365	"12,675"	"$13,841,218.85"	366	0.000459946	"$3,840,822.21"	"$1,081.92"	"3,572"	"3,484"	"3,593"	"3,550"
100168	NO	NO	NO	NO	"2,799"	365	800	"$25,194,107.05"	366	0.000837204	N/A	N/A	N/A	N/A	N/A	N/A
100173	YES	NO	NO	NO	"16,461"	365	"6,447"	"$30,967,242.00"	365	0.001029046	"$8,593,150.08"	"$1,593.69"	"5,296"	"5,287"	"5,594"	"5,392"
100175	YES	NO	NO	NO	"2,618"	365	215	"$3,467,989.00"	365	0.000115242	"$962,337.88"	"$1,868.62"	395	615	536	515
100176	NO	NO	NO	NO	"3,200"	365	"1,425"	"$8,534,757.00"	365	0.000283611	N/A	N/A	N/A	N/A	N/A	N/A
100177	YES	NO	NO	NO	"4,478"	365	590	"$9,203,574.00"	365	0.000305836	"$2,553,914.64"	$976.64	"2,683"	"2,450"	"2,711"	"2,615"
100179	YES	NO	NO	NO	"18,593"	365	"5,013"	"$27,750,966.00"	365	0.000922169	"$7,700,660.45"	"$1,281.52"	"6,323"	"6,030"	"5,674"	"6,009"
100180	YES	NO	NO	NO	"6,613"	365	"1,128"	"$13,641,820.15"	366	0.000453320	"$3,785,490.74"	"$2,304.01"	"1,697"	"1,577"	"1,655"	"1,643"
100181	YES	NO	NO	NO	"6,000"	365	"4,285"	"$4,569,963.00"	365	0.000151861	"$1,268,126.43"	$749.93	"2,257"	"1,482"	"1,334"	"1,691"
100183	YES	NO	NO	NO	"4,533"	365	"9,388"	"$6,820,580.00"	365	0.000226649	"$1,892,653.78"	$880.30	"2,399"	"2,149"	"1,902"	"2,150"
100187	YES	NO	NO	NO	"29,342"	365	"14,141"	"$20,952,683.00"	365	0.000696261	"$5,814,193.91"	"$1,931.63"	"3,370"	"2,741"	"2,920"	"3,010"
100189	YES	NO	NO	NO	"11,467"	365	"2,458"	"$14,004,645.00"	365	0.000465376	"$3,886,171.60"	"$1,241.99"	"3,316"	"3,072"	"3,000"	"3,129"
100191	YES	NO	NO	NO	"9,885"	365	"1,655"	"$16,587,799.97"	366	0.000551215	"$4,602,975.45"	"$1,043.29"	"4,576"	"4,360"	"4,300"	"4,412"
100200	YES	NO	NO	NO	"4,208"	365	"1,120"	"$15,034,112.65"	366	0.000499586	"$4,171,840.24"	"$2,952.47"	"1,454"	"1,414"	"1,370"	"1,413"
100204	YES	NO	NO	NO	"14,733"	365	"4,286"	"$20,057,677.46"	366	0.000666520	"$5,565,837.37"	$469.61	"11,877"	"11,774"	"11,906"	"11,852"
100206	YES	NO	NO	NO	"3,122"	304	"2,278"	"$15,544,224.00"	365	0.000516537	"$4,313,391.87"	"$1,775.06"	"1,416"	"1,474"	"1,454"	"2,430"
