FY 2020 IPPS Final Rule: Implementation of Section 3133 of the Affordable Care Act- Medicare DSH- Supplemental Data																
Medicare CCN	Projected to Receive DSH in FY 2020	IHS or PR	Rural Community Hospital Demonstration	New Hospital	Medicaid Days 2013 (Annualized)	Length of 2013 Reporting Period	2017 SSI Days	2015 UCC (Annualized)	Length of 2015 Reporting Period	Factor 3	Total Uncompensated Care Payment	Estimated Per Claim Amount	BILLSV32	BILLSV33	BILLSV34	Claims Average
[1]	[2]	[3]	[4]	[5]	[6]	[7]	[8]	[9]	[10]	[11]	[12]	[13]	[14]	[15]	[16]	[17]
330005	YES	NO	NO	NO	"87,913"	365	"10,516"	"$11,833,615.00"	365	0.000393233	"$3,283,728.97"	$340.35	"9,612"	"9,705"	"9,627"	"9,648"
330006	YES	NO	NO	NO	"15,795"	365	"2,528"	"$13,762,870.00"	365	0.000457342	"$3,819,081.06"	"$3,329.63"	"1,232"	"1,117"	"1,093"	"1,147"
330008	SCH	NO	NO	NO	431	365	167	"$1,709,252.00"	365	0.000056799	N/A	"$1,142.90"	476	372	396	415
330009	YES	NO	NO	NO	"85,722"	365	"15,384"	"$45,513,643.00"	365	0.001512425	"$12,629,654.43"	"$6,305.37"	"1,994"	"1,932"	"2,083"	"2,003"
330011	YES	NO	NO	NO	"7,690"	365	"1,394"	"$8,222,741.94"	366	0.000273243	"$2,281,741.96"	$666.59	"3,449"	"3,536"	"3,283"	"3,423"
330013	YES	NO	NO	NO	"49,413"	365	"8,030"	"$8,513,368.00"	365	0.000282900	"$2,362,388.26"	$236.29	"9,416"	"9,853"	"10,726"	"9,998"
330014	YES	NO	NO	NO	"44,376"	365	"6,487"	"$21,633,209.00"	365	0.000718875	"$6,003,034.17"	"$2,631.76"	"2,451"	"2,250"	"2,142"	"2,281"
330019	YES	NO	NO	NO	"7,079"	365	"12,208"	"$2,817,926.00"	365	0.000093640	"$781,950.84"	$212.83	"3,684"	"3,642"	"3,697"	"3,674"
330023	YES	NO	NO	NO	"14,942"	365	"2,958"	"$14,148,800.00"	365	0.000470167	"$3,926,173.40"	$443.79	"8,637"	"8,761"	"9,144"	"8,847"
330024	YES	NO	NO	NO	"91,154"	365	"25,070"	"$30,492,175.00"	365	0.001013259	"$8,461,322.97"	$622.25	"14,026"	"13,351"	"13,416"	"13,598"
330027	YES	NO	NO	NO	"45,086"	365	"2,809"	"$34,243,416.00"	365	0.001137914	"$9,502,260.91"	"$3,098.23"	"3,110"	"3,096"	"2,996"	"3,067"
330028	YES	NO	NO	NO	"25,242"	365	"3,727"	"$9,916,305.00"	365	0.000329520	"$2,751,691.52"	"$1,090.21"	"2,666"	"2,627"	"2,279"	"2,524"
330030	YES	NO	NO	NO	"3,608"	365	"1,194"	"$5,422,528.00"	365	0.000180191	"$1,504,706.07"	"$1,022.91"	"1,402"	"1,482"	"1,529"	"1,471"
330033	SCH	NO	NO	NO	"1,372"	365	156	"$638,979.00"	365	0.000021233	N/A	$387.99	502	441	428	457
330043	YES	NO	NO	NO	"22,254"	365	"3,067"	"$14,458,218.00"	365	0.000480449	"$4,012,034.30"	$709.34	"5,132"	"5,707"	"6,130"	"5,656"
330044	YES	NO	NO	NO	"15,120"	365	"2,850"	"$7,498,195.00"	365	0.000249166	"$2,080,686.26"	$530.52	"4,048"	"3,924"	"3,794"	"3,922"
330045	YES	NO	NO	NO	"8,321"	365	"1,129"	"$3,393,361.00"	365	0.000112762	"$941,629.23"	$130.67	"7,182"	"7,012"	"7,423"	"7,206"
330046	YES	NO	NO	NO	"76,270"	365	"15,590"	"$33,230,160.00"	365	0.001104243	"$9,221,090.86"	"$1,391.23"	"6,386"	"6,608"	"6,890"	"6,628"
330047	YES	NO	NO	NO	"6,778"	365	"1,028"	"$3,120,773.93"	366	0.000103704	"$865,988.61"	$492.04	"1,885"	"1,816"	"1,580"	"1,760"
330049	YES	NO	NO	NO	"1,231"	365	275	"$2,226,673.00"	365	0.000073993	"$617,883.09"	$328.14	"1,664"	"1,829"	"2,156"	"1,883"
330055	YES	NO	NO	NO	"57,584"	365	"16,292"	"$12,099,588.00"	365	0.000402071	"$3,357,534.25"	$444.71	"7,101"	"7,695"	"7,855"	"7,550"
330056	YES	NO	NO	NO	"39,170"	365	"7,807"	"$3,443,333.00"	365	0.000114422	"$955,496.05"	$414.53	"2,410"	"2,233"	"2,271"	"2,305"
330057	YES	NO	NO	NO	"28,095"	365	"3,747"	"$4,716,904.97"	366	0.000156743	"$1,308,901.59"	$172.97	"7,176"	"7,783"	"7,743"	"7,567"
330058	YES	NO	NO	NO	"1,991"	365	911	"$2,283,916.00"	365	0.000075895	"$633,767.55"	$437.99	"1,410"	"1,462"	"1,469"	"1,447"
330059	YES	NO	NO	NO	"241,604"	365	"46,972"	"$38,561,124.00"	365	0.001281392	"$10,700,388.69"	$737.60	"14,619"	"14,198"	"14,705"	"14,507"
330065	YES	NO	NO	NO	"9,762"	365	"2,082"	"$3,797,991.00"	365	0.000126208	"$1,053,910.67"	"$1,030.22"	"1,033"	"1,054"	983	"1,023"
330073	YES	NO	NO	NO	"6,912"	365	408	"$3,259,011.00"	365	0.000108297	"$904,348.24"	$977.67	847	933	995	925
330074	NO	NO	NO	NO	"1,906"	365	605	"$2,464,111.00"	365	0.000081883	N/A	N/A	N/A	N/A	N/A	N/A
330078	YES	NO	NO	NO	"21,122"	365	"2,685"	"$5,231,253.00"	365	0.000173835	"$1,451,628.86"	$562.21	"2,510"	"2,640"	"2,595"	"2,582"
330079	SCH	NO	NO	NO	"1,418"	365	224	"$1,478,680.00"	365	0.000049137	N/A	$514.83	754	793	845	797
330080	YES	NO	NO	NO	"56,391"	365	"9,868"	"$73,691,330.94"	366	0.002448774	"$20,448,726.65"	"$14,083.15"	"1,520"	"1,416"	"1,420"	"1,452"
330084	SCH	NO	NO	NO	"1,851"	365	192	"$817,817.00"	365	0.000027176	N/A	$350.75	705	590	647	647
330085	SCH	NO	NO	NO	"1,984"	365	386	"$1,247,459.00"	365	0.000041453	N/A	$302.59	"1,144"	"1,123"	"1,166"	"1,144"
330086	YES	NO	NO	NO	"3,904"	309	"1,530"	"$3,449,792.00"	365	0.000114637	"$957,288.36"	"$1,298.90"	758	738	714	737
330088	YES	NO	NO	NO	"5,882"	365	310	"$1,030,607.00"	365	0.000034247	"$285,984.80"	$520.92	577	541	530	549
330090	YES	NO	NO	NO	"16,367"	365	"2,392"	"$4,773,826.00"	365	0.000158635	"$1,324,696.70"	$359.97	"3,308"	"3,440"	"3,531"	"3,680"
330094	YES	NO	NO	NO	"4,840"	365	"1,527"	"$2,816,789.00"	365	0.000093602	"$781,635.34"	$387.91	"2,246"	"1,930"	"1,868"	"2,015"
330096	YES	NO	NO	NO	"1,465"	365	262	"$1,857,520.00"	365	0.000061726	"$515,446.23"	$815.58	518	645	734	632
330100	YES	NO	NO	NO	466	365	28	"$4,240,092.00"	365	0.000140899	"$1,176,589.99"	"$65,366.11"	17	21	15	18
330101	YES	NO	NO	NO	"220,794"	365	"45,338"	"$78,109,983.00"	365	0.002595606	"$21,674,865.56"	$768.83	"24,738"	"24,888"	"27,030"	"28,192"
330102	YES	NO	NO	NO	"2,959"	365	997	"$3,035,826.00"	365	0.000100881	"$842,416.27"	$491.20	"1,625"	"1,680"	"1,841"	"1,715"
330103	YES	NO	NO	NO	"9,985"	365	"1,570"	"$3,421,195.00"	365	0.000113687	"$949,352.94"	$339.42	"1,618"	"1,733"	"2,568"	"2,797"
330104	YES	NO	NO	NO	"15,508"	365	"1,830"	"$5,903,685.00"	365	0.000196180	"$1,638,223.10"	$422.66	"3,966"	"3,747"	"3,914"	"3,876"
330106	YES	NO	NO	NO	"45,621"	365	"10,268"	"$29,528,046.00"	365	0.000981221	"$8,193,785.26"	$538.96	"15,135"	"15,297"	"15,176"	"15,203"
330107	YES	NO	NO	NO	"4,612"	365	871	"$9,071,735.00"	365	0.000301455	"$2,517,330.42"	$624.18	"3,806"	"4,022"	"4,270"	"4,033"
330111	NO	NO	NO	NO	142	365	83	"$312,933.00"	365	0.000010399	N/A	N/A	N/A	N/A	N/A	N/A
330115	YES	NO	NO	NO	"2,602"	365	394	"$1,723,003.00"	365	0.000057256	"$478,118.89"	$618.52	879	745	694	773
330119	YES	NO	NO	NO	"19,710"	365	"4,691"	"$18,215,728.00"	365	0.000605311	"$5,054,711.83"	$837.43	"6,038"	"5,830"	"6,239"	"6,036"
330125	YES	NO	NO	NO	"25,516"	365	"7,721"	"$27,708,579.00"	365	0.000920760	"$7,688,898.42"	"$1,249.41"	"5,917"	"6,160"	"6,385"	"6,154"
330126	YES	NO	NO	NO	"12,438"	365	"3,352"	"$15,268,553.00"	365	0.000507376	"$4,236,895.47"	$527.83	"7,760"	"7,974"	"8,348"	"8,027"
330127	YES	NO	NO	NO	"60,350"	365	"6,333"	"$93,936,830.82"	366	0.003121534	"$26,066,683.16"	"$12,574.38"	"2,003"	"2,062"	"2,155"	"2,073"
330128	YES	NO	NO	NO	"62,357"	365	"6,485"	"$157,691,193.33"	366	0.005240101	"$43,757,984.37"	"$24,337.03"	"1,724"	"1,803"	"1,868"	"1,798"
330135	YES	NO	NO	NO	"5,248"	365	470	"$2,850,678.00"	365	0.000094728	"$791,039.25"	$714.58	"1,105"	"1,112"	"1,105"	"1,107"
330136	SCH	NO	NO	NO	"6,892"	365	"2,061"	"$4,648,852.00"	365	0.000154482	N/A	$347.71	"3,758"	"3,630"	"3,741"	"3,710"
330140	YES	NO	NO	NO	"21,357"	365	"5,225"	"$13,069,507.00"	365	0.000434302	"$3,626,678.64"	$437.27	"8,645"	"8,148"	"8,089"	"8,294"
330141	YES	NO	NO	NO	"13,769"	365	"3,021"	"$5,116,456.00"	365	0.000170021	"$1,419,773.65"	$255.95	"5,432"	"5,526"	"5,684"	"5,547"
330144	YES	NO	NO	NO	141	365	103	"$491,044.00"	365	0.000016317	"$136,260.59"	$959.58	170	147	108	142
330151	SCH	NO	NO	NO	"4,966"	365	103	"$1,300,273.00"	365	0.000043208	N/A	$915.77	376	369	436	394
330153	YES	NO	NO	NO	"21,092"	365	"4,539"	"$9,965,696.00"	365	0.000331162	"$2,765,397.11"	$601.83	"4,737"	"4,543"	"4,504"	"4,595"
330154	NO	NO	NO	NO	"8,882"	365	"4,228"	$0.00	365	0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
330157	SCH	NO	NO	NO	"4,210"	365	"1,505"	"$5,063,663.00"	365	0.000168266	N/A	$613.86	"2,318"	"2,241"	"2,309"	"2,289"
330158	YES	NO	NO	NO	"19,924"	365	"2,435"	"$7,228,179.00"	365	0.000240193	"$2,005,759.09"	$393.90	"5,190"	"4,861"	"5,225"	"5,092"
330160	YES	NO	NO	NO	"54,955"	365	"9,448"	"$18,449,430.00"	365	0.000613077	"$5,119,562.18"	$604.93	"8,337"	"8,380"	"8,673"	"8,463"
330162	NO	NO	NO	NO	"3,374"	365	400	"$4,826,096.00"	365	0.000160372	N/A	N/A	N/A	N/A	N/A	N/A
330163	YES	NO	NO	NO	"13,075"	365	653	"$1,412,040.00"	365	0.000046922	"$391,829.26"	$374.24	"1,134"	"1,064"	942	"1,047"
330164	YES	NO	NO	NO	"17,395"	365	"3,166"	"$14,594,675.59"	366	0.000484983	"$4,049,900.14"	"$1,301.38"	"3,061"	"3,082"	"3,193"	"3,112"
330166	NO	NO	NO	NO	18	365	0	"$372,990.00"	365	0.000012395	N/A	N/A	N/A	N/A	N/A	N/A
330167	YES	NO	NO	NO	"29,575"	365	"3,487"	"$10,920,150.00"	365	0.000362878	"$3,030,250.09"	$316.05	"9,110"	"9,678"	"9,976"	"9,588"
330169	YES	NO	NO	NO	"94,813"	365	"21,250"	"$29,150,210.00"	365	0.000968666	"$8,088,938.94"	$928.16	"10,008"	"8,548"	"7,589"	"8,715"
330175	SCH	NO	NO	NO	"2,791"	365	638	"$4,948,081.00"	365	0.000164425	N/A	"$1,101.08"	"1,181"	"1,256"	"1,305"	"1,247"
330177	NO	NO	NO	NO	357	176				0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
330180	YES	NO	NO	NO	"3,873"	365	"2,094"	"$3,328,972.53"	366	0.000110622	"$923,761.97"	$413.87	"1,827"	"2,284"	"2,584"	"2,232"
330181	NO	NO	NO	NO	"2,178"	365	453	"$4,478,923.00"	365	0.000148835	N/A	N/A	N/A	N/A	N/A	N/A
330182	NO	NO	NO	NO	"3,066"	365	"2,324"	"$5,428,152.00"	365	0.000180378	N/A	N/A	N/A	N/A	N/A	N/A
330184	YES	NO	NO	NO	"9,241"	309	"1,464"	"$6,898,612.00"	365	0.000229242	"$1,914,307.01"	$799.63	"2,433"	"2,401"	"2,349"	"2,394"
330185	NO	NO	NO	NO	"4,044"	365	"1,381"	"$33,291,820.00"	365	0.001106292	N/A	N/A	N/A	N/A	N/A	N/A
330188	YES	NO	NO	NO	"8,382"	365	856	"$2,090,895.00"	365	0.000069481	"$580,205.84"	$479.91	"1,301"	"1,203"	"1,124"	"1,209"
330191	YES	NO	NO	NO	"9,648"	365	"2,206"	"$6,932,052.00"	365	0.000230353	"$1,923,586.32"	$539.12	"3,688"	"3,396"	"3,620"	"3,568"
330193	YES	NO	NO	NO	"39,702"	365	"5,925"	"$8,803,549.00"	365	0.000292543	"$2,442,911.06"	$980.30	"2,580"	"2,593"	"2,304"	"2,492"
330194	YES	NO	NO	NO	"86,155"	365	"21,618"	"$32,066,074.00"	365	0.001065560	"$8,898,066.75"	$961.64	"8,928"	"9,512"	"9,318"	"9,253"
330195	YES	NO	NO	NO	"110,387"	365	"19,390"	"$48,619,733.19"	365	0.001615641	"$13,491,568.42"	$957.46	"12,069"	"13,760"	"14,672"	"14,091"
330196	YES	NO	NO	NO	"38,106"	365	"17,012"	"$90,204,800.56"	366	0.002997519	"$25,031,076.05"	"$7,041.09"	"3,662"	"3,537"	"3,465"	"3,555"
330197	SCH	NO	NO	NO	"7,251"	365	704	"$1,904,636.00"	365	0.000063291	N/A	$312.55	"1,616"	"1,654"	"1,802"	"1,691"
330198	YES	NO	NO	NO	"13,445"	365	"3,421"	"$7,841,052.00"	365	0.000260559	"$2,175,826.21"	$297.16	"7,319"	"7,253"	"7,394"	"7,322"
330199	YES	NO	NO	NO	"28,635"	365	"3,151"	"$52,429,916.39"	366	0.001742254	"$14,548,862.33"	"$24,167.55"	721	641	443	602
330201	YES	NO	NO	NO	"13,528"	365	"6,291"	"$6,994,420.00"	365	0.000232426	"$1,940,892.92"	"$1,017.24"	"1,968"	"2,002"	"1,754"	"1,908"
330202	YES	NO	NO	NO	"80,920"	365	"7,199"	"$173,776,205.81"	366	0.005774608	"$48,221,440.50"	"$27,336.42"	"1,749"	"1,796"	"1,748"	"1,764"
330203	YES	NO	NO	NO	"43,218"	365	"2,846"	"$6,440,049.00"	365	0.000214004	"$1,787,059.62"	$361.68	"4,962"	"4,729"	"5,132"	"4,941"
330204	YES	NO	NO	NO	"76,153"	365	"7,460"	"$169,100,729.33"	366	0.005619242	"$46,924,034.97"	"$26,361.82"	"1,861"	"1,758"	"1,721"	"1,780"
330205	NO	NO	NO	NO	"1,041"	365	108	"$721,778.00"	365	0.000023985	N/A	N/A	N/A	N/A	N/A	N/A
330208	YES	NO	NO	NO	"45,249"	365	"4,784"	"$5,906,291.00"	365	0.000196267	"$1,638,946.25"	$431.07	"3,937"	"3,843"	"3,625"	"3,802"
330211	SCH	NO	NO	NO	"2,016"	365	456	"$1,486,683.00"	365	0.000049403	N/A	$445.51	"1,002"	917	859	926
330213	NO	NO	NO	NO	"1,062"	365				0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
330214	YES	NO	NO	NO	"67,617"	365	"17,031"	"$79,608,490.22"	366	0.002645402	"$22,090,688.75"	"$1,501.44"	"12,773"	"15,065"	"15,194"	"14,713"
330215	YES	NO	NO	NO	"3,870"	365	661	"$1,739,803.00"	365	0.000057814	"$482,780.75"	$423.86	"1,239"	"1,084"	"1,095"	"1,139"
330218	SCH	NO	NO	NO	"4,220"	365	579	"$4,777,486.00"	365	0.000158757	N/A	"$1,088.43"	"1,283"	"1,170"	"1,200"	"1,218"
330219	YES	NO	NO	NO	"27,044"	365	"5,971"	"$12,411,992.00"	365	0.000412452	"$3,444,223.74"	"$1,131.85"	"2,971"	"2,980"	"3,178"	"3,043"
330221	YES	NO	NO	NO	"31,510"	365	"8,024"	"$9,011,500.00"	365	0.000299453	"$2,500,615.71"	"$1,340.81"	"1,880"	"1,933"	"1,781"	"1,865"
330222	YES	NO	NO	NO	"6,180"	365	"1,551"	"$5,657,426.00"	365	0.000187997	"$1,569,888.29"	$505.60	"2,837"	"3,139"	"3,338"	"3,105"
330223	SCH	NO	NO	NO	"2,149"	365	514	"$1,371,457.00"	365	0.000045574	N/A	$464.11	820	867	773	820
330224	YES	NO	NO	NO	"4,842"	365	152	"$1,281,312.00"	365	0.000042578	"$355,553.34"	$960.95	414	389	307	370
330225	NO	NO	NO	NO		396	N/A			0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
330226	YES	NO	NO	NO	"18,923"	365	"2,302"	"$6,237,623.00"	365	0.000207277	"$1,730,888.10"	$577.35	"2,800"	"2,795"	"3,400"	"2,998"
330229	YES	NO	NO	NO	"2,689"	365	330	"$3,586,113.00"	365	0.000119167	"$995,116.30"	"$1,300.81"	631	580	671	765
330231	YES	NO	NO	NO	"38,488"	365	"4,013"	"$116,905,034.23"	366	0.003884771	"$32,440,167.09"	"$28,657.39"	"1,084"	"1,184"	"1,129"	"1,132"
330232	YES	NO	NO	NO	"7,213"	365	231	"$3,352,419.29"	366	0.000111401	"$930,268.25"	"$2,569.80"	961	73	51	362
330233	YES	NO	NO	NO	"37,325"	365	"8,207"	"$15,320,945.00"	365	0.000509117	"$4,251,433.82"	"$2,511.18"	"1,660"	"1,642"	"1,777"	"1,693"
330234	YES	NO	NO	NO	"75,434"	365	"5,238"	"$15,567,688.00"	365	0.000517317	"$4,319,902.93"	$748.81	"5,871"	"5,585"	"5,851"	"5,769"
330235	SCH	NO	NO	NO	"2,706"	365	782	"$3,531,495.00"	365	0.000117352	N/A	$477.80	"2,092"	"2,084"	"1,977"	"2,051"
330236	YES	NO	NO	NO	"61,088"	365	"16,417"	"$12,509,103.00"	365	0.000415679	"$3,471,171.23"	$460.80	"7,685"	"7,366"	"7,547"	"7,533"
330238	YES	NO	NO	NO	"1,414"	365	406	"$993,166.00"	365	0.000033003	"$275,595.24"	$413.81	606	672	720	666
330239	YES	NO	NO	NO	"7,344"	365	"1,113"	"$3,118,889.00"	365	0.000103641	"$865,465.55"	$477.63	"1,850"	"1,752"	"1,833"	"1,812"
330240	YES	NO	NO	NO	"29,807"	365	"5,356"	"$56,063,382.69"	366	0.001862994	"$15,557,118.77"	"$14,887.19"	"1,091"	"1,043"	"1,002"	"1,045"
330241	YES	NO	NO	NO	"44,734"	365	"6,798"	"$21,408,440.00"	365	0.000711406	"$5,940,662.65"	$806.17	"6,836"	"7,438"	"7,833"	"7,369"
330245	YES	NO	NO	NO	"7,070"	365	"2,435"	"$3,456,910.00"	365	0.000114874	"$959,263.55"	$265.21	"3,698"	"3,564"	"3,589"	"3,617"
330246	YES	NO	NO	NO	"13,176"	365	985	"$2,289,091.00"	365	0.000076067	"$635,203.57"	$271.11	"2,388"	"2,218"	"2,423"	"2,343"
330249	NO	NO	NO	NO	409	365				0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
330250	SCH	NO	NO	NO	"11,801"	365	"2,812"	"$2,014,369.49"	273	0.000066938	N/A	$138.43	"4,145"	"4,054"	"3,916"	"4,038"
330259	YES	NO	NO	NO	"9,252"	365	"1,965"	"$4,562,550.00"	365	0.000151614	"$1,266,069.38"	$433.73	"2,826"	"2,886"	"3,046"	"2,919"
330261	YES	NO	NO	NO	"14,910"	365	"1,369"	"$4,216,567.00"	365	0.000140117	"$1,170,062.00"	$454.75	"2,525"	"2,505"	"2,690"	"2,573"
330263	NO	NO	NO	NO	936	365				0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
330264	YES	NO	NO	NO	"10,704"	365	"2,400"	"$6,810,750.00"	365	0.000226322	"$1,889,926.04"	$495.13	"3,819"	"3,808"	"3,824"	"3,817"
330265	YES	NO	NO	NO	"6,039"	365	477	"$1,025,759.00"	365	0.000034086	"$284,639.52"	$472.82	573	619	615	602
330267	YES	NO	NO	NO	"3,946"	365	"1,109"	"$2,818,491.00"	365	0.000093659	"$782,107.63"	$220.06	"3,589"	"3,640"	"3,434"	"3,554"
330268	NO	NO	NO	NO	95	365	67	"$533,383.00"	365	0.000017724	N/A	N/A	N/A	N/A	N/A	N/A
330270	NO	NO	NO	NO	"1,085"	365	458	"$4,711,467.00"	365	0.000156563	N/A	N/A	N/A	N/A	N/A	N/A
330273	NO	NO	NO	NO	"1,665"	365	384	"$5,259,684.00"	365	0.000174780	N/A	N/A	N/A	N/A	N/A	N/A
330276	YES	NO	NO	NO	"2,501"	365	391	"$2,611,173.00"	365	0.000086770	"$724,578.62"	"$1,010.57"	666	727	757	717
330277	YES	NO	NO	NO	"2,749"	365	324	"$3,082,233.00"	365	0.000102423	"$855,293.82"	$547.56	"1,506"	"1,501"	"1,679"	"1,562"
330279	YES	NO	NO	NO	"17,861"	365	"2,681"	"$6,546,760.00"	365	0.000217550	"$1,816,671.02"	$479.33	"3,643"	"3,837"	"3,891"	"3,790"
330285	YES	NO	NO	NO	"77,587"	365	"8,977"	"$54,245,791.39"	366	0.001802596	"$15,052,752.42"	"$2,058.36"	"6,832"	"7,463"	"7,643"	"7,313"
330286	YES	NO	NO	NO	"22,209"	365	"2,989"	"$20,588,436.00"	365	0.000684157	"$5,713,118.42"	$773.30	"7,422"	"7,282"	"7,461"	"7,388"
330304	YES	NO	NO	NO	"9,738"	365	"2,278"	"$7,272,127.00"	365	0.000241654	"$2,017,954.29"	$334.32	"5,204"	"6,112"	"6,791"	"6,036"
330307	SCH	NO	NO	NO	"3,551"	365	732	"$4,856,899.00"	365	0.000161395	N/A	$634.23	"1,898"	"2,205"	"2,273"	"2,125"
330316	NO	NO	NO	NO	"2,491"	80				0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
330331	NO	NO	NO	NO	"4,245"	365	822	"$3,783,468.00"	365	0.000125725	N/A	N/A	N/A	N/A	N/A	N/A
330332	NO	NO	NO	NO	"1,485"	365	888	"$1,703,902.00"	365	0.000056621	N/A	N/A	N/A	N/A	N/A	N/A
330350	YES	NO	NO	NO	"48,008"	365	"7,630"	"$7,486,180.00"	365	0.000248767	"$2,077,352.20"	"$1,032.99"	"2,062"	"1,971"	"2,001"	"2,011"
330354	NO	NO	NO	NO	"5,048"	365	500	$0.00	366	0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
330385	YES	NO	NO	NO	"12,116"	365	"2,073"	"$38,889,016.75"	366	0.001292288	"$10,791,376.18"	"$21,978.36"	491	492	491	491
330386	YES	NO	NO	NO	"4,544"	365	846	"$7,329,746.00"	365	0.000243569	"$2,033,943.08"	"$1,329.37"	"1,462"	"1,514"	"1,613"	"1,530"
330393	YES	NO	NO	NO	"45,467"	365	"3,891"	"$33,968,168.00"	365	0.001128767	"$9,425,881.90"	$715.76	"9,858"	"11,461"	"13,957"	"13,169"
330394	YES	NO	NO	NO	"21,874"	365	"2,347"	"$11,628,058.00"	365	0.000386402	"$3,226,688.63"	$670.55	"4,894"	"4,630"	"4,911"	"4,812"
330395	YES	NO	NO	NO	"21,263"	365	"5,225"	"$3,240,662.00"	365	0.000107688	"$899,256.54"	$411.94	"2,224"	"2,185"	"2,140"	"2,183"
330396	YES	NO	NO	NO	"38,342"	365	"6,347"	"$123,076,708.54"	366	0.004089857	"$34,152,754.98"	"$43,562.19"	783	828	741	784
330397	YES	NO	NO	NO	"23,104"	365	"3,962"	"$5,709,684.00"	365	0.000189734	"$1,584,389.45"	"$1,827.44"	919	855	828	867
330399	YES	NO	NO	NO	"47,470"	365	"8,042"	"$17,413,189.00"	365	0.000578643	"$4,832,013.99"	"$3,810.74"	"1,160"	"1,298"	"1,346"	"1,268"
330401	NO	NO	NO	NO	"4,976"	365	627	"$2,798,253.00"	365	0.000092986	N/A	N/A	N/A	N/A	N/A	N/A
330403	NO	NO	NO	NO		365	N/A	$0.00	365	0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
330404	NO	NO	NO	NO	16	365		"$1,977,388.00"	365	0.000065709	N/A	N/A	N/A	N/A	N/A	N/A
330405	NO	NO	NO	NO		365	N/A	"$1,664,995.37"	366	0.000055328	N/A	N/A	N/A	N/A	N/A	N/A
330406	NO	NO	NO	NO	181	365	127	"$268,157.32"	366	0.000008911	N/A	N/A	N/A	N/A	N/A	N/A
330408	NO	NO	NO	NO		365	N/A	"$380,771.00"	365	0.000012653	N/A	N/A	N/A	N/A	N/A	N/A
330409	YES	NO	NO	NO		0	N/A		0	0.000000000	$0.00	$0.00				12
340001	YES	NO	NO	NO	"19,678"	365	"2,379"	"$32,038,007.00"	365	0.001064628	"$8,890,278.40"	"$1,258.53"	"6,736"	"7,105"	"7,352"	"7,064"
340002	YES	NO	NO	NO	"46,615"	365	"5,822"	"$48,906,203.00"	365	0.001625160	"$13,571,061.40"	$910.57	"14,902"	"15,020"	"14,790"	"14,904"
340003	YES	NO	NO	NO	"2,215"	365	834	"$6,857,822.00"	365	0.000227886	"$1,902,988.12"	"$1,219.86"	"1,480"	"1,575"	"1,624"	"1,560"
340004	YES	NO	NO	NO	"11,678"	365	"2,447"	"$13,734,935.04"	366	0.000456414	"$3,811,329.35"	"$1,001.14"	"3,789"	"3,970"	"3,661"	"3,807"
340008	YES	NO	NO	NO	"5,865"	365	"1,639"	"$7,144,337.00"	365	0.000237407	"$1,982,493.63"	$925.53	"2,094"	"2,232"	"2,101"	"2,142"
340010	SCH	NO	NO	NO	"8,640"	365	"2,967"	"$22,488,124.00"	365	0.000747284	N/A	"$1,371.19"	"4,344"	"4,769"	"4,541"	"4,551"
340013	YES	NO	NO	NO	"4,375"	365	609	"$3,798,571.95"	366	0.000126227	"$1,054,071.88"	$633.46	"1,775"	"1,577"	"1,640"	"1,664"
340014	YES	NO	NO	NO	"50,217"	365	"6,292"	"$44,926,442.00"	365	0.001492912	"$12,466,711.08"	"$1,269.91"	"9,592"	"9,663"	"10,195"	"9,817"
340015	YES	NO	NO	NO	"7,154"	365	"1,567"	"$9,636,800.00"	365	0.000320232	"$2,674,131.22"	$982.41	"2,756"	"2,566"	"2,843"	"2,722"
340016	YES	NO	NO	NO	"3,415"	365	466	"$3,942,160.56"	366	0.000130999	"$1,093,916.51"	$739.13	"1,460"	"1,486"	"1,493"	"1,480"
340017	YES	NO	NO	NO	"4,380"	365	"1,094"	"$11,545,831.00"	365	0.000383670	"$3,203,871.32"	$955.52	"3,344"	"3,307"	"3,409"	"3,353"
340020	YES	NO	NO	NO	"4,423"	365	835	"$6,978,875.05"	214	0.000231909	"$1,936,579.33"	$997.21	"1,983"	"2,063"	"1,780"	"1,942"
340021	YES	NO	NO	NO	"7,692"	365	"1,169"	"$12,382,179.00"	365	0.000411462	"$3,435,950.88"	"$1,098.10"	"2,963"	"2,912"	"3,511"	"3,129"
340023	YES	NO	NO	NO	"3,325"	365	400	"$6,537,594.00"	365	0.000217245	"$1,814,127.54"	"$1,468.93"	"1,189"	"1,243"	"1,273"	"1,235"
340024	YES	NO	NO	NO	"3,181"	365	681	"$4,417,002.00"	365	0.000146778	"$1,225,681.03"	$971.99	"1,290"	"1,263"	"1,231"	"1,261"
340027	YES	NO	NO	NO	"6,297"	365	"2,161"	"$11,085,164.00"	365	0.000368362	"$3,076,040.09"	"$1,062.17"	"2,830"	"3,037"	"2,820"	"2,896"
