FY 2020 IPPS Final Rule Correction Notice: Implementation of Section 3133 of the Affordable Care Act- Medicare DSH- Supplemental Data																
Medicare CCN	Projected to Receive DSH in FY 2020	IHS or PR	Rural Community Hospital Demonstration	New Hospital	Medicaid Days 2013 (Annualized)	Length of 2013 Reporting Period	2017 SSI Days	2015 UCC (Annualized)	Length of 2015 Reporting Period	Factor 3	Total Uncompensated Care Payment	Estimated Per Claim Amount	BILLSV33	BILLSV34	BILLSV35	Claims Average
[1]	[2]	[3]	[4]	[5]	[6]	[7]	[8]	[9]	[10]	[11]	[12]	[13]	[14]	[15]	[16]	[17]
100266	NO	NO	NO	NO		365	N/A	"$3,649,509.00"	365	0.000121373	N/A	N/A	N/A	N/A	N/A	N/A
100267	NO	NO	NO	NO	555	365	169	"$3,147,931.00"	365	0.000104692	N/A	N/A	N/A	N/A	N/A	N/A
100268	YES	NO	NO	NO	"14,662"	365	714	"$7,738,276.00"	365	0.000257355	"$2,149,065.53"	"$1,024.83"	"2,041"	"2,144"	"2,106"	"2,097"
100269	YES	NO	NO	NO	"17,604"	365	"2,225"	"$13,561,127.23"	366	0.000451007	"$3,766,181.40"	"$1,632.50"	"2,367"	"2,207"	"2,347"	"2,307"
100271	NO	NO	NO	NO	"6,209"	365	667	"$92,559.41"	366	0.000003078	N/A	N/A	N/A	N/A	N/A	N/A
100275	YES	NO	NO	NO	"13,588"	365	"1,535"	"$10,016,125.00"	365	0.000333110	"$2,781,667.26"	"$1,165.34"	"2,179"	"2,443"	"2,540"	"2,387"
100276	YES	NO	NO	NO	"17,975"	365	"1,272"	"$18,757,297.14"	366	0.000623818	"$5,209,256.01"	"$3,174.44"	"1,622"	"1,546"	"1,756"	"1,641"
100277	NO	NO	NO	NO		365	N/A	"$245,766.67"	366	0.000008174	N/A	N/A	N/A	N/A	N/A	N/A
100281	YES	NO	NO	NO	"28,531"	365	"7,362"	"$28,273,773.61"	366	0.000940311	"$7,852,161.43"	"$2,048.57"	"3,748"	"3,798"	"3,953"	"3,833"
100284	YES	NO	NO	NO	"9,762"	365	"7,389"	"$6,732,050.00"	365	0.000223890	"$1,869,617.55"	$961.74	"2,282"	"1,981"	"1,569"	"1,944"
100285	YES	NO	NO	NO	"10,881"	365	"2,658"	"$10,866,237.49"	366	0.000361382	"$3,017,759.57"	"$2,990.84"	975	"1,042"	"1,009"	"1,009"
100286	NO	NO	NO	NO	"4,084"	365	"1,335"	"$8,813,210.00"	365	0.000293104	N/A	N/A	N/A	N/A	N/A	N/A
100287	YES	NO	NO	NO	"8,460"	365	"2,026"	"$11,082,642.60"	366	0.000368579	"$3,077,859.36"	$929.02	"3,690"	"3,303"	"2,946"	"3,313"
100288	YES	NO	NO	NO	"57,293"	365	"1,671"	"$19,546,433.13"	366	0.000650063	"$5,428,413.99"	"$3,010.77"	"1,709"	"1,778"	"1,921"	"1,803"
100289	NO	NO	NO	NO	"1,860"	365	"1,275"	"$6,279,028.00"	365	0.000208824	N/A	N/A	N/A	N/A	N/A	N/A
100290	NO	NO	NO	NO	"1,453"	365	951	"$5,125,597.27"	366	0.000170464	N/A	N/A	N/A	N/A	N/A	N/A
100291	YES	NO	NO	NO	"3,993"	365	526	"$3,734,339.00"	365	0.000124194	"$1,037,096.54"	"$1,002.99"	"1,160"	"1,076"	866	"1,034"
100292	YES	NO	NO	NO	"3,378"	365	205	"$8,665,405.16"	366	0.000288189	"$2,406,546.83"	"$1,256.03"	"1,850"	"1,986"	"1,911"	"1,916"
100296	YES	NO	NO	NO	"3,088"	365	"4,630"	"$8,804,928.00"	365	0.000292829	"$2,445,294.96"	"$1,323.93"	"1,862"	"1,930"	"1,748"	"1,847"
100298	NO	NO	NO	NO		365	N/A	$0.00	366	0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
100299	NO	NO	NO	NO	"1,948"	365	343	"$4,636,828.00"	365	0.000154209	N/A	N/A	N/A	N/A	N/A	N/A
100302	YES	NO	NO	NO	"2,132"	365	883	"$3,588,155.00"	365	0.000119333	"$996,498.48"	$792.13	"1,204"	"1,322"	"1,248"	"1,258"
100307	YES	NO	NO	NO	"8,390"	365	"1,079"	"$8,685,899.02"	366	0.000288870	"$2,412,238.36"	$732.09	"3,209"	"3,384"	"3,293"	"3,295"
100313	YES	NO	NO	NO	243	365	29	"$1,936,456.64"	366	0.000064401	"$537,790.62"	"$2,815.66"	213	175	186	191
100314	YES	NO	NO	NO	"6,767"	365	"5,488"	"$19,619,238.00"	365	0.000652484	"$5,448,633.28"	"$3,363.35"	"1,738"	"1,680"	"1,441"	"1,620"
100315	NO	NO	NO	NO	660	365	164	"$3,636,505.00"	365	0.000120941	N/A	N/A	N/A	N/A	N/A	N/A
100316	YES	NO	NO	NO	"3,591"	365	"1,043"	"$10,538,506.00"	365	0.000350483	"$2,926,742.34"	"$1,257.19"	"2,198"	"2,280"	"2,506"	"2,328"
100319	NO	NO	NO	NO	"2,111"	449	559	"$5,778,103.00"	365	0.000192164	N/A	N/A	N/A	N/A	N/A	N/A
100320	YES	NO	NO	NO	"1,126"	344	647	"$7,509,215.81"	366	0.000249737	"$2,085,451.19"	"$2,500.54"	708	836	957	834
100321	YES	NO	NO	NO	880	365	480	"$4,675,037.68"	366	0.000155479	"$1,298,346.34"	$539.40	"2,249"	"2,342"	"2,630"	"2,407"
100322	YES	NO	NO	NO		0	N/A	"$380,301.08"	366	0.000012648	"$105,616.80"	"$1,920.31"	80	58	27	55
100328	N/A	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
100329	N/A	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
110001	YES	NO	NO	NO	"12,161"	365	"1,381"	"$20,356,873.00"	365	0.000677016	"$5,653,488.47"	"$1,632.54"	"3,301"	"3,574"	"3,514"	"3,463"
110002	YES	NO	NO	NO	"3,372"	365	543	"$6,618,250.00"	365	0.000220106	"$1,838,013.14"	"$1,902.71"	957	894	"1,047"	966
110003	SCH	NO	NO	NO	"5,622"	365	"1,270"	$0.00	365	0.000000000	N/A	$0.00	"2,301"	"2,339"	"2,558"	"2,399"
110005	YES	NO	NO	NO	"9,915"	365	964	"$24,379,755.00"	365	0.000810806	"$6,770,718.85"	"$1,370.31"	"4,649"	"5,011"	"5,163"	"4,941"
110006	YES	NO	NO	NO	"6,481"	365	"1,168"	"$10,219,114.43"	366	0.000339861	"$2,838,041.26"	$956.21	"2,893"	"2,954"	"3,058"	"2,968"
110007	SCH	NO	NO	NO	"33,664"	365	"4,695"	"$42,490,008.02"	366	0.001413106	N/A	"$2,229.41"	"5,387"	"5,317"	"5,176"	"5,293"
110008	YES	NO	NO	NO	"5,064"	365	789	"$16,809,394.00"	365	0.000559036	"$4,668,286.49"	"$1,856.92"	"2,041"	"2,503"	"2,999"	"2,514"
110010	YES	NO	NO	NO	"19,429"	365	"5,775"	"$47,453,250.10"	366	0.001578170	"$13,178,664.63"	"$1,532.58"	"8,524"	"8,372"	"8,900"	"8,599"
110011	YES	NO	NO	NO	"5,540"	365	"1,238"	"$20,024,162.28"	366	0.000665951	"$5,561,088.41"	"$1,852.46"	"2,887"	"2,995"	"3,123"	"3,002"
110015	YES	NO	NO	NO	"2,647"	365	329	"$7,187,774.47"	366	0.000239046	"$1,996,180.85"	"$2,575.72"	665	776	885	775
110016	YES	NO	NO	NO	"7,135"	365	"1,048"	"$15,312,337.00"	365	0.000509248	"$4,252,525.46"	"$1,754.34"	"2,394"	"2,270"	"2,608"	"2,424"
110018	YES	NO	NO	NO	"5,809"	365	609	"$5,781,403.00"	365	0.000192274	"$1,605,604.91"	$988.06	"1,579"	"1,654"	"1,643"	"1,625"
110023	YES	NO	NO	NO	"3,983"	365	788	"$6,863,972.00"	365	0.000228278	"$1,906,254.78"	"$1,250.00"	"1,561"	"1,561"	"1,453"	"1,525"
110024	YES	NO	NO	NO	"16,628"	365	"2,310"	"$27,661,396.35"	366	0.000919945	"$7,682,092.69"	"$2,810.86"	"2,870"	"2,709"	"2,621"	"2,733"
110025	SCH	NO	NO	NO	"9,779"	365	"2,561"	"$14,070,137.68"	366	0.000467936	N/A	$905.36	"4,014"	"4,334"	"4,601"	"4,316"
110026	YES	NO	NO	NO	336	365	132	"$1,066,188.93"	366	0.000035459	"$296,100.82"	"$1,092.62"	302	251	261	271
110027	YES	NO	NO	NO	"1,991"	365	381	"$2,205,565.96"	396	0.000073351	"$612,527.36"	$918.33	543	722	737	667
110028	YES	NO	NO	NO	"27,012"	365	"5,565"	"$32,326,019.00"	365	0.001075078	"$8,977,546.58"	"$1,011.55"	"8,696"	"8,965"	"8,964"	"8,875"
110029	YES	NO	NO	NO	"26,820"	365	"4,817"	"$48,405,972.00"	365	0.001609855	"$13,443,253.51"	"$1,147.04"	"11,067"	"11,598"	"12,496"	"11,720"
110030	YES	NO	NO	NO	"6,202"	365	"1,229"	"$12,288,409.00"	365	0.000408680	"$3,412,723.49"	"$1,310.07"	"2,523"	"2,496"	"2,796"	"2,605"
110031	YES	NO	NO	NO	"8,276"	365	"1,826"	"$6,264,794.00"	365	0.000208351	"$1,739,851.73"	$662.04	"2,787"	"2,644"	"2,453"	"2,628"
110032	YES	NO	NO	NO	"2,129"	365	319	"$5,566,580.00"	365	0.000185130	"$1,545,944.50"	"$2,103.33"	779	730	695	735
110034	YES	NO	NO	NO	"40,940"	365	"4,813"	"$45,271,443.65"	366	0.001505609	"$12,572,735.73"	"$2,966.67"	"4,103"	"4,280"	"4,330"	"4,238"
110035	YES	NO	NO	NO	"31,406"	365	"4,147"	"$93,319,703.58"	366	0.003103567	"$25,916,645.84"	"$2,355.20"	"10,668"	"10,828"	"11,516"	"11,004"
110036	YES	NO	NO	NO	"42,035"	365	"4,446"	"$53,071,572.00"	365	0.001765021	"$14,738,978.83"	"$2,338.41"	"6,319"	"6,233"	"6,357"	"6,303"
110038	YES	NO	NO	NO	"11,122"	365	"4,102"	"$31,270,111.00"	365	0.001039961	"$8,684,300.97"	"$2,344.57"	"3,688"	"3,581"	"3,842"	"3,704"
110040	YES	NO	NO	NO	233	365	92	"$2,317,754.00"	365	0.000077082	"$643,684.10"	"$2,392.88"	397	265	145	269
110041	YES	NO	NO	NO	"2,060"	365	420	"$5,466,325.77"	366	0.000181796	"$1,518,102.00"	"$2,159.46"	783	739	587	703
110042	NO	NO	NO	NO	594	365	630	"$13,935,055.77"	366	0.000463443	N/A	N/A	N/A	N/A	N/A	N/A
110043	NO	NO	NO	NO	"4,496"	365	"2,503"	"$22,972,007.99"	366	0.000763988	N/A	N/A	N/A	N/A	N/A	N/A
110044	YES	NO	NO	NO	"2,821"	365	520	"$11,208,573.58"	366	0.000372768	"$3,112,832.78"	"$3,666.47"	832	853	863	849
110045	YES	NO	NO	NO	"1,591"	365	193	"$2,302,772.00"	365	0.000076584	"$639,523.32"	"$1,644.02"	453	364	351	389
110046	YES	NO	NO	NO	"2,411"	365	336	"$2,648,932.00"	365	0.000088096	"$735,658.49"	$883.14	856	927	717	833
110050	YES	NO	NO	NO	50	183	90	"$2,322,229.86"	212	0.000077231	"$644,927.13"	"$2,254.99"	267	319	273	286
110051	YES	NO	NO	NO	"1,453"	365	147	"$2,221,485.74"	366	0.000073881	"$616,948.59"	$659.13	821	980	"1,008"	936
110054	YES	NO	NO	NO	"19,067"	365	"2,749"	"$18,048,857.08"	366	0.000600257	"$5,012,508.81"	"$1,102.86"	"4,308"	"4,452"	"4,874"	"4,545"
110064	YES	NO	NO	NO	"32,555"	365	"3,013"	"$17,290,396.05"	366	0.000575033	"$4,801,869.85"	"$1,498.71"	"2,749"	"3,273"	"3,590"	"3,204"
110069	YES	NO	NO	NO	"14,949"	365	"3,015"	"$22,926,014.00"	365	0.000762459	"$6,366,987.49"	"$1,396.58"	"4,585"	"4,536"	"4,557"	"4,559"
110071	YES	NO	NO	NO	"1,189"	365	162	"$2,962,771.82"	366	0.000098534	"$822,817.74"	"$3,025.07"	279	294	242	272
110073	YES	NO	NO	NO	"1,016"	365	123	"$3,199,016.57"	366	0.000106391	"$888,427.38"	"$2,742.06"	328	319	325	324
110074	YES	NO	NO	NO	"19,686"	365	"4,125"	"$28,873,071.00"	365	0.000960242	"$8,018,597.65"	"$1,139.01"	"6,867"	"7,068"	"7,184"	"7,040"
110075	YES	NO	NO	NO	"9,555"	365	"1,823"	"$8,495,263.00"	365	0.000282530	"$2,359,295.13"	$935.49	"2,518"	"2,584"	"2,465"	"2,522"
110076	YES	NO	NO	NO	"41,864"	365	"3,058"	"$24,848,688.40"	366	0.000826402	"$6,900,950.52"	"$1,810.80"	"3,839"	"3,894"	"3,699"	"3,811"
110078	YES	NO	NO	NO	"36,897"	365	"8,436"	"$29,941,094.60"	366	0.000995762	"$8,315,207.99"	"$1,491.78"	"5,701"	"5,633"	"5,389"	"5,574"
110079	YES	NO	NO	NO	"79,298"	365	"9,729"	"$221,605,107.00"	365	0.007370001	"$61,543,927.54"	"$13,278.09"	"4,551"	"4,713"	"4,640"	"4,635"
110082	NO	NO	NO	NO	"5,167"	365	"1,483"	"$15,115,825.78"	366	0.000502713	N/A	N/A	N/A	N/A	N/A	N/A
110083	NO	NO	NO	NO	"11,384"	365	"4,026"	"$37,616,042.35"	366	0.001251010	N/A	N/A	N/A	N/A	N/A	N/A
110086	YES	NO	NO	NO	997	365	71	"$1,930,020.27"	366	0.000064187	"$536,003.11"	"$2,821.07"	220	184	167	190
110087	YES	NO	NO	NO	"33,360"	365	"3,298"	"$68,661,443.46"	366	0.002283499	"$19,068,580.86"	"$2,698.64"	"7,540"	"6,821"	"6,837"	"7,066"
110089	YES	NO	NO	NO	"3,978"	365	965	"$5,399,611.00"	365	0.000179577	"$1,499,574.05"	"$1,140.36"	"1,411"	"1,106"	"1,429"	"1,315"
110091	YES	NO	NO	NO	"14,460"	365	"1,149"	"$9,013,193.00"	365	0.000299755	"$2,503,134.09"	"$1,157.25"	"2,304"	"2,145"	"2,039"	"2,163"
110092	YES	NO	NO	NO	"1,761"	365	324	"$1,748,978.00"	365	0.000058166	"$485,724.25"	"$1,114.05"	405	464	440	436
110095	YES	NO	NO	NO	"10,169"	365	"2,209"	"$28,542,361.00"	365	0.000949244	"$7,926,753.23"	"$2,624.75"	"2,943"	"3,057"	"3,061"	"3,020"
110100	NO	NO	NO	NO	238	365	41	"$843,406.00"	365	0.000028049	N/A	N/A	N/A	N/A	N/A	N/A
110101	YES	NO	NO	NO	213	365	32	"$3,745,825.46"	366	0.000124576	"$1,040,286.54"	"$10,724.60"	124	87	81	97
110104	YES	NO	NO	NO	"3,045"	365	984	"$7,679,522.21"	366	0.000255401	"$2,132,748.49"	"$2,189.68"	930	"1,018"	974	974
110105	YES	NO	NO	NO	"4,804"	365	"1,477"	"$6,694,681.00"	365	0.000222647	"$1,859,239.47"	"$1,133.68"	"1,584"	"1,681"	"1,655"	"1,640"
110107	YES	NO	NO	NO	"47,017"	365	"7,815"	"$50,205,800.00"	365	0.001669713	"$13,943,099.77"	"$1,818.11"	"7,723"	"7,553"	"7,731"	"7,669"
110109	YES	NO	NO	NO	959	365	279	"$3,371,813.16"	366	0.000112138	"$936,416.26"	"$2,213.75"	405	455	409	423
110111	YES	NO	NO	NO	241	365	109	"$3,435,883.00"	365	0.000114268	"$954,209.66"	"$5,214.26"	196	160	194	183
110113	NO	NO	NO	NO	139	365	44	"$791,334.96"	366	0.000026318	N/A	N/A	N/A	N/A	N/A	N/A
110115	YES	NO	NO	NO	"36,956"	365	"5,956"	"$45,253,249.00"	365	0.001505004	"$12,567,682.74"	"$4,317.31"	"3,361"	"2,785"	"2,588"	"2,911"
110121	YES	NO	NO	NO	868	365	354	"$2,743,794.00"	365	0.000091251	"$762,003.46"	"$2,490.21"	293	347	277	306
110122	YES	NO	NO	NO	"15,919"	365	"3,297"	"$44,859,956.00"	365	0.001491924	"$12,458,457.83"	"$2,879.24"	"4,339"	"4,148"	"4,495"	"4,327"
110124	SCH	NO	NO	NO	"2,873"	365	495	"$4,776,943.48"	366	0.000158869	N/A	"$1,390.62"	955	997	910	954
110125	YES	NO	NO	NO	"7,779"	365	"1,369"	"$7,011,350.82"	366	0.000233179	"$1,947,184.67"	$938.85	"2,074"	"2,061"	"2,086"	"2,074"
110128	YES	NO	NO	NO	"4,641"	365	774	"$10,713,633.58"	366	0.000356307	"$2,975,378.58"	"$2,353.94"	"1,300"	"1,199"	"1,292"	"1,264"
110129	YES	NO	NO	NO	"10,477"	365	"3,172"	"$19,118,107.00"	365	0.000635818	"$5,309,459.73"	"$1,010.94"	"5,466"	"5,264"	"5,026"	"5,252"
110130	YES	NO	NO	NO	"2,451"	365	36	"$3,023,369.00"	365	0.000100549	"$839,646.73"	"$13,994.11"	81	58	41	60
110132	YES	NO	NO	NO	"2,232"	365	380	"$5,713,334.03"	366	0.000190010	"$1,586,700.87"	"$3,464.41"	485	458	431	458
110135	YES	NO	NO	NO	"1,205"	365	98	"$1,807,728.32"	366	0.000060120	"$502,040.33"	"$1,251.97"	409	412	383	401
110142	YES	NO	NO	NO	198	365	78	"$920,986.00"	365	0.000030630	"$255,775.22"	$991.38	257	283	234	258
110143	YES	NO	NO	NO	"29,385"	365	"3,053"	"$54,732,124.97"	366	0.001820246	"$15,200,145.79"	"$3,451.44"	"4,678"	"4,335"	"4,200"	"4,404"
110146	SCH	NO	NO	NO	"2,098"	365	144	"$4,554,500.92"	366	0.000151471	N/A	"$2,755.71"	454	448	475	459
110150	YES	NO	NO	NO	"4,127"	365	448	"$5,109,484.00"	365	0.000169928	"$1,419,000.30"	"$1,734.72"	821	777	855	818
110153	NO	NO	NO	NO	731	365	138	"$3,397,253.00"	365	0.000112984	N/A	N/A	N/A	N/A	N/A	N/A
110161	YES	NO	NO	NO	"49,927"	365	"1,302"	"$45,476,191.00"	365	0.001512418	"$12,629,597.94"	"$3,250.86"	"3,736"	"3,934"	"3,985"	"3,885"
110164	YES	NO	NO	NO	"10,109"	365	"2,474"	"$13,620,073.73"	366	0.000452968	"$3,782,551.95"	"$1,033.48"	"3,565"	"3,671"	"3,744"	"3,660"
110165	YES	NO	NO	NO	"26,576"	365	"2,392"	"$21,974,891.21"	215	0.000730827	"$6,102,842.71"	"$2,771.50"	"2,128"	"2,355"	"2,124"	"2,202"
110168	YES	NO	NO	NO	"4,188"	365	"2,312"	"$11,866,713.46"	366	0.000394656	"$3,295,610.66"	$636.46	"4,822"	"5,166"	"5,545"	"5,178"
110177	YES	NO	NO	NO	"15,964"	365	"2,696"	"$15,867,307.92"	366	0.000527705	"$4,406,651.37"	"$1,164.86"	"3,694"	"3,719"	"3,935"	"3,783"
110184	YES	NO	NO	NO	"4,273"	365	968	"$21,069,651.93"	366	0.000700721	"$5,851,440.65"	"$2,730.49"	"2,138"	"2,205"	"2,085"	"2,143"
110189	YES	NO	NO	NO	"1,216"	365	154	"$3,707,519.00"	365	0.000123302	"$1,029,648.11"	"$1,851.89"	517	560	592	556
110190	YES	NO	NO	NO	520	276	11	"$254,192.00"	365	0.000008454	"$70,593.92"	"$11,765.65"	13	2	4	6
110191	YES	NO	NO	NO	"13,575"	365	"2,212"	"$25,162,467.73"	366	0.000836837	"$6,988,092.97"	"$1,793.66"	"3,544"	"4,046"	"4,098"	"3,896"
110192	YES	NO	NO	NO	"9,124"	365	"1,446"	"$15,840,709.80"	366	0.000526820	"$4,399,264.57"	"$1,493.30"	"2,925"	"2,858"	"3,056"	"2,946"
110194	YES	NO	NO	NO	"1,798"	365	105	"$3,494,232.76"	366	0.000116209	"$970,414.49"	"$3,369.49"	313	257	293	288
110198	YES	NO	NO	NO	"7,037"	365	434	"$11,762,478.00"	365	0.000391189	"$3,266,662.50"	"$1,632.51"	"2,024"	"1,908"	"2,072"	"2,001"
110200	NO	NO	NO	NO	27	365	63	"$418,885.37"	366	0.000013931	N/A	N/A	N/A	N/A	N/A	N/A
110201	YES	NO	NO	NO	489	365	559	"$4,766,306.63"	366	0.000158515	"$1,323,693.46"	"$1,153.04"	"1,059"	"1,104"	"1,282"	"1,148"
110209	YES	NO	NO	NO	83	365	"2,473"	"$1,637,600.00"	365	0.000054462	"$454,792.48"	$162.25	"2,655"	"2,723"	"3,030"	"2,803"
110215	YES	NO	NO	NO	"10,418"	365	"2,115"	"$18,732,330.55"	366	0.000622988	"$5,202,322.32"	"$1,109.95"	"4,372"	"4,761"	"4,927"	"4,687"
110225	YES	NO	NO	NO	"2,454"	365	326	"$7,888,298.22"	366	0.000262344	"$2,190,729.54"	"$1,593.26"	"1,280"	"1,375"	"1,469"	"1,375"
110226	YES	NO	NO	NO	"3,655"	365	"1,340"	"$12,279,369.89"	366	0.000408379	"$3,410,213.15"	"$3,379.79"	"1,016"	"1,096"	915	"1,009"
110229	YES	NO	NO	NO	"7,111"	365	"1,416"	"$14,012,847.64"	366	0.000466030	"$3,891,632.69"	"$1,278.88"	"2,806"	"3,259"	"3,063"	"3,043"
110230	NO	NO	NO	NO	"2,446"	365	516	"$7,536,953.81"	366	0.000250659	N/A	N/A	N/A	N/A	N/A	N/A
110233	NO	NO	NO	NO		365	N/A	"$19,467,656.95"	366	0.000647443	N/A	N/A	N/A	N/A	N/A	N/A
110234	YES	NO	NO	NO	115	387	28	"$1,564,682.00"	365	0.000052037	"$434,541.77"	"$6,390.32"	63	67	74	68
110236	N/A	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
120001	YES	NO	NO	NO	"41,725"	365	"8,230"	"$14,877,022.04"	366	0.000494771	"$4,131,630.26"	$623.36	"6,371"	"6,472"	"7,041"	"6,628"
120002	SCH	NO	NO	NO	"12,057"	365	913	"$6,419,118.37"	366	0.000213483	N/A	"$1,177.48"	"1,514"	"1,537"	"1,490"	"1,514"
120004	YES	NO	NO	NO	"2,367"	365	549	"$799,362.96"	366	0.000026585	"$221,998.21"	$503.40	487	414	423	441
120005	SCH	NO	NO	NO	"11,821"	365	"1,679"	"$3,443,895.67"	366	0.000114535	N/A	$507.39	"1,800"	"1,892"	"1,964"	"1,885"
120006	YES	NO	NO	NO	"10,713"	365	848	"$1,996,455.00"	365	0.000066397	"$554,453.30"	$349.59	"1,578"	"1,483"	"1,697"	"1,586"
120007	YES	NO	NO	NO	"2,351"	365	"1,167"	"$1,551,827.42"	366	0.000051610	"$430,971.81"	$330.50	"1,398"	"1,281"	"1,234"	"1,304"
120011	NO	NO	NO	NO		365	N/A	"$2,310,130.00"	365	0.000076829	N/A	N/A	N/A	N/A	N/A	N/A
120014	SCH	NO	NO	NO	"4,052"	365	501	"$1,659,146.39"	366	0.000055179	N/A	$547.89	808	866	850	841
120019	SCH	NO	NO	NO	"3,226"	365	421	"$2,605,712.06"	366	0.000086659	N/A	"$1,064.20"	595	679	765	680
120022	YES	NO	NO	NO	"7,003"	365	"1,464"	"$3,939,048.09"	366	0.000131002	"$1,093,948.12"	$525.94	"2,064"	"2,124"	"2,051"	"2,080"
120026	YES	NO	NO	NO	"8,680"	365	"1,435"	"$2,084,001.41"	366	0.000069308	"$578,766.59"	$300.35	"1,860"	"1,945"	"1,976"	"1,927"
120028	SCH	NO	NO	NO	"1,920"	365	43	"$528,400.33"	366	0.000017573	N/A	$378.21	333	423	408	388
130002	YES	NO	NO	NO	"6,682"	365	"1,079"	"$13,017,081.00"	365	0.000432914	"$3,615,089.47"	"$1,053.04"	"3,314"	"3,480"	"3,504"	"3,433"
130003	SCH	NO	NO	NO	"3,128"	365	702	"$2,849,661.71"	366	0.000094772	N/A	$372.08	"2,016"	"2,132"	"2,234"	"2,127"
130006	YES	NO	NO	NO	"31,724"	365	"2,460"	"$43,982,413.00"	365	0.001462739	"$12,214,747.55"	"$1,716.76"	"6,916"	"7,217"	"7,213"	"7,115"
130007	YES	NO	NO	NO	"15,021"	365	"2,273"	"$20,906,482.96"	366	0.000695294	"$5,806,125.54"	"$1,263.30"	"4,412"	"4,670"	"4,705"	"4,596"
130013	YES	NO	NO	NO	"4,440"	365	907	"$3,179,345.46"	366	0.000105737	"$882,964.34"	$606.85	"1,389"	"1,509"	"1,466"	"1,455"
130014	YES	NO	NO	NO	"4,295"	365	725	"$6,644,411.00"	365	0.000220976	"$1,845,278.54"	"$1,735.92"	"1,145"	"1,086"	959	"1,063"
130018	YES	NO	NO	NO	"14,068"	365	924	"$14,380,187.00"	365	0.000478247	"$3,993,649.78"	"$1,142.35"	"3,558"	"3,448"	"3,483"	"3,496"
130025	YES	NO	NO	NO	"4,351"	365	94	"$2,202,245.00"	365	0.000073241	"$611,605.07"	"$1,206.32"	475	517	530	507
130028	SCH	NO	NO	NO	"5,692"	365	847	"$12,920,918.00"	365	0.000429716	N/A	"$1,354.62"	"2,595"	"2,653"	"2,700"	"2,649"
130049	YES	NO	NO	NO	"13,599"	365	"2,485"	"$11,041,512.00"	365	0.000367212	"$3,066,436.62"	$587.44	"4,990"	"5,253"	"5,417"	"5,220"
130063	NO	NO	NO	NO	14	365	3	"$328,719.00"	365	0.000010932	N/A	N/A	N/A	N/A	N/A	N/A
130065	YES	NO	NO	NO	"2,473"	365	39	"$850,063.00"	365	0.000028271	"$236,078.57"	$449.67	477	584	514	525
130066	NO	NO	NO	NO	56	365	31	"$359,356.00"	365	0.000011951	N/A	N/A	N/A	N/A	N/A	N/A
130071	N/A	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
130073	N/A	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
140001	SCH	NO	NO	NO	"1,675"	365	148	"$1,879,379.02"	366	0.000062503	N/A	$546.53	918	983	963	955
140002	YES	NO	NO	NO	"4,146"	365	623	"$3,734,938.00"	365	0.000124214	"$1,037,262.89"	$388.34	"2,748"	"2,670"	"2,596"	"2,671"
140007	YES	NO	NO	NO	"15,787"	365	"1,726"	"$14,995,381.00"	365	0.000498707	"$4,164,500.78"	$507.87	"8,909"	"8,220"	"7,470"	"8,200"
140008	YES	NO	NO	NO	"6,950"	365	584	"$4,939,824.23"	366	0.000164286	"$1,371,882.57"	$536.31	"2,648"	"2,463"	"2,563"	"2,558"
140010	YES	NO	NO	NO	"24,398"	365	"2,255"	"$26,505,793.00"	365	0.000881513	"$7,361,159.79"	$436.97	"15,954"	"16,530"	"18,054"	"16,846"
140011	YES	NO	NO	NO	"2,080"	365	"1,066"	"$4,729,644.07"	366	0.000157295	"$1,313,511.57"	$396.59	"3,227"	"3,339"	"3,369"	"3,312"
140012	YES	NO	NO	NO	"1,958"	365	53	"$3,514,748.00"	365	0.000116891	"$976,111.96"	$834.28	"1,105"	"1,197"	"1,208"	"1,170"
140013	NO	NO	NO	NO	"1,103"	365	215	"$1,414,259.00"	365	0.000047035	N/A	N/A	N/A	N/A	N/A	N/A
140015	SCH	NO	NO	NO	"5,510"	365	"1,453"	"$7,740,698.00"	365	0.000257435	N/A	$358.89	"5,692"	"5,972"	"6,306"	"5,990"
140018	YES	NO	NO	NO	"40,722"	365	"2,072"	"$20,462,926.19"	366	0.000680543	"$5,682,941.44"	"$3,640.58"	"1,837"	"1,532"	"1,314"	"1,561"
140019	SCH	NO	NO	NO	360	365	47	"$426,589.26"	366	0.000014187	N/A	$485.54	223	230	278	244
140029	YES	NO	NO	NO	"12,198"	365	515	"$9,061,659.54"	366	0.000301367	"$2,516,594.16"	$771.25	"3,164"	"3,312"	"3,312"	"3,263"
140030	YES	NO	NO	NO	"12,225"	245	735	"$9,461,087.00"	365	0.000314651	"$2,627,522.72"	$504.32	"5,300"	"5,062"	"5,267"	"5,210"
140032	YES	NO	NO	NO	"2,386"	365	356	"$4,897,196.02"	366	0.000162868	"$1,360,043.91"	$536.08	"2,687"	"2,438"	"2,486"	"2,537"
