FY 2020 IPPS Final Rule Correction Notice: Implementation of Section 3133 of the Affordable Care Act- Medicare DSH- Supplemental Data																
Medicare CCN	Projected to Receive DSH in FY 2020	IHS or PR	Rural Community Hospital Demonstration	New Hospital	Medicaid Days 2013 (Annualized)	Length of 2013 Reporting Period	2017 SSI Days	2015 UCC (Annualized)	Length of 2015 Reporting Period	Factor 3	Total Uncompensated Care Payment	Estimated Per Claim Amount	BILLSV33	BILLSV34	BILLSV35	Claims Average
[1]	[2]	[3]	[4]	[5]	[6]	[7]	[8]	[9]	[10]	[11]	[12]	[13]	[14]	[15]	[16]	[17]
280131	NO	NO	NO	NO	19	365	4	"$193,951.00"	365	0.000006450	N/A	N/A	N/A	N/A	N/A	N/A
280132	NO	NO	NO	NO	"1,205"	365	220	"$4,186,085.27"	366	0.000139218	N/A	N/A	N/A	N/A	N/A	N/A
280133	NO	NO	NO	NO	95	365	10	"$100,568.00"	365	0.000003345	N/A	N/A	N/A	N/A	N/A	N/A
280134	NO	NO	NO	NO			N/A	"$4,160,154.00"	365	0.000138356	N/A	N/A	N/A	N/A	N/A	N/A
290001	YES	NO	NO	NO	"34,858"	365	"5,665"	"$13,348,363.14"	366	0.000443931	"$3,707,092.79"	$410.08	"8,228"	"9,110"	"9,782"	"9,040"
290003	YES	NO	NO	NO	"59,144"	365	"7,046"	"$43,484,350.00"	365	0.001446175	"$12,076,426.04"	"$1,779.87"	"6,864"	"6,920"	"6,572"	"6,785"
290005	YES	NO	NO	NO	"5,491"	365	"3,473"	"$6,667,401.32"	306	0.000221740	"$1,851,663.39"	$780.63	"2,121"	"2,458"	"2,536"	"2,372"
290007	YES	NO	NO	NO	"56,501"	365	"3,325"	"$44,264,560.23"	366	0.001472123	"$12,293,105.17"	"$3,768.58"	"2,891"	"3,246"	"3,649"	"3,262"
290008	SCH	NO	NO	NO	890	365	93	"$2,836,630.41"	366	0.000094339	N/A	"$1,074.74"	741	693	764	733
290009	YES	NO	NO	NO	"7,237"	365	"2,023"	"$9,868,274.00"	365	0.000328193	"$2,740,606.24"	$603.13	"4,696"	"4,477"	"4,459"	"4,544"
290012	YES	NO	NO	NO	"2,944"	365	811	"$6,176,222.84"	366	0.000205405	"$1,715,253.84"	"$1,207.93"	"1,639"	"1,458"	"1,162"	"1,420"
290019	SCH	NO	NO	NO	"2,728"	365	"1,110"	"$5,994,013.00"	365	0.000199345	N/A	$307.98	"5,380"	"5,325"	"5,510"	"5,405"
290021	YES	NO	NO	NO	"21,283"	365	"3,291"	"$9,724,343.00"	365	0.000323406	"$2,700,633.88"	$819.12	"3,133"	"3,381"	"3,377"	"3,297"
290022	YES	NO	NO	NO	"6,037"	365	"2,747"	"$8,284,827.00"	365	0.000275531	"$2,300,853.08"	$671.78	"3,120"	"3,613"	"3,541"	"3,425"
290032	YES	NO	NO	NO	572	365	352	"$2,425,242.00"	365	0.000080657	"$673,535.55"	$400.68	"1,541"	"1,774"	"1,729"	"1,681"
290039	YES	NO	NO	NO	"13,784"	365	"3,598"	"$12,324,757.00"	365	0.000409889	"$3,422,818.01"	$463.04	"7,224"	"7,178"	"7,775"	"7,392"
290041	YES	NO	NO	NO	"15,702"	365	"2,304"	"$6,338,945.00"	365	0.000210817	"$1,760,444.86"	$427.40	"3,748"	"4,157"	"4,452"	"4,119"
290042	NO	NO	NO	NO		365	N/A			0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
290045	YES	NO	NO	NO	"10,537"	365	"2,095"	"$11,742,971.48"	366	0.000390540	"$3,261,245.17"	$600.60	"4,960"	"5,430"	"5,901"	"5,430"
290046	YES	NO	NO	NO	"11,872"	365	"2,164"	"$10,610,313.00"	365	0.000352871	"$2,946,684.50"	$925.76	"2,662"	"3,213"	"3,674"	"3,183"
290047	YES	NO	NO	NO	"3,889"	365	"1,610"	"$5,456,672.00"	365	0.000181475	"$1,515,420.97"	$530.80	"2,507"	"2,831"	"3,228"	"2,855"
290049	NO	NO	NO	NO	831	365	230	"$2,389,186.28"	366	0.000079458	N/A	N/A	N/A	N/A	N/A	N/A
290053	YES	NO	NO	NO	"3,362"	365	982	"$5,816,360.77"	366	0.000193437	"$1,615,313.34"	$809.68	"1,948"	"1,848"	"2,190"	"1,995"
290054	YES	NO	NO	NO	"5,285"	365	"1,335"	"$6,300,328.00"	365	0.000209532	"$1,749,720.19"	$568.46	"2,637"	"3,042"	"3,555"	"3,078"
290056	N/A	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
290057	N/A	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
290058	N/A	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
300001	YES	NO	NO	NO	"5,598"	365	644	"$16,071,520.00"	365	0.000534496	"$4,463,364.93"	$707.01	"6,272"	"6,474"	"6,194"	"6,313"
300003	YES	NO	NO	NO	"22,835"	365	"2,282"	"$14,216,637.31"	366	0.000472808	"$3,948,228.94"	$477.19	"8,171"	"8,437"	"8,214"	"8,274"
300005	SCH	NO	NO	NO	"1,802"	365	256	"$6,695,541.00"	365	0.000222676	N/A	$823.87	"2,414"	"2,190"	"2,168"	"2,257"
300011	NO	NO	NO	NO	"1,280"	365	200	"$2,895,011.00"	365	0.000096280	N/A	N/A	N/A	N/A	N/A	N/A
300012	YES	NO	NO	NO	"9,804"	365	723	"$17,089,346.87"	366	0.000568347	"$4,746,034.69"	"$1,052.34"	"4,539"	"4,481"	"4,511"	"4,510"
300014	YES	NO	NO	NO	"2,454"	365	244	"$4,398,409.00"	365	0.000146279	"$1,221,521.33"	$732.33	"1,684"	"1,680"	"1,639"	"1,668"
300017	YES	NO	NO	NO	992	365	210	"$3,510,498.20"	366	0.000116750	"$974,931.71"	$538.64	"1,808"	"1,700"	"1,922"	"1,810"
300018	YES	NO	NO	NO	"3,868"	365	325	"$7,070,176.00"	365	0.000235135	"$1,963,521.53"	$616.49	"3,159"	"3,290"	"3,105"	"3,185"
300019	YES	NO	NO	NO	"1,525"	365	246	"$4,686,027.57"	366	0.000155845	"$1,301,398.44"	$583.85	"1,930"	"2,243"	"2,514"	"2,229"
300020	YES	NO	NO	NO	"5,293"	365	622	"$9,051,990.00"	365	0.000301045	"$2,513,908.75"	$780.23	"3,005"	"3,243"	"3,417"	"3,222"
300023	NO	NO	NO	NO	"1,562"	365	220	"$4,585,968.00"	365	0.000152517	N/A	N/A	N/A	N/A	N/A	N/A
300029	YES	NO	NO	NO	"2,097"	365	563	"$1,871,604.32"	366	0.000062245	"$519,779.90"	$128.09	"3,823"	"4,159"	"4,193"	"4,058"
300034	YES	NO	NO	NO	"7,023"	365	783	"$9,642,585.96"	366	0.000320687	"$2,677,928.41"	$466.21	"5,682"	"5,821"	"5,728"	"5,744"
310001	YES	NO	NO	NO	"39,476"	365	"4,984"	"$45,916,249.00"	365	0.001527053	"$12,751,810.37"	"$1,166.79"	"11,087"	"10,840"	"10,860"	"10,929"
310002	YES	NO	NO	NO	"55,667"	365	"6,084"	"$44,825,300.00"	365	0.001490771	"$12,448,833.21"	"$3,196.93"	"4,058"	"3,953"	"3,672"	"3,894"
310003	YES	NO	NO	NO	"9,711"	365	"3,550"	"$13,339,361.00"	365	0.000443632	"$3,704,592.72"	"$1,329.24"	"3,123"	"2,690"	"2,548"	"2,787"
310005	NO	NO	NO	NO	"3,729"	365	489	"$6,699,566.00"	365	0.000222810	N/A	N/A	N/A	N/A	N/A	N/A
310006	YES	NO	NO	NO	"7,996"	365	"1,644"	"$69,167.00"	365	0.000002300	"$19,208.98"	$7.71	"2,754"	"2,470"	"2,252"	"2,492"
310008	YES	NO	NO	NO	"7,371"	365	"3,643"	"$6,297,090.00"	365	0.000209425	"$1,748,820.94"	$316.19	"5,898"	"5,464"	"5,230"	"5,531"
310009	YES	NO	NO	NO	"15,033"	365	"4,668"	"$18,904,703.00"	365	0.000628721	"$5,250,193.41"	"$1,209.16"	"4,699"	"4,322"	"4,006"	"4,342"
310010	NO	NO	NO	NO	"3,970"	365	"1,052"	"$8,959,639.00"	365	0.000297974	N/A	N/A	N/A	N/A	N/A	N/A
310011	YES	NO	NO	NO	"4,249"	365	657	"$2,597,152.00"	365	0.000086374	"$721,278.21"	$214.09	"3,469"	"3,298"	"3,340"	"3,369"
310012	NO	NO	NO	NO	"3,217"	365	"1,714"	"$18,488,052.00"	365	0.000614864	N/A	N/A	N/A	N/A	N/A	N/A
310014	YES	NO	NO	NO	"44,059"	365	"6,398"	"$25,202,788.00"	365	0.000838178	"$6,999,290.67"	$912.44	"7,394"	"7,669"	"7,951"	"7,671"
310015	NO	NO	NO	NO	"13,349"	365	"2,310"	"$17,781,640.00"	365	0.000591370	N/A	N/A	N/A	N/A	N/A	N/A
310016	YES	NO	NO	NO	"8,889"	365	"3,123"	"$13,544,781.00"	365	0.000450464	"$3,761,641.74"	"$1,830.48"	"2,096"	"2,075"	"1,993"	"2,055"
310017	NO	NO	NO	NO	"3,153"	365	475	"$3,377,772.00"	365	0.000112336	N/A	N/A	N/A	N/A	N/A	N/A
310019	YES	NO	NO	NO	"59,292"	365	"9,503"	"$56,237,616.00"	365	0.001870315	"$15,618,249.10"	"$1,948.87"	"8,568"	"8,095"	"7,380"	"8,014"
310021	YES	NO	NO	NO	"6,299"	365	"1,589"	"$8,339,843.11"	366	0.000277361	"$2,316,132.09"	"$1,838.20"	"1,519"	"1,195"	"1,067"	"1,260"
310022	YES	NO	NO	NO	"14,314"	365	"2,119"	"$11,373,492.00"	365	0.000378252	"$3,158,633.74"	$266.53	"12,706"	"11,385"	"11,461"	"11,851"
310024	YES	NO	NO	NO	"1,388"	365	783	"$4,819,124.00"	365	0.000160271	"$1,338,361.84"	$525.47	"2,881"	"2,483"	"2,276"	"2,547"
310025	YES	NO	NO	NO	"3,395"	365	"1,010"	"$8,488,447.00"	365	0.000282303	"$2,357,402.20"	$951.72	"2,664"	"2,472"	"2,296"	"2,477"
310027	YES	NO	NO	NO	"24,983"	365	"3,663"	"$31,219,954.00"	365	0.001038293	"$8,670,371.42"	"$3,181.79"	"3,144"	"2,682"	"2,349"	"2,725"
310028	YES	NO	NO	NO	"2,218"	365	536	"$1,782,784.00"	365	0.000059291	"$495,112.82"	$128.87	"3,770"	"3,825"	"3,931"	"3,842"
310029	YES	NO	NO	NO	"13,453"	365	"2,637"	"$10,234,007.62"	366	0.000340356	"$2,842,177.38"	$563.48	"5,233"	"5,152"	"4,746"	"5,044"
310031	YES	NO	NO	NO	524	365	422	"$4,904,048.00"	365	0.000163096	"$1,361,946.84"	$704.21	"1,980"	"1,911"	"1,910"	"1,934"
310032	YES	NO	NO	NO	"20,750"	365	"3,004"	"$5,708,470.00"	365	0.000189849	"$1,585,350.03"	$243.38	"6,681"	"6,652"	"6,210"	"6,514"
310034	YES	NO	NO	NO	"3,547"	365	"1,277"	"$4,636,006.00"	365	0.000154181	"$1,287,506.51"	$247.36	"5,289"	"5,061"	"5,265"	"5,205"
310038	YES	NO	NO	NO	"38,795"	365	"5,162"	"$43,767,458.00"	365	0.001455590	"$12,155,050.49"	"$1,288.57"	"10,115"	"8,934"	"9,250"	"9,433"
310039	YES	NO	NO	NO	"14,107"	365	"3,546"	"$11,297,941.00"	365	0.000375740	"$3,137,651.80"	$699.59	"4,791"	"4,499"	"4,166"	"4,485"
310040	YES	NO	NO	NO	"7,687"	365	"1,384"	"$10,119,597.00"	365	0.000336551	"$2,810,403.39"	"$2,202.51"	"1,377"	"1,337"	"1,113"	"1,276"
310041	YES	NO	NO	NO	"10,437"	365	"1,775"	"$20,530,438.00"	365	0.000682788	"$5,701,690.75"	$555.13	"10,978"	"9,995"	"9,839"	"10,271"
310044	YES	NO	NO	NO	"11,742"	365	865	"$12,605,399.00"	365	0.000419222	"$3,500,757.60"	"$1,341.80"	"2,897"	"2,358"	"2,573"	"2,609"
310045	YES	NO	NO	NO	"6,463"	365	"2,258"	"$18,439,429.00"	365	0.000613247	"$5,120,978.02"	$836.35	"6,164"	"6,281"	"5,924"	"6,123"
310047	YES	NO	NO	NO	"4,887"	365	"1,012"	"$4,663,122.00"	365	0.000155083	"$1,295,037.13"	$313.26	"4,091"	"4,200"	"4,110"	"4,134"
310048	YES	NO	NO	NO	"4,333"	365	"1,469"	"$11,034,151.00"	365	0.000366967	"$3,064,392.33"	$527.71	"6,059"	"5,804"	"5,557"	"5,807"
310050	YES	NO	NO	NO	"9,920"	365	986	"$10,218,543.97"	92	0.000339842	"$2,837,882.84"	$474.96	"6,397"	"5,970"	"5,557"	"5,975"
310051	YES	NO	NO	NO	"6,579"	365	"1,414"	"$13,514,976.00"	365	0.000449472	"$3,753,364.33"	$499.72	"7,699"	"7,446"	"7,389"	"7,511"
310052	NO	NO	NO	NO	"4,252"	365	964	"$4,694,087.00"	365	0.000156113	N/A	N/A	N/A	N/A	N/A	N/A
310054	YES	NO	NO	NO	"6,114"	365	"1,133"	"$8,821,341.00"	365	0.000293375	"$2,449,853.16"	$568.02	"4,295"	"4,320"	"4,324"	"4,313"
310057	YES	NO	NO	NO	"11,192"	365	"1,310"	"$6,223,900.00"	365	0.000206991	"$1,728,494.69"	$293.51	"6,249"	"5,793"	"5,625"	"5,889"
310058	YES	NO	NO	NO	"2,822"	365	810	"$5,812,542.00"	365	0.000193310	"$1,614,252.80"	"$2,582.80"	627	680	567	625
310060	YES	NO	NO	NO	"1,574"	365	509	"$6,396,556.19"	366	0.000212733	"$1,776,444.58"	$723.60	"2,543"	"2,366"	"2,457"	"2,455"
310061	YES	NO	NO	NO	"2,674"	365	"1,471"	"$3,878,428.17"	366	0.000128986	"$1,077,112.82"	$463.67	"2,276"	"2,395"	"2,297"	"2,323"
310064	YES	NO	NO	NO	"32,335"	365	"4,745"	"$21,580,324.00"	365	0.000717705	"$5,993,263.94"	$561.75	"10,576"	"10,541"	"10,890"	"10,669"
310069	NO	NO	NO	NO	749	365	220	"$648,263.00"	365	0.000021560	N/A	N/A	N/A	N/A	N/A	N/A
310070	YES	NO	NO	NO	"24,029"	365	"1,139"	"$18,060,261.00"	365	0.000600637	"$5,015,675.90"	"$1,254.23"	"4,143"	"3,875"	"3,980"	"3,999"
310073	YES	NO	NO	NO	"22,393"	365	"3,390"	"$11,697,344.00"	365	0.000389023	"$3,248,573.56"	$314.75	"10,257"	"10,279"	"10,427"	"10,321"
310074	YES	NO	NO	NO	"29,070"	365	"4,952"	"$36,695,792.00"	365	0.001220405	"$10,191,115.15"	"$3,343.54"	"3,255"	"2,991"	"2,897"	"3,048"
310075	YES	NO	NO	NO	"24,006"	365	"1,284"	"$19,331,473.00"	365	0.000642914	"$5,368,715.50"	"$1,449.05"	"3,666"	"3,607"	"3,843"	"3,705"
310076	YES	NO	NO	NO	"22,896"	365	"3,836"	"$38,644,910.00"	365	0.001285228	"$10,732,422.07"	"$1,354.93"	"8,004"	"7,802"	"7,957"	"7,921"
310081	YES	NO	NO	NO	"6,432"	365	"1,151"	"$1,179,397.00"	365	0.000039224	"$327,540.84"	$80.48	"4,019"	"4,250"	"3,942"	"4,070"
310083	YES	NO	NO	NO	"8,044"	365	"2,747"	"$7,842,153.82"	425	0.000260809	"$2,177,914.37"	"$1,414.23"	"1,583"	"1,538"	"1,499"	"1,540"
310084	YES	NO	NO	NO	"13,017"	365	"1,582"	"$7,277,934.00"	365	0.000242045	"$2,021,219.86"	$925.89	"2,170"	"2,127"	"2,252"	"2,183"
310086	YES	NO	NO	NO	"20,406"	365	"4,013"	"$21,799,926.00"	365	0.000725008	"$6,054,251.57"	$553.51	"10,890"	"10,789"	"11,136"	"10,938"
310091	YES	NO	NO	NO	"2,570"	365	644	"$4,717,589.00"	365	0.000156895	"$1,310,163.65"	$744.41	"1,929"	"1,793"	"1,559"	"1,760"
310092	YES	NO	NO	NO	"13,668"	365	"2,264"	"$27,508,352.00"	365	0.000914855	"$7,639,589.38"	"$3,531.94"	"2,374"	"2,086"	"2,030"	"2,163"
310096	YES	NO	NO	NO	"9,358"	365	"2,697"	"$13,644,695.00"	365	0.000453787	"$3,789,389.75"	"$1,648.99"	"2,398"	"2,327"	"2,169"	"2,298"
310108	YES	NO	NO	NO	"10,006"	365	"3,810"	"$13,806,355.00"	365	0.000459163	"$3,834,285.79"	$592.90	"6,590"	"6,583"	"6,227"	"6,467"
310110	NO	NO	NO	NO	"7,229"	365	"1,233"	"$6,355,625.00"	365	0.000211371	N/A	N/A	N/A	N/A	N/A	N/A
310111	NO	NO	NO	NO	"4,987"	365	"1,066"	"$6,922,348.00"	365	0.000230219	N/A	N/A	N/A	N/A	N/A	N/A
310112	NO	NO	NO	NO	"3,021"	365	"1,095"	"$2,247,993.00"	365	0.000074762	N/A	N/A	N/A	N/A	N/A	N/A
310113	NO	NO	NO	NO	"2,199"	365	292	"$1,941,535.00"	365	0.000064570	N/A	N/A	N/A	N/A	N/A	N/A
310115	NO	NO	NO	NO	"1,157"	365	179	"$1,531,741.00"	365	0.000050942	N/A	N/A	N/A	N/A	N/A	N/A
310118	YES	NO	NO	NO	"4,723"	365	499	"$807,120.00"	365	0.000026843	"$224,152.48"	$389.15	633	547	549	576
310119	YES	NO	NO	NO	"43,774"	365	"5,489"	"$72,945,280.92"	366	0.002425968	"$20,258,283.50"	"$9,314.15"	"2,257"	"2,235"	"2,032"	"2,175"
310130	YES	NO	NO	NO	707	382	177	"$1,020,125.14"	366	0.000033927	"$283,308.04"	$147.79	"1,925"	"1,889"	"1,938"	"1,917"
310832	NO	YES	NO	NO			N/A	N/A	N/A	0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
310836	NO	YES	NO	NO			N/A	N/A	N/A	0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
310858	NO	YES	NO	NO			N/A	N/A	N/A	0.000000000	N/A	N/A	N/A	N/A	N/A	N/A
320001	YES	NO	NO	NO	"70,798"	365	"4,720"	"$35,886,980.51"	366	0.001193506	"$9,966,492.91"	"$2,664.84"	"3,610"	"3,811"	"3,799"	"3,740"
320002	SCH	NO	NO	NO	"10,247"	365	"1,878"	"$13,139,563.20"	366	0.000436987	N/A	"$1,087.66"	"3,360"	"3,342"	"3,362"	"3,355"
320003	SCH	NO	YES	NO	"1,837"	365	297	"$1,027,821.05"	366	0.000034183	N/A	$616.51	513	466	409	463
320004	SCH	NO	NO	NO	"2,156"	365	206	"$2,484,811.30"	366	0.000082638	N/A	$545.09	"1,293"	"1,230"	"1,276"	"1,266"
320005	SCH	NO	NO	NO	"10,988"	365	"2,494"	"$9,771,895.68"	366	0.000324987	N/A	$688.09	"3,886"	"3,906"	"4,041"	"3,944"
320006	YES	NO	NO	NO	"6,423"	365	"1,093"	"$2,132,824.64"	366	0.000070932	"$592,325.72"	$337.32	"1,781"	"1,703"	"1,783"	"1,756"
320009	YES	NO	NO	NO	"5,336"	365	"2,688"	"$6,882,693.31"	366	0.000228900	"$1,911,454.05"	$503.01	"3,571"	"3,866"	"3,963"	"3,800"
320011	SCH	NO	NO	NO	"2,656"	365	536	"$3,569,100.00"	365	0.000118699	N/A	"$1,558.50"	676	694	539	636
320016	SCH	NO	NO	NO	"2,038"	365	191	"$1,603,481.90"	366	0.000053328	N/A	$642.59	725	691	662	693
320017	YES	NO	NO	NO	"15,686"	365	447	"$1,868,678.33"	366	0.000062147	"$518,967.30"	$708.97	660	759	776	732
320018	YES	NO	NO	NO	"14,176"	365	"2,489"	"$6,610,261.00"	365	0.000219840	"$1,835,794.44"	$804.82	"2,195"	"2,204"	"2,444"	"2,281"
320021	YES	NO	NO	NO	"48,305"	365	"6,013"	"$25,077,509.00"	365	0.000834012	"$6,964,498.33"	$824.40	"8,179"	"8,375"	"8,790"	"8,448"
320022	YES	NO	NO	NO	"5,553"	365	535	"$4,875,966.00"	365	0.000162162	"$1,354,147.94"	"$1,319.83"	"1,038"	986	"1,053"	"1,026"
320030	YES	NO	NO	NO	196	365	98	"$6,967,925.79"	366	0.000231735	"$1,935,124.72"	"$4,742.95"	342	362	521	408
320033	SCH	NO	NO	NO	261	365	20	"$653,468.00"	365	0.000021733	N/A	$527.56	383	339	310	344
320038	SCH	NO	NO	NO	"3,089"	365	"1,063"	"$2,012,807.00"	365	0.000066941	N/A	$659.97	826	829	886	847
320057	YES	YES	NO	NO	127	365	4	N/A	N/A	0.000003495	"$29,183.40"	"$14,591.70"	2	1	4	2
320058	YES	YES	NO	NO	255	365	0	N/A	N/A	0.000006803	"$56,807.38"	"$18,935.79"	1	4	4	3
320059	YES	YES	NO	NO	"3,522"	365	744	N/A	N/A	0.000113807	"$950,354.03"	"$1,841.77"	513	514	520	516
320060	YES	YES	NO	NO	"1,039"	365	266	N/A	N/A	0.000034814	"$290,720.11"	"$2,484.79"	87	127	138	117
320061	YES	YES	NO	NO	"6,129"	365	"1,020"	N/A	N/A	0.000190718	"$1,592,611.56"	"$1,983.33"	788	858	762	803
320062	YES	YES	NO	NO	788	365	137	N/A	N/A	0.000024677	"$206,065.98"	"$1,890.51"	101	124	102	109
320063	SCH	NO	NO	NO	"3,060"	365	205	"$2,497,512.50"	366	0.000083061	N/A	$859.49	851	806	763	807
320065	SCH	NO	NO	NO	"3,000"	365	215	"$3,774,587.00"	365	0.000125533	N/A	"$1,486.91"	728	727	659	705
320067	SCH	NO	NO	NO	50	365	82	"$272,122.46"	366	0.000009050	N/A	$657.16	113	132	100	115
320070	YES	YES	NO	NO	146	365	0	N/A	N/A	0.000003895	"$32,525.01"	"$3,613.89"	5		12	9
320074	YES	NO	NO	NO	"1,003"	365	144	"$1,282,952.00"	365	0.000042668	"$356,300.02"	$604.92	484	601	683	589
320084	YES	NO	NO	NO	282	365	69	"$1,762,089.36"	366	0.000058602	"$489,365.53"	"$1,766.66"	294	258	279	277
320085	YES	NO	NO	NO	"7,097"	365	"2,548"	"$2,439,375.78"	366	0.000081127	"$677,460.77"	$194.56	"3,477"	"3,534"	"3,436"	"3,482"
320086	YES	NO	NO	NO	"2,008"	365	170	"$1,033,890.00"	365	0.000034384	"$287,130.80"	$443.10	643	667	635	648
320089	YES	NO	NO	NO	"2,533"	365	583	"$3,584,093.57"	366	0.000119198	"$995,370.54"	"$1,087.84"	968	916	860	915
320090	N/A	NO	NO	YES			N/A			N/A	N/A	N/A	N/A	N/A	N/A	N/A
330003	YES	NO	NO	NO	"2,054"	365	514	"$2,953,688.70"	366	0.000098232	"$820,295.19"	$914.49	967	921	802	897
330004	YES	NO	NO	NO	"6,193"	365	"1,392"	"$4,494,325.00"	365	0.000149469	"$1,248,159.02"	$376.06	"3,688"	"3,303"	"2,966"	"3,319"
330005	YES	NO	NO	NO	"87,913"	365	"10,516"	"$11,833,615.00"	365	0.000393555	"$3,286,418.59"	$340.63	"9,612"	"9,705"	"9,627"	"9,648"
330006	YES	NO	NO	NO	"15,795"	365	"2,528"	"$13,762,870.00"	365	0.000457717	"$3,822,209.18"	"$3,332.35"	"1,232"	"1,117"	"1,093"	"1,147"
330008	SCH	NO	NO	NO	431	365	167	"$1,709,252.00"	365	0.000056845	N/A	"$1,143.84"	476	372	396	415
330009	YES	NO	NO	NO	"85,722"	365	"15,384"	"$45,513,643.00"	365	0.001513664	"$12,639,999.07"	"$6,310.53"	"1,994"	"1,932"	"2,083"	"2,003"
330011	YES	NO	NO	NO	"7,690"	365	"1,394"	"$8,222,741.94"	366	0.000273467	"$2,283,610.88"	$667.14	"3,449"	"3,536"	"3,283"	"3,423"
330013	YES	NO	NO	NO	"49,413"	365	"8,030"	"$8,513,368.00"	365	0.000283132	"$2,364,323.23"	$236.48	"9,416"	"9,853"	"10,726"	"9,998"
330014	YES	NO	NO	NO	"44,376"	365	"6,487"	"$21,633,209.00"	365	0.000719463	"$6,007,951.10"	"$2,633.91"	"2,451"	"2,250"	"2,142"	"2,281"
330019	YES	NO	NO	NO	"7,079"	365	"12,208"	"$2,817,926.00"	365	0.000093717	"$782,591.32"	$213.01	"3,684"	"3,642"	"3,697"	"3,674"
330023	YES	NO	NO	NO	"14,942"	365	"2,958"	"$14,148,800.00"	365	0.000470552	"$3,929,389.24"	$444.15	"8,637"	"8,761"	"9,144"	"8,847"
330024	YES	NO	NO	NO	"91,154"	365	"25,070"	"$30,492,175.00"	365	0.001014089	"$8,468,253.44"	$622.76	"14,026"	"13,351"	"13,416"	"13,598"
330027	YES	NO	NO	NO	"45,086"	365	"2,809"	"$34,243,416.00"	365	0.001138846	"$9,510,043.98"	"$3,100.76"	"3,110"	"3,096"	"2,996"	"3,067"
330028	YES	NO	NO	NO	"25,242"	365	"3,727"	"$9,916,305.00"	365	0.000329790	"$2,753,945.36"	"$1,091.10"	"2,666"	"2,627"	"2,279"	"2,524"
330030	YES	NO	NO	NO	"3,608"	365	"1,194"	"$5,422,528.00"	365	0.000180339	"$1,505,938.54"	"$1,023.75"	"1,402"	"1,482"	"1,529"	"1,471"
330033	SCH	NO	NO	NO	"1,372"	365	156	"$638,979.00"	365	0.000021251	N/A	$388.31	502	441	428	457
330043	YES	NO	NO	NO	"22,254"	365	"3,067"	"$16,166,148.00"	365	0.000537643	"$4,489,644.91"	$793.78	"5,132"	"5,707"	"6,130"	"5,656"
330044	YES	NO	NO	NO	"15,120"	365	"2,850"	"$7,498,195.00"	365	0.000249370	"$2,082,390.50"	$530.95	"4,048"	"3,924"	"3,794"	"3,922"
330045	YES	NO	NO	NO	"8,321"	365	"1,129"	"$3,393,361.00"	365	0.000112854	"$942,400.50"	$130.78	"7,182"	"7,012"	"7,423"	"7,206"
330046	YES	NO	NO	NO	"76,270"	365	"15,590"	"$33,230,160.00"	365	0.001105147	"$9,228,643.63"	"$1,392.37"	"6,386"	"6,608"	"6,890"	"6,628"
330047	YES	NO	NO	NO	"6,778"	365	"1,028"	"$3,120,773.93"	366	0.000103789	"$866,697.92"	$492.44	"1,885"	"1,816"	"1,580"	"1,760"
330049	YES	NO	NO	NO	"1,231"	365	275	"$2,226,673.00"	365	0.000074053	"$618,389.19"	$328.41	"1,664"	"1,829"	"2,156"	"1,883"
330055	YES	NO	NO	NO	"57,584"	365	"16,292"	"$12,099,588.00"	365	0.000402400	"$3,360,284.32"	$445.07	"7,101"	"7,695"	"7,855"	"7,550"
330056	YES	NO	NO	NO	"39,170"	365	"7,807"	"$3,443,333.00"	365	0.000114516	"$956,278.67"	$414.87	"2,410"	"2,233"	"2,271"	"2,305"
330057	YES	NO	NO	NO	"28,095"	365	"3,747"	"$4,716,904.97"	366	0.000156872	"$1,309,973.68"	$173.12	"7,176"	"7,783"	"7,743"	"7,567"
330058	YES	NO	NO	NO	"1,991"	365	911	"$2,283,916.00"	365	0.000075957	"$634,286.65"	$438.35	"1,410"	"1,462"	"1,469"	"1,447"
330059	YES	NO	NO	NO	"241,604"	365	"46,972"	"$38,561,124.00"	365	0.001282441	"$10,709,153.11"	$738.21	"14,619"	"14,198"	"14,705"	"14,507"
330065	YES	NO	NO	NO	"9,762"	365	"2,082"	"$3,797,991.00"	365	0.000126311	"$1,054,773.90"	"$1,031.06"	"1,033"	"1,054"	983	"1,023"
330073	YES	NO	NO	NO	"6,912"	365	408	"$3,259,011.00"	365	0.000108386	"$905,088.96"	$978.47	847	933	995	925
330074	NO	NO	NO	NO	"1,906"	365	605	"$2,464,111.00"	365	0.000081950	N/A	N/A	N/A	N/A	N/A	N/A
330078	YES	NO	NO	NO	"21,122"	365	"2,685"	"$5,231,253.00"	365	0.000173978	"$1,452,817.85"	$562.67	"2,510"	"2,640"	"2,595"	"2,582"
330079	SCH	NO	NO	NO	"1,418"	365	224	"$1,478,680.00"	365	0.000049177	N/A	$515.25	754	793	845	797
