PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
070035,01-OCT-20,30-SEP-21,As Submitted,448887798,682771261,771353671
070038,01-OCT-20,30-SEP-21,Settled,18393949,8910250,4935746
070039,01-OCT-20,30-SEP-21,As Submitted,55238904,72839564,378966
070040,01-OCT-20,30-SEP-21,As Submitted,10103722,11708169,1475
072003,01-OCT-20,30-SEP-21,As Submitted,82108347,160775774,30944776
073025,01-OCT-20,30-SEP-21,As Submitted,24477707,64164841,25783519
073300,01-OCT-20,30-SEP-21,As Submitted,,506583324,441497722
074008,01-OCT-20,30-SEP-21,Settled,38211870,38902378,45544992
074014,01-MAR-21,31-DEC-21,As Submitted,14038852,15442068,2721142
083026,01-OCT-20,30-SEP-21,As Submitted,16589636,32707400,
084002,01-JAN-21,31-DEC-21,As Submitted,23411350,6388600,4432775
084003,01-JAN-21,31-DEC-21,As Submitted,22463297,87590800,4192180
084004,01-JAN-21,31-DEC-21,As Submitted,20099584,50502400,5969590
084005,01-JAN-21,31-DEC-21,As Submitted,19850048,53070600,5695800
090001,01-JAN-21,31-DEC-21,As Submitted,469502675,2423312885,1254034900
090008,01-OCT-20,30-SEP-21,As Submitted,120506405,152089106,139889425
092002,01-JAN-21,31-DEC-21,As Submitted,55041084,95220277,
092003,01-JAN-21,31-DEC-21,As Submitted,48439688,90501423,951806
094001,01-OCT-20,30-SEP-21,As Submitted,96515945,90925531,
094004,01-JAN-21,31-DEC-21,As Submitted,26749582,67435305,1465200
100002,01-OCT-20,30-SEP-21,As Submitted,387509197,1401360684,863983207
100006,01-OCT-20,30-SEP-21,As Submitted,2247786437,10434093988,6531294712
100007,01-JAN-21,31-DEC-21,As Submitted,3886653756,14900978943,10327356120
100008,01-OCT-20,30-SEP-21,As Submitted,1245160443,3276829718,3031881647
100012,01-OCT-20,30-SEP-21,As Submitted,1014846187,2658047241,2644886625
100014,01-JAN-21,31-DEC-21,As Submitted,132340570,258772441,283323072
100017,01-OCT-20,30-SEP-21,As Submitted,459724428,1280166677,901468131
100018,01-OCT-20,30-SEP-21,As Submitted,543898481,1583523631,1329909020
100019,01-OCT-20,30-SEP-21,As Submitted,550920184,2061815583,863412436
100022,01-OCT-20,30-SEP-21,As Submitted,1969109647,4480157663,1560830671
100023,01-NOV-20,31-OCT-21,As Submitted,154045173,1447488146,1001333583
100028,01-OCT-20,30-SEP-21,As Submitted,128219049,245152402,357115116
100029,01-JUN-21,31-JUL-21,As Submitted,53030233,401257918,208470726
100030,01-OCT-20,30-SEP-21,As Submitted,232088061,1166863282,635667502
100032,01-OCT-20,30-SEP-21,Amended,268873670,1404135652,717201890
100034,01-JAN-21,31-DEC-21,As Submitted,509594732,1680528488,1299554025
100035,01-JAN-21,31-DEC-21,As Submitted,274804612,1961127159,1163979071
100045,01-JAN-21,31-DEC-21,As Submitted,159618849,405758394,455679394
100046,01-JAN-21,31-DEC-21,As Submitted,173769370,698835420,549605333
100047,01-OCT-20,30-SEP-21,As Submitted,71932034,426846901,259836538
100048,01-OCT-20,30-SEP-21,As Submitted,13133442,9188451,45260730
100049,01-NOV-20,31-OCT-21,As Submitted,72661739,345538657,332692244
100051,01-OCT-20,30-SEP-21,As Submitted,226002829,1100445620,1045843146
100052,01-JAN-21,31-DEC-21,As Submitted,405022751,1206883635,910142667
100053,01-JUN-21,31-JUL-21,As Submitted,19421242,159647732,78597733
100062,01-OCT-20,30-SEP-21,As Submitted,320859899,1582712231,1050144985
100063,01-JAN-21,31-DEC-21,As Submitted,168438900,528176974,288448806
100067,01-JAN-21,31-DEC-21,As Submitted,392614278,1013039919,1037917963
100068,01-JAN-21,31-DEC-21,As Submitted,372489865,1256778360,919082283
100069,01-JAN-21,31-DEC-21,As Submitted,184642417,609069018,614692403
100071,01-OCT-20,30-SEP-21,As Submitted,121691569,917283972,761863171
100072,01-JAN-21,31-DEC-21,As Submitted,190275680,546574777,468802516
100075,01-JAN-21,31-DEC-21,As Submitted,1162489477,3080652065,2615852180
100087,01-OCT-20,30-SEP-21,As Submitted,843014324,3307780083,2057584406
100088,01-OCT-20,30-SEP-21,As Submitted,1367627780,3949348846,3758539416
100090,01-OCT-20,30-SEP-21,As Submitted,283196444,749066515,618798660
100092,01-JAN-21,31-DEC-21,As Submitted,165395759,801270049,813746180
100093,01-OCT-20,30-SEP-21,As Submitted,413190599,961088145,1526388057
100109,01-JAN-21,31-DEC-21,As Submitted,244822587,771115266,666290452
100117,01-OCT-20,30-SEP-21,As Submitted,142662255,456696685,423304332
100118,01-JAN-21,31-DEC-21,As Submitted,192854896,476640720,517644113
100125,01-OCT-20,30-SEP-21,As Submitted,264806707,612171399,610097870
100126,01-OCT-20,30-SEP-21,As Submitted,83587863,667210814,471931062
100127,01-JAN-21,31-DEC-21,As Submitted,585879832,1624722783,1364634685
100128,01-OCT-20,30-SEP-21,As Submitted,1413675920,6394183796,2951601375
100130,01-OCT-20,30-SEP-21,As Submitted,51228042,58841610,81338249
100132,01-JAN-21,31-DEC-21,As Submitted,140916356,324219360,389883192
100134,01-OCT-20,30-SEP-21,As Submitted,25359088,12342635,53317024
100135,01-OCT-20,30-SEP-21,As Submitted,711288609,1829072580,1621574998
100140,01-OCT-20,30-SEP-21,As Submitted,72690204,164711583,257708263
100142,01-OCT-20,30-SEP-21,As Submitted,60953072,45498590,121566711
100150,01-OCT-20,30-SEP-21,As Submitted,78639883,198349017,255926477
100151,01-JAN-21,31-DEC-21,As Submitted,737713842,1474668316,1299361186
100154,01-OCT-20,30-SEP-21,As Submitted,513059079,1287727067,1127952185
100156,01-NOV-20,31-OCT-21,As Submitted,104850799,537272180,867633111
100157,01-OCT-20,30-SEP-21,As Submitted,800101328,2609542621,2250151359
100166,01-JAN-21,31-DEC-21,As Submitted,147011408,869789260,934929802
100168,01-OCT-20,30-SEP-21,As Submitted,567424249,1125771790,1882906101
100173,01-JAN-21,31-DEC-21,As Submitted,487233975,2140879370,1465441397
100175,01-OCT-20,30-SEP-21,As Submitted,43329588,36343212,118209511
100176,01-JAN-21,31-DEC-21,As Submitted,203117662,1547880105,725024311
100177,01-OCT-20,30-SEP-21,As Submitted,161997487,352726083,370699561
100179,01-JAN-21,31-DEC-21,As Submitted,356142624,3116141805,1680357547
100181,01-JAN-21,31-DEC-21,As Submitted,67769148,213141424,142370268
100183,01-JAN-21,31-JUL-21,As Submitted,65227368,370504927,371609898
100187,01-JAN-21,31-JUL-21,As Submitted,157654025,1146466765,470964974
100206,01-NOV-20,31-OCT-21,As Submitted,133325933,695690651,832975086
100211,01-OCT-20,30-SEP-21,As Submitted,71304242,352962014,239654083
100220,01-OCT-20,30-SEP-21,As Submitted,499546961,1859655189,898128929
100238,01-OCT-20,30-SEP-21,As Submitted,149462201,1440829048,712983486
100244,01-OCT-20,30-SEP-21,As Submitted,257298842,954225203,675399573
100246,01-OCT-20,30-SEP-21,As Submitted,310795675,3011972459,1052078496
100249,01-OCT-20,30-SEP-21,As Submitted,91494243,530761266,482371248
100253,01-OCT-20,30-SEP-21,As Submitted,295292161,795643609,739926537
100258,01-JAN-21,31-DEC-21,As Submitted,346507067,3181944659,1042489992
100260,01-OCT-20,30-SEP-21,As Submitted,161770949,1434784718,772629245
100265,01-JAN-21,31-DEC-21,As Submitted,312593019,892707051,716815247
100266,01-OCT-20,30-SEP-21,As Submitted,90243721,204101694,510663760
100268,01-JAN-21,31-DEC-21,As Submitted,157272282,890014857,692118933
100275,01-JAN-21,31-DEC-21,As Submitted,217749863,1423406321,712563271
100284,01-JAN-21,31-DEC-21,As Submitted,41956094,77429212,81332979
100286,01-OCT-20,30-SEP-21,As Submitted,274335417,1835573536,1319474179
100291,01-JAN-21,31-DEC-21,As Submitted,91784400,460087388,559424044
100296,01-OCT-20,30-SEP-21,As Submitted,219265141,447087182,505447741
100299,01-JAN-21,31-DEC-21,As Submitted,125671014,715071860,696881714
100302,01-JAN-21,30-SEP-21,Amended,69221260,275316734,195014408
100314,01-OCT-20,30-SEP-21,As Submitted,252881946,673663670,774172496
100315,01-OCT-20,30-SEP-21,As Submitted,135402531,277923986,440068367
100316,01-OCT-20,30-SEP-21,As Submitted,129835218,379817465,334348616
100329,01-JAN-21,31-DEC-21,As Submitted,88875195,382237423,488491298
100330,01-OCT-20,30-SEP-21,As Submitted,43581672,59547252,100968677
101300,01-JAN-21,31-DEC-21,As Submitted,,27369238,98006209
101303,01-JAN-21,31-DEC-21,As Submitted,,13003616,15660950
101304,01-JAN-21,31-DEC-21,As Submitted,,3077730,26964458
101305,01-OCT-20,30-SEP-21,As Submitted,,1924430,11729076
101307,01-OCT-20,30-SEP-21,As Submitted,,11405117,35046896
101308,01-JAN-21,31-DEC-21,As Submitted,33136354,19770532,83766013
101309,01-OCT-20,30-SEP-21,As Submitted,,10543273,64554595
101311,01-OCT-20,30-SEP-21,As Submitted,,8396303,12329599
101312,01-OCT-20,30-SEP-21,As Submitted,,367967,52065743
101313,01-OCT-20,30-SEP-21,As Submitted,,30734985,206499954
102003,01-JAN-21,31-DEC-21,As Submitted,56398577,412289495,
102021,01-JAN-21,31-DEC-21,As Submitted,19279317,68447456,
102023,01-DEC-20,30-NOV-21,As Submitted,35137138,201099990,
102024,01-OCT-20,30-SEP-21,As Submitted,33130830,190195285,
102026,01-JAN-21,31-DEC-21,As Submitted,41576346,192545957,45439
102030,01-DEC-20,30-NOV-21,As Submitted,17974077,121545569,
103026,01-OCT-20,30-SEP-21,As Submitted,40144092,54654211,272792
103027,01-OCT-20,30-SEP-21,As Submitted,26690443,36907520,324989
103028,01-JAN-21,31-DEC-21,As Submitted,42203065,76159443,2152
103031,01-JAN-21,31-DEC-21,As Submitted,35951348,71938614,182
103032,01-JAN-21,31-DEC-21,As Submitted,23185019,40885894,
103033,01-JAN-21,31-DEC-21,As Submitted,20854513,31499481,
103034,01-JAN-21,31-DEC-21,As Submitted,26853901,51697389,
103036,01-JAN-21,31-DEC-21,As Submitted,29606708,91510565,4075995
103037,01-JAN-21,31-DEC-21,As Submitted,24750890,42734274,
103038,01-JAN-21,31-DEC-21,As Submitted,19366458,38880139,20310
103040,01-JAN-21,31-DEC-21,As Submitted,21055017,32973644,
103042,01-JAN-21,31-DEC-21,As Submitted,24744949,41700951,612104
103043,01-JAN-21,31-DEC-21,As Submitted,22742340,36381059,510
103044,01-JAN-21,31-DEC-21,As Submitted,29819733,59221863,
103045,01-JAN-21,31-DEC-21,As Submitted,25166481,58630956,
103046,01-JAN-21,31-DEC-21,As Submitted,28913383,102054414,
103047,28-APR-21,31-DEC-21,As Submitted,13207246,21417546,
103048,23-SEP-21,31-DEC-21,As Submitted,4247093,6506637,
103301,01-JAN-21,31-DEC-21,As Submitted,,1075906775,920796596
104026,01-JAN-21,31-DEC-21,As Submitted,28547204,101116500,5634117
104049,01-JAN-21,31-DEC-21,As Submitted,12585125,39732184,
104057,01-OCT-20,30-SEP-21,As Submitted,11638824,36913504,1700201
104070,01-JAN-21,31-DEC-21,As Submitted,11185507,36304504,1789590
104072,01-JAN-21,31-DEC-21,As Submitted,27796190,97421820,10284930
104073,01-NOV-20,31-OCT-21,As Submitted,11023925,46626800,4861468
104074,01-JAN-21,31-DEC-21,As Submitted,20192577,82145450,4856840
104076,01-JAN-21,31-DEC-21,As Submitted,15084064,60107155,
104078,01-NOV-20,31-OCT-21,As Submitted,9065666,22589600,410955
104082,01-NOV-20,31-OCT-21,Settled,9524673,25293400,1186600
110001,01-OCT-20,30-SEP-21,As Submitted,245907939,543833637,720267892
110002,01-JAN-21,31-DEC-21,As Submitted,81009866,143968674,239665522
110005,01-OCT-20,30-SEP-21,As Submitted,555416633,1345395859,1535801510
110008,01-OCT-20,30-SEP-21,As Submitted,463239310,1163011720,1336511401
110023,01-JAN-21,31-DEC-21,As Submitted,125044239,366361977,486839110
110028,01-JAN-21,31-DEC-21,As Submitted,460320145,959927835,619431097
110029,01-OCT-20,30-SEP-21,As Submitted,1224036714,3469686630,2790044572
110030,01-OCT-20,30-SEP-21,As Submitted,130941836,763925662,776770953
110032,01-OCT-20,30-SEP-21,As Submitted,36788497,35746969,58225473
110038,01-OCT-20,30-SEP-21,Amended,245579265,364108946,492696527
110045,01-OCT-20,30-SEP-21,As Submitted,49341649,68097253,159540783
110050,01-JAN-21,31-DEC-21,As Submitted,22057566,40973248,151617293
110054,01-JUL-21,31-DEC-21,As Submitted,193274289,428303856,584158130
110069,01-JAN-21,31-DEC-21,As Submitted,253671067,412832480,419582102
110075,01-OCT-20,30-SEP-21,As Submitted,125814533,483732950,561561366
110079,01-JAN-21,31-DEC-21,As Submitted,1141900419,4076944818,2772089426
110087,01-OCT-20,30-SEP-21,As Submitted,881107125,2076086914,2560108659
110092,01-OCT-20,30-SEP-21,As Submitted,21022143,22674584,51545098
110095,01-OCT-20,30-SEP-21,As Submitted,284436970,418575777,794331692
110100,01-JAN-21,31-DEC-21,As Submitted,15606480,5371611,22956954
110105,01-OCT-20,30-SEP-21,As Submitted,133188302,187499049,339410893
110107,01-JAN-21,31-DEC-21,As Submitted,649980627,1958569147,1213502032
110111,01-JAN-21,31-DEC-21,As Submitted,21499463,15541811,64527830
110113,22-JUN-21,31-DEC-21,As Submitted,7938532,2957960,35942412
110121,01-OCT-20,30-SEP-21,As Submitted,25616155,22723134,53854829
110122,01-OCT-20,30-SEP-21,As Submitted,349985649,627458535,693407637
110129,01-JAN-21,31-DEC-21,As Submitted,221367543,438857674,477422735
110130,01-DEC-20,30-NOV-21,As Submitted,16640253,13744529,29963714
110142,01-OCT-20,30-SEP-21,As Submitted,15377525,17919244,61487556
110150,01-JAN-21,02-JUL-21,As Submitted,28266939,36814752,57429924
110150,03-JUL-21,31-DEC-21,As Submitted,30499220,43379394,55534246
110153,01-JAN-21,31-DEC-21,As Submitted,33205852,38938181,88640887
110161,01-OCT-20,30-SEP-21,As Submitted,1801549954,2557000474,5673181611
110165,01-JAN-21,31-DEC-21,As Submitted,120305992,284176411,286831879
110190,01-JAN-21,31-DEC-21,As Submitted,7891144,14006307,1155896
110209,01-JAN-21,31-DEC-21,As Submitted,16263258,43152000,57883295
110234,01-OCT-20,30-SEP-21,As Submitted,9759706,8337491,17872118
110237,01-OCT-20,30-SEP-21,As Submitted,27310970,47523944,77196953
110252,01-JUL-21,30-SEP-21,As Submitted,47457580,98470886,143303600
111303,01-OCT-20,30-SEP-21,As Submitted,11997661,5017089,12164866
111310,01-JAN-21,31-DEC-21,As Submitted,,22239840,44259970
111311,01-JAN-21,30-JUN-21,As Submitted,4259629,3741160,5563084
111311,01-JUL-21,31-DEC-21,As Submitted,4574810,4530609,6019354
111313,01-OCT-20,30-SEP-21,Amended,,6089588,24658639
111314,01-OCT-20,31-DEC-20,As Submitted,4063064,2831881,3280908
111316,01-JAN-21,31-DEC-21,As Submitted,15169702,10593150,8400439
111318,01-OCT-20,30-SEP-21,Amended,,9834333,18713002
111326,01-OCT-20,30-SEP-21,As Submitted,16907412,12849277,16658955
111331,01-OCT-20,30-SEP-21,Amended,33543150,25026857,36546251
111332,01-OCT-20,30-SEP-21,Amended,,7722317,15839979
111333,01-OCT-20,30-SEP-21,As Submitted,20788186,29078484,46684918
111334,01-JAN-21,31-DEC-21,As Submitted,,20698843,62303525
111335,01-DEC-20,30-NOV-21,As Submitted,41060105,40877143,129415084
112000,01-JAN-21,31-DEC-21,As Submitted,9422928,20712210,90395
112012,01-JAN-21,31-DEC-21,As Submitted,10163015,20944562,3200
112016,01-NOV-20,31-OCT-21,As Submitted,28928348,224874781,
113029,01-JAN-21,31-DEC-21,As Submitted,19287598,36932955,7899043
113032,01-OCT-20,30-SEP-21,As Submitted,22921907,46283266,
113300,01-JAN-21,31-DEC-21,As Submitted,,1416878281,756563014
113301,01-JAN-21,31-DEC-21,As Submitted,,986030881,847109055
114004,01-JAN-21,31-DEC-21,As Submitted,18384336,72279450,7374972
114008,01-JAN-21,31-DEC-21,As Submitted,22031951,72091800,3513510
114010,01-JAN-21,31-DEC-21,As Submitted,33113831,140491800,12552645
114012,01-JAN-21,31-DEC-21,As Submitted,31288157,85243900,14477472
114016,01-JAN-21,31-DEC-21,As Submitted,11283994,46541000,1563750
114032,01-JAN-21,31-DEC-21,As Submitted,18581654,70063400,5012575
114035,01-JAN-21,31-DEC-21,As Submitted,36653382,82484890,3542591
114036,01-JAN-21,31-DEC-21,As Submitted,18241252,64305440,3288400
114037,01-JAN-21,31-DEC-21,As Submitted,17248572,57847660,2535710
120006,01-JAN-21,31-DEC-21,As Submitted,151469451,269086283,250237998
123025,01-OCT-20,30-SEP-21,As Submitted,44193914,66654995,5521620
130002,01-OCT-20,30-SEP-21,As Submitted,338079153,482260554,554430265
130006,01-OCT-20,30-SEP-21,As Submitted,1353127542,1647081127,2080020177
130014,01-OCT-20,30-SEP-21,As Submitted,85323040,172525694,419035316
130018,01-OCT-20,30-SEP-21,As Submitted,224120329,1026875946,628458532
130025,01-OCT-20,30-SEP-21,As Submitted,75986250,43106244,118556501
130028,01-JAN-21,31-DEC-21,As Submitted,252129200,602738759,770177386
130071,01-OCT-20,30-SEP-21,As Submitted,155689395,179798215,265231994
130073,01-JAN-21,31-DEC-21,As Submitted,3486969,6069483,366639
131301,01-JAN-21,31-DEC-21,As Submitted,17655473,5973129,16831993
131302,01-OCT-20,30-SEP-21,As Submitted,,7793217,57133398
131304,01-OCT-20,30-SEP-21,As Submitted,10887405,4126254,5742993
131305,01-OCT-20,30-SEP-21,As Submitted,,6655940,38563939
131308,01-OCT-20,30-SEP-21,As Submitted,,237592,5717219
131309,01-OCT-20,31-JUL-21,As Submitted,17112370,3333245,18861058
131310,01-OCT-20,30-SEP-21,As Submitted,,9934284,21038758
131311,01-OCT-20,30-SEP-21,As Submitted,34945242,20769064,59970593
131312,01-OCT-20,30-SEP-21,As Submitted,,12275402,55210146
131313,01-OCT-20,30-SEP-21,As Submitted,,3277331,26763497
131314,01-DEC-20,30-NOV-21,As Submitted,,3997872,23246295
131315,01-OCT-20,30-SEP-21,As Submitted,,4535618,22114276
131316,01-JAN-21,31-DEC-21,As Submitted,26604123,13735744,29477694
131318,01-OCT-20,30-SEP-21,As Submitted,,4090998,26177702
131319,01-OCT-20,30-SEP-21,As Submitted,43882821,12390704,61920655
131320,01-JAN-21,31-DEC-21,As Submitted,,10340401,24018187
131321,01-JAN-21,31-DEC-21,As Submitted,,7401520,20778455
131322,01-OCT-20,30-SEP-21,As Submitted,29285973,11615272,27597072
131323,01-OCT-20,30-SEP-21,As Submitted,,34397133,99432249
131324,01-OCT-20,30-SEP-21,As Submitted,,407270,14119404
131325,01-JAN-21,31-DEC-21,As Submitted,109361057,68504159,220570889
131326,01-JAN-21,31-DEC-21,As Submitted,,27236855,79622057
131328,01-JAN-21,31-DEC-21,As Submitted,,21689385,69405790
132001,01-OCT-20,30-SEP-21,As Submitted,15917139,34237150,
133028,01-OCT-20,30-SEP-21,As Submitted,17313635,35006016,
134002,01-OCT-20,30-SEP-21,As Submitted,20162371,121482950,6371460
140010,01-OCT-20,30-SEP-21,As Submitted,1382577386,1953056745,3383356777
140013,01-JAN-21,31-DEC-21,As Submitted,105626477,152213149,483540091
140015,01-OCT-20,30-SEP-21,As Submitted,327657217,898802049,900931233
140030,01-JAN-21,31-DEC-21,As Submitted,310090246,655316040,796906059
140048,01-JAN-21,31-DEC-21,As Submitted,405551411,844717604,828183324
140052,01-OCT-20,30-SEP-21,As Submitted,81039441,101377912,293859025
140058,01-OCT-20,30-SEP-21,As Submitted,81885778,102211438,295521059
140062,01-JAN-21,31-AUG-21,As Submitted,242890175,525217309,486067864
140064,01-OCT-20,30-SEP-21,As Submitted,75395961,158100867,276844833
140065,01-JAN-21,31-DEC-21,As Submitted,163140466,317473702,374259848
140067,01-OCT-20,30-SEP-21,As Submitted,845317065,2631981660,2174395344
140084,01-DEC-20,30-NOV-21,As Submitted,136829976,599194205,494722374
140091,01-JAN-21,31-DEC-21,As Submitted,885815500,1704054934,2554313191
140093,01-OCT-20,30-SEP-21,As Submitted,89721056,207767335,330709799
140101,01-JAN-21,31-DEC-21,As Submitted,158198932,203362631,525789303
140110,01-OCT-20,30-SEP-21,As Submitted,92579559,104336797,336181915
140113,01-OCT-20,30-SEP-21,As Submitted,107971369,233859222,236203165
140114,01-OCT-20,30-SEP-21,As Submitted,247448556,557389875,690923013
140120,01-JAN-21,31-DEC-21,As Submitted,48200740,88824552,263902922
140122,01-JAN-21,31-DEC-21,As Submitted,229976101,387453415,580428713
140124,01-DEC-20,30-NOV-21,As Submitted,989932645,601112019,646492473
140125,01-JAN-21,31-DEC-21,As Submitted,82531840,306548101,434244357
140127,01-JAN-21,31-DEC-21,As Submitted,197118007,269162470,293545424
140135,01-OCT-20,30-SEP-21,As Submitted,230499886,302088587,713352619
140143,01-OCT-20,30-SEP-21,As Submitted,76545675,57305417,171242346
140147,01-JAN-21,31-DEC-21,As Submitted,48258907,38351674,133132987
140148,01-OCT-20,30-SEP-21,As Submitted,519109703,1363259833,1256301892
140160,01-JAN-21,31-DEC-21,As Submitted,116597416,146871463,392854803
140161,01-OCT-20,30-SEP-21,As Submitted,49987308,64943473,166097321
140162,01-OCT-20,30-SEP-21,As Submitted,160126115,407215669,424109881
140167,01-OCT-20,30-SEP-21,As Submitted,30210391,15347640,48480038
140172,01-JAN-21,31-DEC-21,As Submitted,297695428,540812295,654213751
140179,01-OCT-20,30-SEP-21,As Submitted,256714408,631573700,531147046
140182,01-JAN-21,31-DEC-21,As Submitted,453827015,799605029,1356678154
140185,01-JAN-21,31-DEC-21,As Submitted,323176637,723318367,861889548
140186,01-JAN-21,31-DEC-21,As Submitted,274074057,419360340,921534618
140202,01-JAN-21,31-DEC-21,As Submitted,326994900,854146164,745441769
140206,01-OCT-20,30-SEP-21,As Submitted,96632065,236334105,115643407
140208,01-JAN-21,31-DEC-21,As Submitted,1059559139,2910869337,1390677347
140209,01-JAN-21,31-DEC-21,As Submitted,330324850,835463213,932542619
140213,01-OCT-20,30-SEP-21,As Submitted,410305714,658379379,775309939
140223,01-JAN-21,31-DEC-21,As Submitted,747751002,1868883148,1250741980
140233,01-OCT-20,30-SEP-21,As Submitted,299677420,774524861,767660282
140234,01-JUL-21,30-SEP-21,As Submitted,16895881,10069112,45024673
140252,01-OCT-20,30-SEP-21,As Submitted,461171058,799014969,1009556963
140288,01-JAN-21,31-DEC-21,As Submitted,337578420,899938875,537269104
140289,01-JAN-21,31-DEC-21,As Submitted,143316283,255006833,444425427
140291,01-JAN-21,31-DEC-21,As Submitted,278884818,446566634,596934351
140292,01-JAN-21,31-DEC-21,As Submitted,88100746,157559462,160167585
140300,01-DEC-20,30-NOV-21,As Submitted,73449341,6427068,78360233
140304,01-JAN-21,31-DEC-21,As Submitted,177782454,220962158,548979665
141302,01-OCT-20,30-SEP-21,As Submitted,25184238,10829828,27161087
141305,01-JAN-21,31-DEC-21,As Submitted,,13067046,62031723
141306,01-JAN-21,31-DEC-21,As Submitted,,6161762,32633165
141310,01-OCT-20,30-SEP-21,As Submitted,,10528224,71046576
141313,01-OCT-20,30-SEP-21,As Submitted,,6431007,43931758
141315,01-OCT-20,30-SEP-21,As Submitted,27024865,13002025,55924219
141317,01-OCT-20,30-SEP-21,As Submitted,84770716,62623380,201293468
141318,01-OCT-20,30-SEP-21,As Submitted,,7051342,76284520
141320,01-JAN-21,31-DEC-21,As Submitted,,14940324,133272506
141322,01-OCT-20,30-SEP-21,As Submitted,,25828535,120045555
141325,01-OCT-20,30-SEP-21,As Submitted,,6241861,74991757
141327,01-JAN-21,31-DEC-21,As Submitted,,27487841,101842742
141337,01-MAY-21,30-JUN-21,As Submitted,,1622355,16221396
141337,01-JUL-21,30-SEP-21,As Submitted,,2468852,23212164
141339,01-OCT-20,30-SEP-21,As Submitted,,20425962,103484589
141341,01-JAN-21,31-DEC-21,As Submitted,,5035583,51495116
142006,16-DEC-20,31-AUG-21,As Submitted,16431226,54329681,106305
142008,16-DEC-20,31-AUG-21,As Submitted,59552164,223258695,1460959
142009,17-DEC-20,31-AUG-21,As Submitted,27445437,91715465,843882
143028,01-JAN-21,31-DEC-21,As Submitted,23820348,43692056,
143029,22-AUG-21,31-DEC-21,As Submitted,3957413,6244292,
144009,01-JAN-21,31-DEC-21,As Submitted,28847493,62224549,10560031
144026,01-JAN-21,31-DEC-21,As Submitted,31258615,76056067,20242429
144029,01-JAN-21,31-DEC-21,As Submitted,15578141,38725979,4611884
144040,01-JAN-21,31-DEC-21,As Submitted,30672799,102494770,3424312
144041,01-JAN-21,31-DEC-21,As Submitted,22115594,59226270,5961765
144042,01-OCT-20,30-SEP-21,As Submitted,22692743,62099320,2417654
150006,01-JAN-21,31-DEC-21,As Submitted,137448135,309430153,426509534
150023,01-JAN-21,31-DEC-21,As Submitted,380292957,593387735,1107797563
150042,01-JAN-21,31-DEC-21,As Submitted,152435862,189894244,391266223
150045,01-OCT-20,31-DEC-20,As Submitted,12735199,13140322,39264861
150045,01-JAN-21,31-DEC-21,As Submitted,52651911,44886599,191606666
150059,01-JAN-21,31-DEC-21,As Submitted,174375828,185172976,426956226
150065,01-JAN-21,31-DEC-21,As Submitted,118736578,87181013,340792865
150075,01-OCT-20,30-SEP-21,As Submitted,32116866,53503935,148206067
150082,01-OCT-20,30-SEP-21,As Submitted,710494414,1408062904,1790738925
150086,01-NOV-20,31-DEC-20,As Submitted,12382198,17514588,22718476
150086,01-JAN-21,31-DEC-21,As Submitted,89049493,114043963,116167403
150089,01-JAN-21,31-DEC-21,As Submitted,402358830,1082830782,1144756094
150091,01-JAN-21,31-DEC-21,As Submitted,52985115,46333101,194277735
150097,01-JAN-21,31-DEC-21,As Submitted,130139524,105210352,382448192
150101,01-JAN-21,31-DEC-21,As Submitted,63959075,59269843,253456411
150109,01-JAN-21,31-DEC-21,As Submitted,285759856,652177250,837000690
150112,01-JAN-21,31-DEC-21,As Submitted,272665031,321755967,492959770
150128,01-JAN-21,31-DEC-21,As Submitted,220432736,505654549,547850139
150146,01-JAN-21,31-DEC-21,As Submitted,47265605,56384974,184438377
150160,01-JAN-21,31-DEC-21,As Submitted,124032534,97105687,354229685
150169,01-JAN-21,31-DEC-21,As Submitted,382249690,1016845218,675782162
150172,01-JAN-21,31-DEC-21,As Submitted,48492604,70617297,159239594
150173,01-JAN-21,31-DEC-21,As Submitted,303496051,659028544,955773083
150179,01-JAN-21,31-DEC-21,As Submitted,19773001,24018617,8438984
151304,01-JAN-21,31-DEC-21,As Submitted,,8875089,100148680
151305,01-OCT-20,30-SEP-21,As Submitted,,12584146,53551207
151306,01-JAN-21,31-DEC-21,As Submitted,,11713658,74645679
151315,01-OCT-20,30-SEP-21,As Submitted,,28860273,167903828
151317,01-JAN-21,31-DEC-21,As Submitted,,16198756,105593863
151318,01-JAN-21,31-DEC-21,As Submitted,,72748135,128287738
151319,01-OCT-20,30-SEP-21,As Submitted,,7920664,72117967
151329,01-JAN-21,31-DEC-21,As Submitted,,36909338,211539657
151334,01-JAN-21,31-DEC-21,As Submitted,,15208916,58011401
152013,01-JUN-21,31-AUG-21,As Submitted,3650800,11206569,
152014,01-JAN-21,31-DEC-21,As Submitted,28513936,126060579,
152028,01-NOV-20,31-OCT-21,As Submitted,16542823,80810411,24235
153025,01-JAN-21,31-DEC-21,As Submitted,34095938,72221794,472
153028,01-JAN-21,31-DEC-21,As Submitted,45146525,96425244,21089110
153030,01-OCT-20,30-SEP-21,As Submitted,15261302,67345296,55864
153048,18-MAR-21,31-DEC-21,As Submitted,10568200,22374808,
154005,01-JAN-21,31-DEC-21,As Submitted,6038844,3889600,1340
154041,01-JAN-21,31-DEC-21,As Submitted,11204257,32749615,1656375
