BENE_SEX_IDENT_CD,BENE_AGE_CAT_CD,HOSPC_DECEASED_CD,HOSPC_DX_CD,HOSPC_CANCER_CD,HOSPC_DAYS_CD,HOSPC_PMT_AMT,BENE_CNT
1,3,1,4,0,1,4000,3
1,3,1,4,0,2,1000,3
1,3,1,4,0,2,2000,10
1,3,1,4,0,2,3000,7
1,3,1,4,0,2,4000,4
1,3,1,4,0,2,5000,1
1,3,1,4,0,2,6000,3
1,3,1,4,0,2,8000,1
1,3,1,4,0,3,5000,1
1,3,1,4,0,3,6000,1
1,3,1,4,0,3,7000,4
1,3,1,4,0,3,8000,2
1,3,1,4,0,3,10000,4
1,3,1,4,0,3,15000,1
1,3,1,4,0,4,15000,6
1,3,1,4,0,4,20000,4
1,3,1,4,0,5,25000,1
1,3,1,4,0,5,50000,1
1,3,1,5,0,1,250,5
1,3,1,5,0,1,500,10
1,3,1,5,0,1,750,12
1,3,1,5,0,1,1000,5
1,3,1,5,0,1,2000,10
1,3,1,5,0,1,3000,4
1,3,1,5,0,1,4000,3
1,3,1,5,0,2,1000,2
1,3,1,5,0,2,2000,9
1,3,1,5,0,2,3000,8
1,3,1,5,0,2,4000,3
1,3,1,5,0,2,6000,5
1,3,1,5,0,2,7000,2
1,3,1,5,0,3,4000,1
1,3,1,5,0,3,5000,4
1,3,1,5,0,3,6000,4
1,3,1,5,0,3,7000,3
1,3,1,5,0,3,8000,2
1,3,1,5,0,3,9000,4
1,3,1,5,0,3,10000,9
1,3,1,5,0,3,15000,5
1,3,1,5,0,4,10000,1
1,3,1,5,0,4,15000,8
1,3,1,5,0,4,20000,4
1,3,1,5,0,4,25000,4
1,3,1,5,0,5,25000,5
1,3,1,5,0,5,50000,5
1,3,1,6,0,1,250,27
1,3,1,6,0,1,500,35
1,3,1,6,0,1,750,31
1,3,1,6,0,1,1000,57
1,3,1,6,0,1,2000,42
1,3,1,6,0,1,3000,30
1,3,1,6,0,1,4000,10
1,3,1,6,0,1,5000,7
1,3,1,6,0,2,500,1
1,3,1,6,0,2,1000,15
1,3,1,6,0,2,2000,23
1,3,1,6,0,2,3000,24
1,3,1,6,0,2,4000,14
1,3,1,6,0,2,5000,6
1,3,1,6,0,2,6000,10
1,3,1,6,0,2,7000,9
1,3,1,6,0,2,8000,5
1,3,1,6,0,2,9000,1
1,3,1,6,0,2,10000,7
1,3,1,6,0,2,15000,1
1,3,1,6,0,3,4000,2
1,3,1,6,0,3,5000,8
1,3,1,6,0,3,6000,10
1,3,1,6,0,3,7000,13
1,3,1,6,0,3,8000,7
1,3,1,6,0,3,9000,6
1,3,1,6,0,3,10000,13
1,3,1,6,0,3,15000,10
1,3,1,6,0,3,20000,1
1,3,1,6,0,4,10000,3
1,3,1,6,0,4,15000,12
1,3,1,6,0,4,20000,5
1,3,1,6,0,4,25000,8
1,3,1,6,0,5,25000,10
1,3,1,6,0,5,50000,6
1,3,1,6,1,1,0,1
1,3,1,6,1,1,250,39
1,3,1,6,1,1,500,58
1,3,1,6,1,1,750,48
1,3,1,6,1,1,1000,58
1,3,1,6,1,1,2000,26
1,3,1,6,1,1,3000,16
1,3,1,6,1,1,4000,15
1,3,1,6,1,1,5000,5
1,3,1,6,1,1,6000,1
1,3,1,6,1,2,750,3
1,3,1,6,1,2,1000,38
1,3,1,6,1,2,2000,79
1,3,1,6,1,2,3000,57
1,3,1,6,1,2,4000,44
1,3,1,6,1,2,5000,12
1,3,1,6,1,2,6000,14
1,3,1,6,1,2,7000,13
1,3,1,6,1,2,8000,8
1,3,1,6,1,2,9000,4
1,3,1,6,1,2,10000,8
1,3,1,6,1,2,15000,4
1,3,1,6,1,2,20000,2
1,3,1,6,1,3,4000,9
1,3,1,6,1,3,5000,25
1,3,1,6,1,3,6000,11
1,3,1,6,1,3,7000,11
1,3,1,6,1,3,8000,21
1,3,1,6,1,3,9000,14
1,3,1,6,1,3,10000,31
1,3,1,6,1,3,15000,17
1,3,1,6,1,3,20000,8
1,3,1,6,1,3,25000,1
1,3,1,6,1,4,10000,2
1,3,1,6,1,4,15000,12
1,3,1,6,1,4,20000,12
1,3,1,6,1,4,25000,10
1,3,1,6,1,5,25000,9
1,3,1,6,1,5,50000,2
1,4,0,1,0,1,250,1
1,4,0,1,0,1,500,2
1,4,0,1,0,1,1000,1
1,4,0,1,0,2,1000,2
1,4,0,1,0,2,2000,4
1,4,0,1,0,2,3000,1
1,4,0,1,0,2,4000,2
1,4,0,1,0,3,4000,2
1,4,0,1,0,3,6000,1
1,4,0,1,0,3,7000,2
1,4,0,1,0,3,8000,1
1,4,0,1,0,3,9000,3
1,4,0,1,0,3,10000,7
1,4,0,1,0,3,15000,3
1,4,0,1,0,4,15000,5
1,4,0,1,0,4,20000,10
1,4,0,1,0,4,25000,6
1,4,0,1,0,5,25000,7
1,4,0,1,0,5,50000,18
1,4,0,1,0,5,75000,2
1,4,0,2,0,1,250,2
1,4,0,2,0,1,500,4
1,4,0,2,0,1,750,1
1,4,0,2,0,2,1000,1
1,4,0,2,0,2,2000,2
1,4,0,2,0,2,3000,2
1,4,0,2,0,2,4000,5
1,4,0,2,0,2,5000,1
1,4,0,2,0,3,5000,1
1,4,0,2,0,3,6000,2
1,4,0,2,0,3,7000,2
1,4,0,2,0,3,8000,2
1,4,0,2,0,3,9000,3
1,4,0,2,0,3,10000,7
1,4,0,2,0,3,15000,2
1,4,0,2,0,4,15000,5
1,4,0,2,0,4,20000,5
1,4,0,2,0,4,25000,7
1,4,0,2,0,5,25000,12
1,4,0,2,0,5,50000,14
1,4,0,3,1,1,250,3
1,4,0,3,1,1,500,3
1,4,0,3,1,1,750,2
1,4,0,3,1,1,1000,2
1,4,0,3,1,1,2000,1
1,4,0,3,1,1,3000,1
1,4,0,3,1,2,1000,3
1,4,0,3,1,2,2000,7
1,4,0,3,1,2,3000,5
1,4,0,3,1,2,4000,1
1,4,0,3,1,2,5000,1
1,4,0,3,1,3,5000,3
1,4,0,3,1,3,6000,6
1,4,0,3,1,3,7000,4
1,4,0,3,1,3,8000,3
1,4,0,3,1,3,9000,1
1,4,0,3,1,3,10000,8
1,4,0,3,1,3,15000,3
1,4,0,3,1,4,15000,4
1,4,0,3,1,4,20000,5
1,4,0,3,1,4,25000,5
1,4,0,3,1,5,25000,5
1,4,0,3,1,5,50000,8
1,4,0,4,0,1,500,2
1,4,0,4,0,1,750,1
1,4,0,4,0,2,1000,1
1,4,0,4,0,2,2000,6
1,4,0,4,0,2,3000,3
1,4,0,4,0,2,4000,3
1,4,0,4,0,3,4000,1
1,4,0,4,0,3,5000,1
1,4,0,4,0,3,6000,2
1,4,0,4,0,3,9000,1
1,4,0,4,0,3,10000,3
1,4,0,4,0,3,15000,2
1,4,0,4,0,4,15000,3
1,4,0,4,0,4,20000,6
1,4,0,4,0,4,25000,2
1,4,0,4,0,5,25000,6
1,4,0,4,0,5,50000,5
1,4,0,5,0,1,250,1
1,4,0,5,0,1,500,2
1,4,0,5,0,1,750,2
1,4,0,5,0,1,1000,2
1,4,0,5,0,1,2000,2
1,4,0,5,0,2,1000,1
1,4,0,5,0,2,2000,4
1,4,0,5,0,2,3000,1
1,4,0,5,0,2,4000,5
1,4,0,5,0,2,5000,1
1,4,0,5,0,3,5000,2
1,4,0,5,0,3,6000,1
1,4,0,5,0,3,7000,2
1,4,0,5,0,3,8000,1
1,4,0,5,0,3,10000,6
1,4,0,5,0,3,15000,1
1,4,0,5,0,4,10000,1
1,4,0,5,0,4,15000,7
1,4,0,5,0,4,20000,5
1,4,0,5,0,4,25000,4
1,4,0,5,0,5,25000,12
1,4,0,5,0,5,50000,13
1,4,0,6,0,1,250,9
1,4,0,6,0,1,500,5
1,4,0,6,0,1,750,7
1,4,0,6,0,1,1000,1
1,4,0,6,0,1,2000,2
1,4,0,6,0,1,3000,1
1,4,0,6,0,1,4000,2
1,4,0,6,0,2,1000,8
1,4,0,6,0,2,2000,11
1,4,0,6,0,2,3000,13
1,4,0,6,0,2,4000,8
1,4,0,6,0,2,5000,3
1,4,0,6,0,2,6000,2
1,4,0,6,0,2,7000,1
1,4,0,6,0,2,8000,3
1,4,0,6,0,2,10000,1
1,4,0,6,0,3,5000,3
1,4,0,6,0,3,6000,7
1,4,0,6,0,3,7000,7
1,4,0,6,0,3,8000,7
1,4,0,6,0,3,9000,7
1,4,0,6,0,3,10000,12
1,4,0,6,0,3,15000,4
1,4,0,6,0,4,10000,2
1,4,0,6,0,4,15000,13
1,4,0,6,0,4,20000,18
1,4,0,6,0,4,25000,12
1,4,0,6,0,5,25000,32
1,4,0,6,0,5,50000,58
1,4,0,6,1,1,250,6
1,4,0,6,1,1,500,6
1,4,0,6,1,1,750,8
1,4,0,6,1,1,1000,2
1,4,0,6,1,1,2000,1
1,4,0,6,1,1,3000,3
1,4,0,6,1,1,4000,1
1,4,0,6,1,2,250,1
1,4,0,6,1,2,1000,7
1,4,0,6,1,2,2000,16
1,4,0,6,1,2,3000,14
1,4,0,6,1,2,4000,7
1,4,0,6,1,2,5000,2
1,4,0,6,1,2,6000,1
1,4,0,6,1,2,10000,1
1,4,0,6,1,3,4000,3
1,4,0,6,1,3,5000,5
1,4,0,6,1,3,6000,9
1,4,0,6,1,3,7000,10
1,4,0,6,1,3,8000,3
1,4,0,6,1,3,9000,4
1,4,0,6,1,3,10000,14
1,4,0,6,1,3,15000,4
1,4,0,6,1,3,20000,2
1,4,0,6,1,4,10000,2
1,4,0,6,1,4,15000,10
1,4,0,6,1,4,20000,4
1,4,0,6,1,4,25000,5
1,4,0,6,1,5,25000,16
1,4,0,6,1,5,50000,12
1,4,1,1,0,1,250,10
1,4,1,1,0,1,500,14
1,4,1,1,0,1,750,8
1,4,1,1,0,1,1000,11
1,4,1,1,0,1,2000,5
1,4,1,1,0,1,3000,3
1,4,1,1,0,1,4000,3
1,4,1,1,0,1,5000,3
1,4,1,1,0,2,1000,6
1,4,1,1,0,2,2000,12
1,4,1,1,0,2,3000,12
1,4,1,1,0,2,4000,6
1,4,1,1,0,2,5000,2
1,4,1,1,0,2,6000,5
1,4,1,1,0,2,7000,5
1,4,1,1,0,2,8000,2
1,4,1,1,0,2,9000,1
1,4,1,1,0,2,15000,1
1,4,1,1,0,3,4000,1
1,4,1,1,0,3,5000,1
1,4,1,1,0,3,6000,4
1,4,1,1,0,3,7000,4
1,4,1,1,0,3,8000,2
1,4,1,1,0,3,9000,3
1,4,1,1,0,3,10000,7
1,4,1,1,0,3,15000,1
1,4,1,1,0,4,15000,4
1,4,1,1,0,4,20000,4
1,4,1,1,0,4,25000,2
1,4,1,1,0,5,25000,4
1,4,1,1,0,5,50000,1
1,4,1,2,0,1,250,8
1,4,1,2,0,1,500,7
1,4,1,2,0,1,750,7
1,4,1,2,0,1,1000,15
1,4,1,2,0,1,2000,5
1,4,1,2,0,1,3000,6
1,4,1,2,0,1,4000,5
1,4,1,2,0,1,5000,1
1,4,1,2,0,2,1000,8
1,4,1,2,0,2,2000,8
1,4,1,2,0,2,3000,8
1,4,1,2,0,2,4000,5
1,4,1,2,0,2,5000,5
1,4,1,2,0,2,6000,1
1,4,1,2,0,2,7000,1
1,4,1,2,0,2,8000,2
1,4,1,2,0,2,10000,1
1,4,1,2,0,3,4000,1
1,4,1,2,0,3,5000,2
1,4,1,2,0,3,6000,6
1,4,1,2,0,3,7000,2
1,4,1,2,0,3,8000,1
1,4,1,2,0,3,9000,6
1,4,1,2,0,3,10000,5
1,4,1,2,0,3,15000,3
1,4,1,2,0,4,15000,3
1,4,1,2,0,4,20000,6
1,4,1,2,0,4,25000,1
1,4,1,2,0,5,25000,5
1,4,1,2,0,5,50000,7
1,4,1,3,1,1,0,2
1,4,1,3,1,1,250,18
1,4,1,3,1,1,500,24
1,4,1,3,1,1,750,26
1,4,1,3,1,1,1000,33
1,4,1,3,1,1,2000,14
1,4,1,3,1,1,3000,14
1,4,1,3,1,1,4000,9
1,4,1,3,1,1,5000,5
1,4,1,3,1,2,1000,25
1,4,1,3,1,2,2000,41
1,4,1,3,1,2,3000,30
1,4,1,3,1,2,4000,21
1,4,1,3,1,2,5000,5
1,4,1,3,1,2,6000,9
1,4,1,3,1,2,7000,2
1,4,1,3,1,2,9000,2
1,4,1,3,1,2,10000,3
1,4,1,3,1,2,15000,3
1,4,1,3,1,3,4000,3
1,4,1,3,1,3,5000,7
1,4,1,3,1,3,6000,12
1,4,1,3,1,3,7000,8
1,4,1,3,1,3,8000,10
1,4,1,3,1,3,9000,6
1,4,1,3,1,3,10000,18
1,4,1,3,1,3,15000,10
1,4,1,3,1,3,20000,1
1,4,1,3,1,3,25000,2
1,4,1,3,1,4,10000,1
1,4,1,3,1,4,15000,4
1,4,1,3,1,4,20000,8
1,4,1,3,1,4,25000,5
1,4,1,3,1,5,25000,8
1,4,1,3,1,5,50000,1
1,4,1,4,0,1,250,11
1,4,1,4,0,1,500,8
1,4,1,4,0,1,750,8
1,4,1,4,0,1,1000,16
1,4,1,4,0,1,2000,7
1,4,1,4,0,1,3000,7
1,4,1,4,0,1,4000,2
1,4,1,4,0,2,1000,8
1,4,1,4,0,2,2000,17
1,4,1,4,0,2,3000,10
1,4,1,4,0,2,4000,7
1,4,1,4,0,2,5000,1
1,4,1,4,0,2,6000,3
1,4,1,4,0,2,7000,2
1,4,1,4,0,2,10000,1
1,4,1,4,0,3,4000,3
1,4,1,4,0,3,5000,4
1,4,1,4,0,3,6000,4
1,4,1,4,0,3,7000,2
1,4,1,4,0,3,9000,2
1,4,1,4,0,3,10000,7
1,4,1,4,0,3,15000,3
1,4,1,4,0,4,15000,6
1,4,1,4,0,5,25000,3
1,4,1,4,0,5,50000,1
1,4,1,5,0,1,250,10
1,4,1,5,0,1,500,11
1,4,1,5,0,1,750,15
1,4,1,5,0,1,1000,16
1,4,1,5,0,1,2000,19
1,4,1,5,0,1,3000,10
1,4,1,5,0,1,4000,1
1,4,1,5,0,1,5000,2
1,4,1,5,0,2,1000,10
1,4,1,5,0,2,2000,20
1,4,1,5,0,2,3000,13
1,4,1,5,0,2,4000,9
1,4,1,5,0,2,5000,4
1,4,1,5,0,2,6000,1
1,4,1,5,0,2,7000,1
1,4,1,5,0,2,10000,1
1,4,1,5,0,3,4000,3
1,4,1,5,0,3,5000,5
1,4,1,5,0,3,6000,5
1,4,1,5,0,3,7000,1
1,4,1,5,0,3,8000,9
1,4,1,5,0,3,9000,3
1,4,1,5,0,3,10000,7
1,4,1,5,0,3,15000,5
1,4,1,5,0,3,20000,2
1,4,1,5,0,3,25000,1
1,4,1,5,0,4,15000,5
1,4,1,5,0,4,20000,10
1,4,1,5,0,4,25000,6
1,4,1,5,0,5,25000,9
1,4,1,5,0,5,50000,3
1,4,1,6,0,1,0,2
1,4,1,6,0,1,250,51
1,4,1,6,0,1,500,56
1,4,1,6,0,1,750,54
1,4,1,6,0,1,1000,90
1,4,1,6,0,1,2000,55
1,4,1,6,0,1,3000,42
1,4,1,6,0,1,4000,27
1,4,1,6,0,1,5000,7
1,4,1,6,0,2,250,3
1,4,1,6,0,2,500,2
1,4,1,6,0,2,1000,33
1,4,1,6,0,2,2000,52
1,4,1,6,0,2,3000,41
1,4,1,6,0,2,4000,22
1,4,1,6,0,2,5000,16
1,4,1,6,0,2,6000,14
1,4,1,6,0,2,7000,4
1,4,1,6,0,2,8000,4
1,4,1,6,0,2,9000,4
1,4,1,6,0,2,10000,10
1,4,1,6,0,2,15000,7
1,4,1,6,0,2,20000,2
1,4,1,6,0,3,4000,3
1,4,1,6,0,3,5000,10
1,4,1,6,0,3,6000,18
1,4,1,6,0,3,7000,10
1,4,1,6,0,3,8000,17
1,4,1,6,0,3,9000,14
1,4,1,6,0,3,10000,22
1,4,1,6,0,3,15000,16
1,4,1,6,0,3,20000,2
1,4,1,6,0,3,25000,1
1,4,1,6,0,4,10000,1
1,4,1,6,0,4,15000,27
1,4,1,6,0,4,20000,18
1,4,1,6,0,4,25000,16
1,4,1,6,0,4,50000,1
1,4,1,6,0,5,20000,1
1,4,1,6,0,5,25000,23
1,4,1,6,0,5,50000,13
1,4,1,6,1,1,0,3
1,4,1,6,1,1,250,41
1,4,1,6,1,1,500,47
1,4,1,6,1,1,750,39
1,4,1,6,1,1,1000,50
1,4,1,6,1,1,2000,31
1,4,1,6,1,1,3000,25
1,4,1,6,1,1,4000,21
1,4,1,6,1,1,5000,6
1,4,1,6,1,1,6000,3
1,4,1,6,1,2,0,1
1,4,1,6,1,2,250,5
1,4,1,6,1,2,750,1
1,4,1,6,1,2,1000,55
1,4,1,6,1,2,2000,80
1,4,1,6,1,2,3000,60
1,4,1,6,1,2,4000,44
1,4,1,6,1,2,5000,24
1,4,1,6,1,2,6000,20
1,4,1,6,1,2,7000,10
1,4,1,6,1,2,8000,7
1,4,1,6,1,2,9000,8
1,4,1,6,1,2,10000,8
1,4,1,6,1,2,15000,3
1,4,1,6,1,2,20000,1
1,4,1,6,1,3,2000,1
1,4,1,6,1,3,3000,1
1,4,1,6,1,3,4000,10
1,4,1,6,1,3,5000,33
1,4,1,6,1,3,6000,29
1,4,1,6,1,3,7000,15
1,4,1,6,1,3,8000,25
1,4,1,6,1,3,9000,15
1,4,1,6,1,3,10000,29
1,4,1,6,1,3,15000,19
1,4,1,6,1,3,20000,8
1,4,1,6,1,3,25000,2
1,4,1,6,1,4,10000,1
1,4,1,6,1,4,15000,14
1,4,1,6,1,4,20000,20
1,4,1,6,1,4,25000,11
1,4,1,6,1,5,25000,9
1,4,1,6,1,5,50000,6
1,5,0,1,0,1,500,5
1,5,0,1,0,1,750,4
1,5,0,1,0,1,3000,1
1,5,0,1,0,2,1000,2
1,5,0,1,0,2,2000,5
1,5,0,1,0,2,3000,3
1,5,0,1,0,2,4000,4
1,5,0,1,0,2,5000,1
1,5,0,1,0,3,5000,3
1,5,0,1,0,3,6000,5
1,5,0,1,0,3,7000,3
1,5,0,1,0,3,8000,3
1,5,0,1,0,3,9000,3
1,5,0,1,0,3,10000,12
1,5,0,1,0,3,15000,8
1,5,0,1,0,4,10000,1
1,5,0,1,0,4,15000,8
1,5,0,1,0,4,20000,8
1,5,0,1,0,4,25000,4
1,5,0,1,0,5,25000,20
1,5,0,1,0,5,50000,22
1,5,0,1,0,5,75000,1
1,5,0,2,0,1,250,2
1,5,0,2,0,1,500,8
1,5,0,2,0,1,750,3
1,5,0,2,0,1,1000,1
1,5,0,2,0,2,1000,2
1,5,0,2,0,2,2000,8
1,5,0,2,0,2,3000,4
1,5,0,2,0,2,4000,2
1,5,0,2,0,2,5000,1
1,5,0,2,0,3,4000,3
1,5,0,2,0,3,5000,1
1,5,0,2,0,3,6000,5
1,5,0,2,0,3,7000,2
1,5,0,2,0,3,8000,3
1,5,0,2,0,3,9000,4
1,5,0,2,0,3,10000,16
1,5,0,2,0,3,15000,10
1,5,0,2,0,4,15000,5
1,5,0,2,0,4,20000,7
1,5,0,2,0,4,25000,9
1,5,0,2,0,5,25000,18
1,5,0,2,0,5,50000,20
1,5,0,2,0,5,75000,3
1,5,0,3,1,1,250,5
1,5,0,3,1,1,500,1
1,5,0,3,1,1,750,4
1,5,0,3,1,1,1000,4
1,5,0,3,1,2,1000,6
1,5,0,3,1,2,2000,9
1,5,0,3,1,2,3000,3
1,5,0,3,1,2,4000,8
1,5,0,3,1,3,5000,2
1,5,0,3,1,3,8000,3
1,5,0,3,1,3,9000,2
1,5,0,3,1,3,10000,2
1,5,0,3,1,3,15000,1
1,5,0,3,1,4,15000,3
1,5,0,3,1,4,20000,10
1,5,0,3,1,4,25000,5
1,5,0,3,1,5,25000,7
1,5,0,3,1,5,50000,8
1,5,0,4,0,1,250,4
1,5,0,4,0,1,500,5
1,5,0,4,0,1,750,3
1,5,0,4,0,1,1000,1
1,5,0,4,0,1,2000,4
1,5,0,4,0,2,1000,3
1,5,0,4,0,2,2000,6
1,5,0,4,0,2,3000,5
1,5,0,4,0,2,4000,2
1,5,0,4,0,3,5000,3
1,5,0,4,0,3,6000,4
1,5,0,4,0,3,7000,4
1,5,0,4,0,3,8000,2
1,5,0,4,0,3,9000,2
1,5,0,4,0,3,10000,5
1,5,0,4,0,3,15000,3
1,5,0,4,0,4,10000,1
1,5,0,4,0,4,15000,10
1,5,0,4,0,4,20000,10
1,5,0,4,0,4,25000,9
1,5,0,4,0,5,25000,16
1,5,0,4,0,5,50000,12
1,5,0,5,0,1,250,5
1,5,0,5,0,1,500,1
1,5,0,5,0,1,1000,1
1,5,0,5,0,2,1000,4
1,5,0,5,0,2,2000,2
1,5,0,5,0,2,3000,5
1,5,0,5,0,2,4000,4
1,5,0,5,0,2,5000,1
1,5,0,5,0,3,4000,1
1,5,0,5,0,3,5000,1
1,5,0,5,0,3,6000,4
1,5,0,5,0,3,7000,1
1,5,0,5,0,3,8000,3
1,5,0,5,0,3,9000,3
1,5,0,5,0,3,10000,7
1,5,0,5,0,3,15000,3
1,5,0,5,0,4,15000,8
1,5,0,5,0,4,20000,9
1,5,0,5,0,4,25000,5
1,5,0,5,0,5,25000,12
1,5,0,5,0,5,50000,36
1,5,0,6,0,1,0,1
1,5,0,6,0,1,250,8
1,5,0,6,0,1,500,4
1,5,0,6,0,1,750,7
1,5,0,6,0,1,1000,7
1,5,0,6,0,1,2000,2
1,5,0,6,0,1,3000,6
1,5,0,6,0,1,4000,1
1,5,0,6,0,2,1000,16
1,5,0,6,0,2,2000,13
1,5,0,6,0,2,3000,13
1,5,0,6,0,2,4000,13
1,5,0,6,0,2,5000,3
1,5,0,6,0,2,6000,2
1,5,0,6,0,2,7000,3
1,5,0,6,0,2,8000,3
1,5,0,6,0,3,4000,4
1,5,0,6,0,3,5000,10
1,5,0,6,0,3,6000,8
1,5,0,6,0,3,7000,10
1,5,0,6,0,3,8000,15
1,5,0,6,0,3,9000,8
1,5,0,6,0,3,10000,26
1,5,0,6,0,3,15000,16
1,5,0,6,0,3,20000,2
1,5,0,6,0,3,25000,1
1,5,0,6,0,4,10000,1
1,5,0,6,0,4,15000,21
1,5,0,6,0,4,20000,27
1,5,0,6,0,4,25000,19
1,5,0,6,0,5,20000,1
1,5,0,6,0,5,25000,52
1,5,0,6,0,5,50000,91
1,5,0,6,0,5,75000,1
1,5,0,6,1,1,250,10
1,5,0,6,1,1,500,8
1,5,0,6,1,1,750,4
1,5,0,6,1,1,1000,5
1,5,0,6,1,1,2000,2
1,5,0,6,1,1,3000,3
1,5,0,6,1,1,4000,2
1,5,0,6,1,2,1000,8
1,5,0,6,1,2,2000,19
1,5,0,6,1,2,3000,11
1,5,0,6,1,2,4000,11
1,5,0,6,1,2,6000,4
1,5,0,6,1,2,10000,2
1,5,0,6,1,2,15000,2
1,5,0,6,1,3,4000,2
1,5,0,6,1,3,5000,9
1,5,0,6,1,3,6000,10
1,5,0,6,1,3,7000,9
1,5,0,6,1,3,8000,8
1,5,0,6,1,3,9000,8
1,5,0,6,1,3,10000,16
1,5,0,6,1,3,15000,6
1,5,0,6,1,4,15000,7
1,5,0,6,1,4,20000,9
1,5,0,6,1,4,25000,11
1,5,0,6,1,5,25000,12
1,5,0,6,1,5,50000,18
1,5,1,1,0,1,250,14
1,5,1,1,0,1,500,19
1,5,1,1,0,1,750,13
1,5,1,1,0,1,1000,23
1,5,1,1,0,1,2000,16
1,5,1,1,0,1,3000,3
1,5,1,1,0,1,4000,8
1,5,1,1,0,1,5000,2
1,5,1,1,0,2,1000,14
1,5,1,1,0,2,2000,24
1,5,1,1,0,2,3000,10
1,5,1,1,0,2,4000,17
1,5,1,1,0,2,5000,3
1,5,1,1,0,2,6000,5
1,5,1,1,0,2,7000,2
1,5,1,1,0,2,8000,4
1,5,1,1,0,2,10000,5
1,5,1,1,0,3,4000,1
1,5,1,1,0,3,5000,3
1,5,1,1,0,3,6000,5
1,5,1,1,0,3,7000,1
1,5,1,1,0,3,8000,4
1,5,1,1,0,3,9000,2
1,5,1,1,0,3,10000,15
1,5,1,1,0,3,15000,6
1,5,1,1,0,4,15000,10
1,5,1,1,0,4,20000,9
1,5,1,1,0,4,25000,7
1,5,1,1,0,5,25000,13
1,5,1,1,0,5,50000,7
1,5,1,2,0,1,250,18
1,5,1,2,0,1,500,13
1,5,1,2,0,1,750,15
1,5,1,2,0,1,1000,17
1,5,1,2,0,1,2000,7
1,5,1,2,0,1,3000,5
1,5,1,2,0,1,4000,9
1,5,1,2,0,1,5000,1
1,5,1,2,0,2,250,1
1,5,1,2,0,2,1000,7
1,5,1,2,0,2,2000,28
1,5,1,2,0,2,3000,11
1,5,1,2,0,2,4000,10
1,5,1,2,0,2,5000,6
1,5,1,2,0,2,6000,4
1,5,1,2,0,2,7000,2
1,5,1,2,0,2,8000,4
1,5,1,2,0,2,9000,2
1,5,1,2,0,2,15000,2
1,5,1,2,0,3,4000,2
1,5,1,2,0,3,5000,8
1,5,1,2,0,3,6000,9
1,5,1,2,0,3,7000,8
1,5,1,2,0,3,8000,7
1,5,1,2,0,3,9000,11
1,5,1,2,0,3,10000,16
1,5,1,2,0,3,15000,3
1,5,1,2,0,3,20000,3
1,5,1,2,0,4,15000,11
1,5,1,2,0,4,20000,7
1,5,1,2,0,4,25000,9
1,5,1,2,0,5,25000,6
1,5,1,2,0,5,50000,6
1,5,1,3,1,1,250,18
1,5,1,3,1,1,500,37
1,5,1,3,1,1,750,25
1,5,1,3,1,1,1000,23
1,5,1,3,1,1,2000,14
1,5,1,3,1,1,3000,13
1,5,1,3,1,1,4000,7
1,5,1,3,1,1,5000,2
1,5,1,3,1,2,250,1
1,5,1,3,1,2,1000,22
1,5,1,3,1,2,2000,43
1,5,1,3,1,2,3000,27
1,5,1,3,1,2,4000,19
1,5,1,3,1,2,5000,7
1,5,1,3,1,2,6000,6
1,5,1,3,1,2,7000,4
1,5,1,3,1,2,8000,3
1,5,1,3,1,2,9000,3
1,5,1,3,1,2,10000,4
1,5,1,3,1,2,15000,1
1,5,1,3,1,3,4000,5
1,5,1,3,1,3,5000,5
1,5,1,3,1,3,6000,13
1,5,1,3,1,3,7000,10
1,5,1,3,1,3,8000,11
1,5,1,3,1,3,9000,7
1,5,1,3,1,3,10000,21
1,5,1,3,1,3,15000,10
1,5,1,3,1,3,20000,1
1,5,1,3,1,3,25000,1
1,5,1,3,1,4,15000,8
1,5,1,3,1,4,20000,7
1,5,1,3,1,4,25000,11
1,5,1,3,1,5,25000,7
1,5,1,3,1,5,50000,2
1,5,1,4,0,1,0,1
1,5,1,4,0,1,250,20
1,5,1,4,0,1,500,26
1,5,1,4,0,1,750,14
1,5,1,4,0,1,1000,22
1,5,1,4,0,1,2000,13
1,5,1,4,0,1,3000,7
1,5,1,4,0,1,4000,2
1,5,1,4,0,2,1000,9
1,5,1,4,0,2,2000,23
1,5,1,4,0,2,3000,16
1,5,1,4,0,2,4000,15
1,5,1,4,0,2,5000,4
1,5,1,4,0,2,6000,2
1,5,1,4,0,2,7000,2
1,5,1,4,0,2,8000,4
1,5,1,4,0,2,10000,5
1,5,1,4,0,3,4000,1
1,5,1,4,0,3,5000,9
1,5,1,4,0,3,6000,6
1,5,1,4,0,3,7000,6
1,5,1,4,0,3,8000,4
1,5,1,4,0,3,9000,7
1,5,1,4,0,3,10000,11
1,5,1,4,0,3,15000,4
1,5,1,4,0,4,10000,1
1,5,1,4,0,4,15000,7
1,5,1,4,0,4,20000,3
1,5,1,4,0,4,25000,6
1,5,1,4,0,5,25000,5
1,5,1,4,0,5,50000,2
1,5,1,5,0,1,250,19
1,5,1,5,0,1,500,17
1,5,1,5,0,1,750,19
1,5,1,5,0,1,1000,18
1,5,1,5,0,1,2000,9
1,5,1,5,0,1,3000,8
1,5,1,5,0,1,4000,1
1,5,1,5,0,1,5000,3
1,5,1,5,0,2,1000,10
1,5,1,5,0,2,2000,20
1,5,1,5,0,2,3000,14
