BENE_SEX_IDENT_CD,BENE_AGE_CAT_CD,HOSPC_DECEASED_CD,HOSPC_DX_CD,HOSPC_CANCER_CD,HOSPC_DAYS_CD,HOSPC_PMT_AMT,BENE_CNT
1,1,1,5,0,2,1000,3
1,1,1,5,0,2,2000,3
1,1,1,5,0,2,3000,1
1,1,1,5,0,2,4000,3
1,1,1,5,0,2,5000,2
1,1,1,5,0,3,5000,1
1,1,1,5,0,3,6000,2
1,1,1,5,0,3,7000,2
1,1,1,5,0,3,9000,3
1,1,1,5,0,4,15000,2
1,1,1,5,0,4,20000,3
1,1,1,5,0,4,25000,3
1,1,1,5,0,5,25000,3
1,1,1,5,0,5,50000,2
1,1,1,6,0,1,0,1
1,1,1,6,0,1,250,37
1,1,1,6,0,1,500,23
1,1,1,6,0,1,750,28
1,1,1,6,0,1,1000,53
1,1,1,6,0,1,2000,22
1,1,1,6,0,1,3000,21
1,1,1,6,0,1,4000,13
1,1,1,6,0,1,5000,4
1,1,1,6,0,2,750,2
1,1,1,6,0,2,1000,15
1,1,1,6,0,2,2000,31
1,1,1,6,0,2,3000,24
1,1,1,6,0,2,4000,7
1,1,1,6,0,2,5000,10
1,1,1,6,0,2,6000,7
1,1,1,6,0,2,7000,8
1,1,1,6,0,2,8000,5
1,1,1,6,0,2,9000,3
1,1,1,6,0,2,10000,3
1,1,1,6,0,2,15000,3
1,1,1,6,0,2,20000,2
1,1,1,6,0,3,4000,5
1,1,1,6,0,3,5000,9
1,1,1,6,0,3,6000,8
1,1,1,6,0,3,7000,10
1,1,1,6,0,3,8000,9
1,1,1,6,0,3,9000,4
1,1,1,6,0,3,10000,19
1,1,1,6,0,3,15000,7
1,1,1,6,0,3,20000,6
1,1,1,6,0,3,25000,2
1,1,1,6,0,4,10000,1
1,1,1,6,0,4,15000,14
1,1,1,6,0,4,20000,11
1,1,1,6,0,4,25000,7
1,1,1,6,0,5,25000,8
1,1,1,6,0,5,50000,10
1,1,1,6,1,1,0,1
1,1,1,6,1,1,250,14
1,1,1,6,1,1,500,18
1,1,1,6,1,1,750,16
1,1,1,6,1,1,1000,20
1,1,1,6,1,1,2000,14
1,1,1,6,1,1,3000,6
1,1,1,6,1,1,4000,4
1,1,1,6,1,1,5000,1
1,1,1,6,1,2,500,1
1,1,1,6,1,2,1000,24
1,1,1,6,1,2,2000,29
1,1,1,6,1,2,3000,28
1,1,1,6,1,2,4000,23
1,1,1,6,1,2,5000,6
1,1,1,6,1,2,6000,4
1,1,1,6,1,2,7000,9
1,1,1,6,1,2,8000,3
1,1,1,6,1,2,9000,4
1,1,1,6,1,2,10000,5
1,1,1,6,1,2,15000,4
1,1,1,6,1,2,20000,1
1,1,1,6,1,3,3000,1
1,1,1,6,1,3,4000,6
1,1,1,6,1,3,5000,12
1,1,1,6,1,3,6000,9
1,1,1,6,1,3,7000,6
1,1,1,6,1,3,8000,11
1,1,1,6,1,3,9000,9
1,1,1,6,1,3,10000,19
1,1,1,6,1,3,15000,14
1,1,1,6,1,3,25000,1
1,1,1,6,1,4,15000,15
1,1,1,6,1,4,20000,6
1,1,1,6,1,4,25000,5
1,1,1,6,1,5,25000,9
1,1,1,6,1,5,50000,3
1,2,0,1,0,2,2000,2
1,2,0,1,0,3,5000,2
1,2,0,1,0,3,7000,3
1,2,0,1,0,3,8000,2
1,2,0,1,0,3,10000,1
1,2,0,1,0,3,15000,1
1,2,0,1,0,4,15000,1
1,2,0,1,0,4,20000,2
1,2,0,1,0,4,25000,1
1,2,0,1,0,5,25000,3
1,2,0,1,0,5,50000,4
1,2,0,2,0,1,750,2
1,2,0,2,0,2,1000,1
1,2,0,2,0,2,2000,3
1,2,0,2,0,2,3000,2
1,2,0,2,0,2,4000,1
1,2,0,2,0,3,5000,1
1,2,0,2,0,3,6000,1
1,2,0,2,0,3,8000,1
1,2,0,2,0,3,10000,1
1,2,0,2,0,4,15000,5
1,2,0,2,0,4,20000,1
1,2,0,2,0,5,25000,3
1,2,0,2,0,5,50000,4
1,2,0,3,1,1,250,6
1,2,0,3,1,1,500,1
1,2,0,3,1,1,750,2
1,2,0,3,1,1,2000,1
1,2,0,3,1,2,1000,4
1,2,0,3,1,2,2000,5
1,2,0,3,1,2,3000,6
1,2,0,3,1,2,4000,1
1,2,0,3,1,3,4000,1
1,2,0,3,1,3,5000,3
1,2,0,3,1,3,6000,1
1,2,0,3,1,3,7000,2
1,2,0,3,1,3,9000,2
1,2,0,3,1,3,10000,3
1,2,0,3,1,3,15000,3
1,2,0,3,1,4,15000,3
1,2,0,3,1,4,20000,3
1,2,0,3,1,4,25000,2
1,2,0,3,1,5,25000,2
1,2,0,3,1,5,50000,4
1,2,0,4,0,1,250,1
1,2,0,4,0,2,1000,1
1,2,0,4,0,2,2000,2
1,2,0,4,0,2,4000,1
1,2,0,4,0,3,8000,1
1,2,0,4,0,3,10000,3
1,2,0,4,0,4,15000,1
1,2,0,4,0,4,20000,2
1,2,0,4,0,5,25000,4
1,2,0,4,0,5,50000,6
1,2,0,5,0,1,250,2
1,2,0,5,0,1,750,2
1,2,0,5,0,1,1000,1
1,2,0,5,0,2,2000,3
1,2,0,5,0,2,3000,4
1,2,0,5,0,3,5000,1
1,2,0,5,0,3,6000,2
1,2,0,5,0,3,7000,1
1,2,0,5,0,3,8000,2
1,2,0,5,0,3,9000,2
1,2,0,5,0,3,10000,4
1,2,0,5,0,3,15000,1
1,2,0,5,0,4,15000,2
1,2,0,5,0,4,20000,5
1,2,0,5,0,4,25000,2
1,2,0,5,0,5,25000,11
1,2,0,5,0,5,50000,15
1,2,0,6,0,1,250,4
1,2,0,6,0,1,500,5
1,2,0,6,0,1,750,3
1,2,0,6,0,1,1000,3
1,2,0,6,0,1,2000,4
1,2,0,6,0,1,3000,1
1,2,0,6,0,2,1000,9
1,2,0,6,0,2,2000,12
1,2,0,6,0,2,3000,3
1,2,0,6,0,2,4000,5
1,2,0,6,0,2,5000,3
1,2,0,6,0,2,8000,1
1,2,0,6,0,3,4000,2
1,2,0,6,0,3,5000,4
1,2,0,6,0,3,6000,4
1,2,0,6,0,3,7000,4
1,2,0,6,0,3,8000,5
1,2,0,6,0,3,9000,4
1,2,0,6,0,3,10000,5
1,2,0,6,0,3,15000,4
1,2,0,6,0,4,15000,6
1,2,0,6,0,4,20000,10
1,2,0,6,0,4,25000,6
1,2,0,6,0,5,20000,1
1,2,0,6,0,5,25000,23
1,2,0,6,0,5,50000,24
1,2,0,6,0,5,75000,2
1,2,0,6,1,1,250,9
1,2,0,6,1,1,500,6
1,2,0,6,1,1,750,4
1,2,0,6,1,1,1000,5
1,2,0,6,1,1,2000,5
1,2,0,6,1,1,3000,1
1,2,0,6,1,2,250,2
1,2,0,6,1,2,1000,6
1,2,0,6,1,2,2000,22
1,2,0,6,1,2,3000,8
1,2,0,6,1,2,4000,7
1,2,0,6,1,2,5000,1
1,2,0,6,1,2,8000,1
1,2,0,6,1,2,10000,1
1,2,0,6,1,3,4000,1
1,2,0,6,1,3,5000,3
1,2,0,6,1,3,7000,12
1,2,0,6,1,3,8000,3
1,2,0,6,1,3,9000,1
1,2,0,6,1,3,10000,10
1,2,0,6,1,3,15000,2
1,2,0,6,1,3,20000,4
1,2,0,6,1,4,15000,4
1,2,0,6,1,4,20000,4
1,2,0,6,1,4,25000,2
1,2,0,6,1,5,25000,6
1,2,0,6,1,5,50000,9
1,2,1,1,0,1,500,1
1,2,1,1,0,1,750,3
1,2,1,1,0,1,1000,1
1,2,1,1,0,1,2000,2
1,2,1,1,0,1,3000,2
1,2,1,1,0,1,4000,2
1,2,1,1,0,2,1000,6
1,2,1,1,0,2,2000,6
1,2,1,1,0,2,3000,4
1,2,1,1,0,2,4000,2
1,2,1,1,0,2,6000,3
1,2,1,1,0,2,10000,1
1,2,1,1,0,3,6000,2
1,2,1,1,0,3,7000,1
1,2,1,1,0,3,10000,1
1,2,1,1,0,5,25000,2
1,2,1,2,0,1,250,1
1,2,1,2,0,1,500,1
1,2,1,2,0,1,1000,2
1,2,1,2,0,1,2000,1
1,2,1,2,0,1,3000,1
1,2,1,2,0,2,1000,2
1,2,1,2,0,2,2000,3
1,2,1,2,0,2,4000,1
1,2,1,2,0,3,5000,1
1,2,1,2,0,3,6000,1
1,2,1,2,0,3,15000,1
1,2,1,2,0,4,15000,1
1,2,1,2,0,5,25000,3
1,2,1,3,1,1,0,2
1,2,1,3,1,1,250,14
1,2,1,3,1,1,500,21
1,2,1,3,1,1,750,19
1,2,1,3,1,1,1000,21
1,2,1,3,1,1,2000,18
1,2,1,3,1,1,3000,5
1,2,1,3,1,1,4000,9
1,2,1,3,1,1,5000,4
1,2,1,3,1,2,500,1
1,2,1,3,1,2,1000,20
1,2,1,3,1,2,2000,45
1,2,1,3,1,2,3000,30
1,2,1,3,1,2,4000,16
1,2,1,3,1,2,5000,6
1,2,1,3,1,2,6000,2
1,2,1,3,1,2,7000,8
1,2,1,3,1,2,8000,7
1,2,1,3,1,2,9000,4
1,2,1,3,1,2,10000,5
1,2,1,3,1,3,4000,4
1,2,1,3,1,3,5000,10
1,2,1,3,1,3,6000,18
1,2,1,3,1,3,7000,9
1,2,1,3,1,3,8000,7
1,2,1,3,1,3,9000,9
1,2,1,3,1,3,10000,11
1,2,1,3,1,3,15000,6
1,2,1,3,1,3,25000,2
1,2,1,3,1,4,10000,3
1,2,1,3,1,4,15000,9
1,2,1,3,1,4,20000,10
1,2,1,3,1,4,25000,3
1,2,1,3,1,5,25000,2
1,2,1,3,1,5,50000,3
1,2,1,4,0,1,250,3
1,2,1,4,0,1,500,2
1,2,1,4,0,1,750,1
1,2,1,4,0,1,1000,1
1,2,1,4,0,1,2000,1
1,2,1,4,0,2,1000,1
1,2,1,4,0,2,2000,1
1,2,1,4,0,2,3000,3
1,2,1,4,0,2,4000,3
1,2,1,4,0,3,5000,2
1,2,1,4,0,3,6000,2
1,2,1,4,0,3,7000,1
1,2,1,4,0,3,8000,1
1,2,1,4,0,3,9000,2
1,2,1,4,0,4,20000,1
1,2,1,4,0,4,25000,1
1,2,1,4,0,5,25000,2
1,2,1,5,0,1,250,3
1,2,1,5,0,1,500,12
1,2,1,5,0,1,750,10
1,2,1,5,0,1,1000,5
1,2,1,5,0,1,2000,3
1,2,1,5,0,1,3000,4
1,2,1,5,0,1,5000,1
1,2,1,5,0,2,1000,4
1,2,1,5,0,2,2000,4
1,2,1,5,0,2,3000,5
1,2,1,5,0,2,4000,4
1,2,1,5,0,2,5000,2
1,2,1,5,0,2,6000,1
1,2,1,5,0,3,4000,1
1,2,1,5,0,3,5000,2
1,2,1,5,0,3,6000,2
1,2,1,5,0,3,7000,1
1,2,1,5,0,3,8000,3
1,2,1,5,0,3,9000,3
1,2,1,5,0,3,10000,4
1,2,1,5,0,3,15000,2
1,2,1,5,0,4,10000,1
1,2,1,5,0,4,15000,4
1,2,1,5,0,4,20000,5
1,2,1,5,0,4,25000,2
1,2,1,5,0,5,25000,8
1,2,1,5,0,5,50000,9
1,2,1,6,0,1,0,1
1,2,1,6,0,1,250,24
1,2,1,6,0,1,500,24
1,2,1,6,0,1,750,38
1,2,1,6,0,1,1000,40
1,2,1,6,0,1,2000,38
1,2,1,6,0,1,3000,19
1,2,1,6,0,1,4000,11
1,2,1,6,0,1,5000,5
1,2,1,6,0,2,250,1
1,2,1,6,0,2,1000,13
1,2,1,6,0,2,2000,18
1,2,1,6,0,2,3000,17
1,2,1,6,0,2,4000,12
1,2,1,6,0,2,5000,13
1,2,1,6,0,2,6000,4
1,2,1,6,0,2,7000,13
1,2,1,6,0,2,8000,3
1,2,1,6,0,2,9000,1
1,2,1,6,0,2,10000,7
1,2,1,6,0,2,15000,5
1,2,1,6,0,3,4000,1
1,2,1,6,0,3,5000,6
1,2,1,6,0,3,6000,7
1,2,1,6,0,3,7000,5
1,2,1,6,0,3,8000,1
1,2,1,6,0,3,9000,3
1,2,1,6,0,3,10000,6
1,2,1,6,0,3,15000,5
1,2,1,6,0,3,20000,2
1,2,1,6,0,4,10000,2
1,2,1,6,0,4,15000,9
1,2,1,6,0,4,20000,4
1,2,1,6,0,4,25000,11
1,2,1,6,0,5,25000,13
1,2,1,6,0,5,50000,5
1,2,1,6,1,1,0,1
1,2,1,6,1,1,250,39
1,2,1,6,1,1,500,42
1,2,1,6,1,1,750,43
1,2,1,6,1,1,1000,44
1,2,1,6,1,1,2000,16
1,2,1,6,1,1,3000,15
1,2,1,6,1,1,4000,8
1,2,1,6,1,1,5000,7
1,2,1,6,1,2,250,3
1,2,1,6,1,2,500,1
1,2,1,6,1,2,750,2
1,2,1,6,1,2,1000,27
1,2,1,6,1,2,2000,68
1,2,1,6,1,2,3000,36
1,2,1,6,1,2,4000,29
1,2,1,6,1,2,5000,16
1,2,1,6,1,2,6000,13
1,2,1,6,1,2,7000,8
1,2,1,6,1,2,8000,5
1,2,1,6,1,2,9000,4
1,2,1,6,1,2,10000,8
1,2,1,6,1,2,15000,4
1,2,1,6,1,2,20000,1
1,2,1,6,1,3,2000,1
1,2,1,6,1,3,3000,2
1,2,1,6,1,3,4000,13
1,2,1,6,1,3,5000,8
1,2,1,6,1,3,6000,22
1,2,1,6,1,3,7000,17
1,2,1,6,1,3,8000,13
1,2,1,6,1,3,9000,11
1,2,1,6,1,3,10000,30
1,2,1,6,1,3,15000,7
1,2,1,6,1,3,20000,6
1,2,1,6,1,3,25000,6
1,2,1,6,1,4,10000,4
1,2,1,6,1,4,15000,14
1,2,1,6,1,4,20000,7
1,2,1,6,1,4,25000,5
1,2,1,6,1,5,25000,4
1,2,1,6,1,5,50000,9
1,3,0,1,0,1,250,2
1,3,0,1,0,2,1000,1
1,3,0,1,0,2,2000,2
1,3,0,1,0,2,3000,1
1,3,0,1,0,2,4000,3
1,3,0,1,0,3,5000,1
1,3,0,1,0,3,7000,1
1,3,0,1,0,3,9000,3
1,3,0,1,0,3,10000,2
1,3,0,1,0,3,15000,1
1,3,0,1,0,4,15000,1
1,3,0,1,0,4,20000,2
1,3,0,1,0,4,25000,4
1,3,0,1,0,5,25000,2
1,3,0,1,0,5,50000,12
1,3,0,2,0,1,750,1
1,3,0,2,0,2,2000,2
1,3,0,2,0,2,3000,3
1,3,0,2,0,2,4000,1
1,3,0,2,0,3,5000,1
1,3,0,2,0,3,6000,2
1,3,0,2,0,3,7000,2
1,3,0,2,0,3,8000,1
1,3,0,2,0,3,9000,2
1,3,0,2,0,3,10000,2
1,3,0,2,0,3,15000,1
1,3,0,2,0,4,10000,2
1,3,0,2,0,4,15000,2
1,3,0,2,0,4,20000,3
1,3,0,2,0,4,25000,1
1,3,0,2,0,5,25000,6
1,3,0,2,0,5,50000,9
1,3,0,3,1,1,250,4
1,3,0,3,1,1,500,5
1,3,0,3,1,1,750,4
1,3,0,3,1,1,1000,6
1,3,0,3,1,1,2000,2
1,3,0,3,1,2,1000,6
1,3,0,3,1,2,2000,5
1,3,0,3,1,2,3000,7
1,3,0,3,1,2,4000,4
1,3,0,3,1,2,5000,1
1,3,0,3,1,3,5000,3
1,3,0,3,1,3,6000,2
1,3,0,3,1,3,8000,3
1,3,0,3,1,3,9000,5
1,3,0,3,1,3,10000,6
1,3,0,3,1,3,15000,2
1,3,0,3,1,4,15000,4
1,3,0,3,1,4,20000,5
1,3,0,3,1,4,25000,4
1,3,0,3,1,5,25000,3
1,3,0,3,1,5,50000,10
1,3,0,4,0,1,250,1
1,3,0,4,0,2,1000,1
1,3,0,4,0,2,2000,1
1,3,0,4,0,2,3000,2
1,3,0,4,0,3,4000,1
1,3,0,4,0,3,6000,2
1,3,0,4,0,3,7000,3
1,3,0,4,0,3,8000,1
1,3,0,4,0,3,9000,2
1,3,0,4,0,3,10000,2
1,3,0,4,0,4,15000,2
1,3,0,4,0,4,20000,1
1,3,0,4,0,4,25000,1
1,3,0,4,0,5,25000,1
1,3,0,4,0,5,50000,2
1,3,0,5,0,1,250,1
1,3,0,5,0,1,500,6
1,3,0,5,0,1,750,1
1,3,0,5,0,2,1000,3
1,3,0,5,0,2,2000,5
1,3,0,5,0,2,3000,5
1,3,0,5,0,2,5000,1
1,3,0,5,0,3,6000,3
1,3,0,5,0,3,7000,1
1,3,0,5,0,3,8000,3
1,3,0,5,0,3,10000,7
1,3,0,5,0,3,15000,4
1,3,0,5,0,4,15000,11
1,3,0,5,0,4,20000,6
1,3,0,5,0,4,25000,2
1,3,0,5,0,5,25000,10
1,3,0,5,0,5,50000,24
1,3,0,6,0,1,250,6
1,3,0,6,0,1,500,4
1,3,0,6,0,1,750,2
1,3,0,6,0,1,1000,3
1,3,0,6,0,1,2000,3
1,3,0,6,0,2,1000,2
1,3,0,6,0,2,2000,7
1,3,0,6,0,2,3000,8
1,3,0,6,0,2,4000,4
1,3,0,6,0,2,5000,2
1,3,0,6,0,3,5000,6
1,3,0,6,0,3,6000,8
1,3,0,6,0,3,7000,2
1,3,0,6,0,3,8000,5
1,3,0,6,0,3,9000,4
1,3,0,6,0,3,10000,14
1,3,0,6,0,3,15000,4
1,3,0,6,0,4,10000,2
1,3,0,6,0,4,15000,17
1,3,0,6,0,4,20000,16
1,3,0,6,0,4,25000,6
1,3,0,6,0,5,25000,16
1,3,0,6,0,5,50000,32
1,3,0,6,0,5,75000,3
1,3,0,6,1,1,250,3
1,3,0,6,1,1,500,8
1,3,0,6,1,1,750,6
1,3,0,6,1,1,1000,1
1,3,0,6,1,1,2000,2
1,3,0,6,1,1,4000,1
1,3,0,6,1,2,1000,8
1,3,0,6,1,2,2000,17
1,3,0,6,1,2,3000,12
1,3,0,6,1,2,4000,6
1,3,0,6,1,2,5000,1
1,3,0,6,1,2,6000,1
1,3,0,6,1,3,4000,2
1,3,0,6,1,3,5000,6
1,3,0,6,1,3,6000,2
1,3,0,6,1,3,7000,7
1,3,0,6,1,3,8000,4
1,3,0,6,1,3,9000,5
1,3,0,6,1,3,10000,8
1,3,0,6,1,3,15000,3
1,3,0,6,1,4,10000,1
1,3,0,6,1,4,15000,8
1,3,0,6,1,4,20000,5
1,3,0,6,1,4,25000,7
1,3,0,6,1,5,25000,6
1,3,0,6,1,5,50000,13
1,3,1,1,0,1,250,3
1,3,1,1,0,1,500,1
1,3,1,1,0,1,750,4
1,3,1,1,0,1,1000,5
1,3,1,1,0,1,2000,2
1,3,1,1,0,1,3000,2
1,3,1,1,0,1,4000,1
1,3,1,1,0,2,1000,1
1,3,1,1,0,2,2000,6
1,3,1,1,0,2,3000,6
1,3,1,1,0,2,4000,3
1,3,1,1,0,2,5000,3
1,3,1,1,0,2,6000,2
1,3,1,1,0,2,10000,1
1,3,1,1,0,3,5000,2
1,3,1,1,0,3,6000,2
1,3,1,1,0,3,7000,1
1,3,1,1,0,3,8000,2
1,3,1,1,0,3,10000,2
1,3,1,1,0,3,15000,1
1,3,1,1,0,4,15000,3
1,3,1,1,0,4,20000,2
1,3,1,1,0,4,25000,2
1,3,1,1,0,5,50000,2
1,3,1,2,0,1,250,1
1,3,1,2,0,1,500,3
1,3,1,2,0,1,750,5
1,3,1,2,0,1,1000,8
1,3,1,2,0,1,2000,4
1,3,1,2,0,1,3000,1
1,3,1,2,0,1,4000,2
1,3,1,2,0,2,1000,4
1,3,1,2,0,2,2000,8
1,3,1,2,0,2,3000,5
1,3,1,2,0,2,4000,2
1,3,1,2,0,2,5000,1
1,3,1,2,0,2,6000,2
1,3,1,2,0,2,7000,1
1,3,1,2,0,2,10000,2
1,3,1,2,0,3,5000,1
1,3,1,2,0,3,6000,4
1,3,1,2,0,3,8000,1
1,3,1,2,0,3,9000,1
1,3,1,2,0,3,10000,4
1,3,1,2,0,3,15000,1
1,3,1,2,0,4,15000,4
1,3,1,2,0,4,20000,5
1,3,1,2,0,5,25000,1
1,3,1,2,0,5,50000,2
1,3,1,3,1,1,250,21
1,3,1,3,1,1,500,30
1,3,1,3,1,1,750,33
1,3,1,3,1,1,1000,25
1,3,1,3,1,1,2000,19
1,3,1,3,1,1,3000,11
1,3,1,3,1,1,4000,8
1,3,1,3,1,1,5000,1
1,3,1,3,1,2,1000,26
1,3,1,3,1,2,2000,52
1,3,1,3,1,2,3000,37
1,3,1,3,1,2,4000,13
1,3,1,3,1,2,5000,11
1,3,1,3,1,2,6000,10
1,3,1,3,1,2,7000,5
1,3,1,3,1,2,8000,1
1,3,1,3,1,2,9000,1
1,3,1,3,1,2,10000,3
1,3,1,3,1,2,15000,2
1,3,1,3,1,3,4000,3
1,3,1,3,1,3,5000,9
1,3,1,3,1,3,6000,8
1,3,1,3,1,3,7000,8
1,3,1,3,1,3,8000,12
1,3,1,3,1,3,9000,14
1,3,1,3,1,3,10000,26
1,3,1,3,1,3,15000,6
1,3,1,3,1,3,20000,2
1,3,1,3,1,4,10000,1
1,3,1,3,1,4,15000,9
1,3,1,3,1,4,20000,6
1,3,1,3,1,4,25000,5
1,3,1,3,1,5,25000,6
1,3,1,3,1,5,50000,2
1,3,1,4,0,1,250,1
1,3,1,4,0,1,500,5
1,3,1,4,0,1,750,5
1,3,1,4,0,1,1000,3
1,3,1,4,0,1,2000,2
1,3,1,4,0,1,3000,7
