PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
330211,01-JAN-18,31-DEC-18,As Submitted,87585125,51393754,179300550
330214,01-SEP-18,31-AUG-19,As Submitted,4034051457,9113416191,12726573499
330215,01-JAN-18,31-DEC-18,As Submitted,80321331,89112670,203283906
330218,01-JAN-18,31-DEC-18,As Submitted,94396249,70674275,164742955
330219,01-JAN-18,31-DEC-18,As Submitted,541886807,639161429,386161576
330221,01-JAN-18,31-DEC-18,As Submitted,271426256,397481430,326889039
330222,01-JAN-18,31-DEC-18,As Submitted,281980287,419836541,755358725
330223,01-JAN-18,31-DEC-18,Amended,47011048,20718418,77027474
330224,01-JAN-18,31-DEC-18,As Submitted,56896500,180671684,47240546
330226,01-JAN-18,31-DEC-18,As Submitted,415982527,425540681,458942806
330229,01-JAN-18,31-DEC-18,As Submitted,54566564,40801762,82074655
330231,01-JUL-18,30-JUN-19,As Submitted,380199834,182873956,197325878
