PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
100249,01-OCT-18,30-SEP-19,As Submitted,79444367,480567306,337540403
100253,01-OCT-18,30-SEP-19,As Submitted,249124203,586657314,680174432
100260,01-OCT-18,30-SEP-19,As Submitted,158988963,1304092797,637151491
100266,01-OCT-18,30-SEP-19,As Submitted,79383827,179390660,400288612
100286,01-OCT-18,30-SEP-19,As Submitted,222026659,1229306476,1163486435
100296,01-OCT-18,30-SEP-19,As Submitted,171921957,380661738,379109728
100315,01-OCT-18,30-SEP-19,As Submitted,120081426,241354149,359844258
100316,01-OCT-18,30-SEP-19,As Submitted,117945898,304110968,317451774
101305,01-OCT-18,30-SEP-19,As Submitted,,1439563,10679879
101307,01-OCT-18,30-SEP-19,As Submitted,,6406902,25660750
101309,01-OCT-18,30-SEP-19,As Submitted,,4738339,66061946
101311,01-OCT-18,30-SEP-19,As Submitted,,9720583,13756198
101312,01-JUL-19,30-SEP-19,As Submitted,,92638,10847327
101313,01-OCT-18,30-SEP-19,As Submitted,,15383264,178732061
102018,01-JUN-19,29-SEP-19,As Submitted,7421590,21927695,
102024,01-OCT-18,30-SEP-19,As Submitted,32684537,146136488,
102028,03-APR-19,30-JUN-19,Settled,4801465,14381238,1482144
102029,03-APR-19,31-AUG-19,As Submitted,9892210,33974476,
103026,01-OCT-18,30-SEP-19,As Submitted,40270009,70180909,2363870
103027,01-OCT-18,30-SEP-19,As Submitted,25627468,43448259,184092
104008,01-OCT-18,30-SEP-19,As Submitted,13593120,9514360,5542097
104049,01-JAN-19,02-JUN-19,As Submitted,3235509,12499525,570600
104057,01-OCT-18,30-SEP-19,As Submitted,12685163,36816004,4253205
104073,01-NOV-18,31-OCT-19,As Submitted,10019152,15270200,3251363
104078,01-NOV-18,31-OCT-19,As Submitted,9168740,28916400,925935
104082,20-DEC-18,31-OCT-19,Settled,6410915,14159200,182800
110001,01-OCT-18,30-SEP-19,As Submitted,206544294,456650921,653486864
110005,01-OCT-18,30-SEP-19,As Submitted,430218862,1074352829,1223852338
110008,01-OCT-18,30-SEP-19,As Submitted,288002735,688153897,963472682
110029,01-OCT-18,30-SEP-19,As Submitted,956545236,2502413045,2379387424
110030,01-OCT-18,30-SEP-19,As Submitted,113129777,645229340,691632591
110032,01-OCT-18,30-SEP-19,As Submitted,34855545,29386651,64841663
110038,01-OCT-18,30-SEP-19,As Submitted,224277772,385147309,410901416
110045,01-OCT-18,30-SEP-19,As Submitted,42469103,48652871,150717832
110075,01-OCT-18,30-SEP-19,As Submitted,120586766,442172419,627552395
110076,01-JUL-19,31-AUG-19,As Submitted,53927581,98994265,98788646
110087,01-JUL-19,27-AUG-19,As Submitted,116818645,220044543,273387244
110087,28-AUG-19,30-SEP-19,As Submitted,67905546,129684300,190886732
110092,01-OCT-18,30-SEP-19,As Submitted,19262026,25987377,48376543
110095,01-OCT-18,30-SEP-19,As Submitted,245037985,381101476,818690156
110105,01-OCT-18,30-SEP-19,As Submitted,112995255,131782300,266484801
110107,01-OCT-18,30-SEP-19,As Submitted,642084377,1773018655,1070456366
110121,01-OCT-18,30-SEP-19,As Submitted,22505475,22160494,52158845
110122,01-OCT-18,30-SEP-19,As Submitted,309569198,501861393,549868018
110142,01-OCT-18,30-SEP-19,As Submitted,12614650,9259593,42007035
110150,01-OCT-18,30-SEP-19,As Submitted,52126359,67664851,104779836
110161,01-OCT-18,30-SEP-19,As Submitted,1284526587,2166489547,4562220864
110226,01-JUL-19,31-AUG-19,As Submitted,11832822,18603730,44314310
110234,01-OCT-18,30-SEP-19,As Submitted,9097881,6641142,11902743
111303,01-OCT-18,30-SEP-19,As Submitted,11041072,6297498,6688222
111310,01-OCT-18,30-SEP-19,As Submitted,,13695338,47831354
111311,01-JAN-19,11-AUG-19,As Submitted,,1233588,4165122
111313,01-OCT-18,30-SEP-19,As Submitted,,5307610,23281253
111314,01-OCT-18,30-SEP-19,As Submitted,18654433,12443381,20807192
111318,01-OCT-18,30-SEP-19,As Submitted,,6914553,15161771
111326,01-OCT-18,30-SEP-19,As Submitted,15643183,9945295,10092267
111331,01-OCT-18,30-SEP-19,As Submitted,30151764,26285376,33798211
111332,01-OCT-18,30-SEP-19,As Submitted,,10283498,15119721
111333,01-OCT-18,30-SEP-19,As Submitted,14807517,16214496,35373256
112006,01-JUL-19,31-AUG-19,As Submitted,3726986,11636668,18239
113029,01-OCT-18,30-SEP-19,As Submitted,18073917,35922346,7975009
113032,01-OCT-18,30-SEP-19,As Submitted,19099474,37124458,
123025,01-OCT-18,30-SEP-19,As Submitted,46710406,65576518,7740194
130002,01-OCT-18,30-SEP-19,As Submitted,300939349,403093315,488080862
130006,01-OCT-18,30-SEP-19,As Submitted,1223980106,1433136433,1869808663
130014,01-OCT-18,30-SEP-19,As Submitted,79874513,173358678,318923479
130018,01-OCT-18,30-SEP-19,As Submitted,208882274,762599182,578169526
130025,01-OCT-18,30-SEP-19,As Submitted,66069025,45602925,92309357
130071,01-OCT-18,30-SEP-19,As Submitted,110449950,117796523,192785346
131302,01-OCT-18,30-SEP-19,As Submitted,,11426524,30444137
131305,01-OCT-18,30-SEP-19,As Submitted,,6681674,32280320
131308,01-OCT-18,30-SEP-19,As Submitted,,254774,4413634
131309,01-OCT-18,30-SEP-19,As Submitted,20444222,7445465,19816420
131310,01-OCT-18,30-SEP-19,As Submitted,,9237652,20690053
131311,01-OCT-18,30-SEP-19,As Submitted,34683762,20893214,60980215
131312,01-OCT-18,30-SEP-19,As Submitted,,15685124,47565137
131313,01-OCT-18,30-SEP-19,As Submitted,,2998687,21816668
131315,01-OCT-18,30-SEP-19,As Submitted,,4350187,18091512
131318,01-OCT-18,30-SEP-19,As Submitted,,3659562,21846361
131319,01-OCT-18,30-SEP-19,As Submitted,33658188,15875775,37886944
131322,01-OCT-18,30-SEP-19,As Submitted,22494441,15500889,14385326
131323,01-OCT-18,30-SEP-19,As Submitted,,41045555,83346852
131324,01-OCT-18,30-SEP-19,As Submitted,,401413,12069998
132001,01-OCT-18,30-SEP-19,As Submitted,15013082,32716379,736
134002,01-OCT-18,30-SEP-19,As Submitted,17422156,106215200,5288500
140010,01-OCT-18,30-SEP-19,As Submitted,1278733580,1954313264,3061654255
140015,01-OCT-18,30-SEP-19,As Submitted,268379899,633292282,692446182
140049,28-JAN-19,30-APR-19,As Submitted,32392052,113202226,125129657
140052,01-OCT-18,30-SEP-19,As Submitted,69900307,96304894,301290509
140058,01-OCT-18,30-SEP-19,As Submitted,88872601,105274869,290880255
140064,01-OCT-18,30-SEP-19,As Submitted,62742909,142596496,266987598
140067,01-OCT-18,30-SEP-19,As Submitted,760159636,2592864877,2007262192
140082,28-JAN-19,31-MAY-19,As Submitted,32134889,115733494,93335297
140093,01-OCT-18,30-SEP-19,As Submitted,85442376,194259447,308280503
140110,01-OCT-18,30-SEP-19,As Submitted,89378047,96097589,328039877
140113,01-OCT-18,30-SEP-19,As Submitted,112027514,259144748,277344076
140114,01-OCT-18,30-SEP-19,As Submitted,213736104,617473165,671859666
140118,01-JAN-19,26-SEP-19,As Submitted,83053492,271306036,260838330
140135,01-OCT-18,30-SEP-19,As Submitted,236515650,344837014,710414623
140143,01-OCT-18,30-SEP-19,As Submitted,76519747,61142839,168457572
140148,01-OCT-18,30-SEP-19,As Submitted,513941458,1261924475,1152675635
140161,01-OCT-18,30-SEP-19,As Submitted,43981669,66514649,158022018
140162,01-OCT-18,30-SEP-19,As Submitted,134304449,349748564,376850244
140167,01-OCT-18,30-SEP-19,As Submitted,27352694,8753201,47453035
140197,01-OCT-18,30-SEP-19,As Submitted,34394998,24157413,11009230
140206,01-OCT-18,30-SEP-19,As Submitted,99418666,204616626,125448530
140213,01-OCT-18,30-SEP-19,As Submitted,366002549,574370525,736541312
140233,01-OCT-18,30-SEP-19,As Submitted,291371864,699724050,729726367
140252,01-OCT-18,30-SEP-19,As Submitted,444955933,853379882,991997644
140304,01-JAN-19,31-DEC-19,As Submitted,118173662,193245575,361817004
141302,01-OCT-18,30-SEP-19,As Submitted,21969907,10035754,19386671
141310,01-OCT-18,30-SEP-19,As Submitted,,7811382,62354959
141313,01-OCT-18,30-SEP-19,As Submitted,,4558879,38195112
141315,01-OCT-18,30-SEP-19,As Submitted,24797823,9795480,54944808
141317,01-OCT-18,30-SEP-19,As Submitted,75663438,53957753,146248639
141318,01-OCT-18,30-SEP-19,As Submitted,,6229188,65510723
141322,01-OCT-18,30-SEP-19,As Submitted,,20762721,106132514
141325,01-OCT-18,30-SEP-19,As Submitted,,6730617,75629092
141339,01-OCT-18,30-SEP-19,As Submitted,,17511483,88119754
150045,01-OCT-18,30-SEP-19,As Submitted,44449202,45040849,127339275
150075,01-OCT-18,30-SEP-19,As Submitted,32661105,59768477,133842455
150082,01-OCT-18,30-SEP-19,As Submitted,603130912,1266776189,1478769900
150176,01-JAN-19,07-APR-19,As Submitted,10732948,12387741,9797168
151305,01-OCT-18,30-SEP-19,As Submitted,,15166278,50638820
151315,01-OCT-18,30-SEP-19,As Submitted,,23314238,116007526
151319,01-OCT-18,30-SEP-19,As Submitted,,7366896,45898183
152027,01-NOV-18,30-JAN-19,As Submitted,3184306,4114722,
152028,01-NOV-18,31-OCT-19,As Submitted,17665837,75876453,
153030,01-OCT-18,30-SEP-19,As Submitted,12013957,43950182,20649
154065,23-OCT-18,31-DEC-18,Settled,2016937,2385103,
160024,01-JAN-19,30-JUN-19,As Submitted,63981018,136442774,157380785
160122,01-OCT-18,30-SEP-19,As Submitted,44810840,23416290,116092541
161321,01-JAN-19,30-APR-19,Settled,,500426,4335383
161321,01-MAY-19,30-JUN-19,As Submitted,,145245,1145978
161324,01-OCT-18,30-SEP-19,As Submitted,,2830480,13232545
170012,01-OCT-18,30-SEP-19,As Submitted,149044634,326066733,315009077
170014,01-JAN-19,30-APR-19,As Submitted,11018494,7009590,26482085
170014,01-MAY-19,30-SEP-19,As Submitted,15776644,7469105,35517467
170027,01-OCT-18,30-SEP-19,As Submitted,39673554,29776952,53412185
170075,01-OCT-18,30-SEP-19,Settled,3592108,2110623,1631229
170086,01-OCT-18,30-SEP-19,As Submitted,385049190,977121431,902908470
170122,01-OCT-18,30-SEP-19,As Submitted,488875591,1621508019,829567408
171301,01-OCT-18,30-SEP-19,As Submitted,,1623531,3728696
171302,01-OCT-18,25-FEB-19,As Submitted,,677302,1167066
171318,01-OCT-18,30-SEP-19,As Submitted,,1471403,4602073
171320,01-OCT-18,24-MAR-19,As Submitted,,930232,4219232
171328,01-OCT-18,30-SEP-19,As Submitted,,3532845,2261200
171337,01-OCT-18,30-SEP-19,As Submitted,,3602128,23061268
171339,01-OCT-18,30-SEP-19,As Submitted,,5352490,13325504
171349,01-OCT-18,30-SEP-19,As Submitted,,6701486,22040239
171356,01-OCT-18,30-SEP-19,As Submitted,,2956100,15982315
171357,01-OCT-18,30-SEP-19,As Submitted,,2493316,7784101
171358,01-OCT-18,30-SEP-19,As Submitted,,3908943,12286476
171361,01-OCT-18,30-SEP-19,As Submitted,,6520143,9183504
171382,01-OCT-18,30-SEP-19,As Submitted,,18189478,70346076
172004,15-JUN-19,31-AUG-19,Settled,3482311,8256540,
173028,01-OCT-18,30-SEP-19,As Submitted,25944177,20540789,20286537
180005,01-JUL-19,31-JUL-19,As Submitted,7648211,6311095,15340674
180009,01-OCT-18,30-SEP-19,As Submitted,341641967,562612820,962418177
180017,01-OCT-18,30-SEP-19,As Submitted,139780076,140577443,352203945
180024,01-OCT-18,30-SEP-19,As Submitted,24571797,39440947,128558281
180027,01-OCT-18,30-SEP-19,As Submitted,96909797,117546180,218911586
180044,01-OCT-18,30-SEP-19,As Submitted,360929607,1127341815,1309770957
180048,01-OCT-18,30-SEP-19,As Submitted,162590688,188129125,370253725
180078,01-OCT-18,30-SEP-19,As Submitted,30719157,131078093,311601318
180079,01-OCT-18,30-SEP-19,As Submitted,53130706,27187729,126727449
180095,01-OCT-18,27-DEC-18,As Submitted,2434823,1425302,4090258
180124,01-OCT-18,30-SEP-19,As Submitted,95759136,332600532,470776915
180149,01-OCT-18,30-SEP-19,As Submitted,14832241,2618241,27779585
181302,01-OCT-18,30-SEP-19,As Submitted,,9695535,53619041
181315,01-OCT-18,30-SEP-19,As Submitted,,13027578,54868956
181323,01-OCT-18,30-SEP-19,As Submitted,,11659748,75239729
190002,01-OCT-18,30-SEP-19,As Submitted,395730302,1302523941,1084711113
190004,01-OCT-18,30-SEP-19,As Submitted,131499633,265920707,487255033
190011,01-OCT-18,30-JUN-19,Amended,93202365,139089028,197828140
190014,01-JAN-19,30-SEP-19,As Submitted,25672490,64795398,131818131
190044,01-OCT-18,30-SEP-19,As Submitted,41146759,47049055,148994165
190054,01-OCT-18,30-SEP-19,As Submitted,71615322,170048612,232317516
190065,01-OCT-18,30-SEP-19,As Submitted,328296485,460051167,495347849
190086,01-OCT-18,30-SEP-19,As Submitted,49722273,212470579,202512647
190098,01-OCT-18,30-JUN-19,Amended,436734969,467329769,456571847
190111,01-OCT-18,30-SEP-19,As Submitted,744163293,1555161812,1663416454
190128,01-OCT-18,30-SEP-19,As Submitted,211232989,284070558,227329683
190145,01-OCT-18,30-SEP-19,As Submitted,20548042,21713892,29484669
190151,01-OCT-18,30-SEP-19,As Submitted,21454365,6173178,45861858
190167,01-OCT-18,30-SEP-19,As Submitted,51894116,134192558,230994020
190202,01-OCT-18,30-SEP-19,As Submitted,224120930,226581125,681113577
190268,01-JAN-19,31-MAY-19,As Submitted,5122108,3517527,24220257
191302,01-OCT-18,30-SEP-19,As Submitted,,16317719,56240340
191307,01-JAN-19,31-MAR-19,As Submitted,2601629,3158599,2396752
191309,01-OCT-18,30-SEP-19,As Submitted,,7962286,19013771
191310,01-OCT-18,30-SEP-19,As Submitted,,8776528,29171469
191315,01-OCT-18,30-SEP-19,As Submitted,34597236,24522400,59416922
191317,01-OCT-18,30-SEP-19,As Submitted,,2734472,22978343
191318,01-OCT-18,30-SEP-19,As Submitted,,10949070,44341481
191322,01-OCT-18,30-SEP-19,As Submitted,16726832,14194576,17764741
191323,01-OCT-18,30-SEP-19,As Submitted,,12388907,17257454
192004,15-JUN-19,31-AUG-19,As Submitted,3696760,11987593,
192010,01-JAN-19,29-AUG-19,As Submitted,31523594,135852693,3095720
193028,01-OCT-18,30-SEP-19,As Submitted,11458526,18570064,10526785
194103,01-OCT-18,30-SEP-19,As Submitted,12438990,23948600,37206113
194107,01-OCT-18,30-SEP-19,As Submitted,7723704,18849000,442365
200008,01-OCT-18,30-SEP-19,As Submitted,191833440,153660977,308495018
200009,01-OCT-18,30-SEP-19,Amended,999315565,1655416259,1054868700
200018,01-OCT-18,30-SEP-19,As Submitted,114581847,74376746,219541855
