PROV	MAC	CBSAGEO	FROM	TO	 RNSAL 	 RNHR 	rnahw	 LPNSTSAL 	 LPNSTHR 	lpnstahw	 naoratsal 	 NAORATHR 	naoratahw	MASAL	MAHR	maahw	nursesal	nursehr	nurseahw	allothersal	allotherhr	allotherahw	totalsal	totalhr	totalahw
020017	05901	11260	01/01/2016	12/31/2016	" 32,161,734 "	" 582,087 "	55.2525	" 1,985,012 "	" 49,747 "	39.9021	" 2,254,971 "	" 104,680 "	21.5416	0 	0 	0.0000	"36,401,717"	"736,514"	49.4243	"44,544,677"	"966,849"	46.0720	"80,946,394"	"1,703,363"	47.5215
020024	02001	02	01/03/2016	12/31/2016	" 13,123,061 "	" 258,958 "	50.6764	" 584,751 "	" 17,715 "	33.0088	" 1,913,486 "	" 91,865 "	20.8293	0 	0 	0.0000	"15,621,298"	"368,538"	42.3872	"23,328,683"	"698,554"	33.3957	"38,949,981"	"1,067,092"	36.5011
030001	03001	38060	12/26/2015	12/23/2016	" 9,280,402 "	" 237,085 "	39.1438	" 20,844 "	 532 	39.1805	" 582,170 "	" 35,827 "	16.2495	"389,061 "	"23,623 "	16.4696	"10,272,477"	"297,067"	34.5797	"16,520,102"	"464,286"	35.5817	"26,792,579"	"761,353"	35.1907
030002	05901	38060	01/01/2016	12/31/2016	" 89,551,617 "	" 2,577,851 "	34.7389	" 3,479,088 "	" 131,140 "	26.5296	" 12,577,295 "	" 812,014 "	15.4890	"4,205,302 "	"256,706 "	16.3818	"109,813,302"	"3,777,710"	29.0687	"131,079,395"	"4,318,274"	30.3546	"240,892,696"	"8,095,984"	29.7546
030006	03001	46060	12/20/2015	12/31/2016	" 70,403,722 "	" 1,877,082 "	37.5070	" 5,024,409 "	" 218,191 "	23.0276	" 8,298,723 "	" 536,806 "	15.4594	"164,255 "	"9,983 "	16.4535	"83,891,109"	"2,642,062"	31.7521	"93,652,694"	"3,672,065"	25.5041	"177,543,803"	"6,314,127"	28.1185
030007	03001	39140	12/20/2015	12/15/2016	" 16,818,273 "	" 376,559 "	44.6630	" 529,384 "	" 24,084 "	21.9807	" 1,352,368 "	" 74,952 "	18.0431	0 	0 	0.0000	"18,700,025"	"475,595"	39.3192	"36,668,278"	"1,168,450"	31.3820	"55,368,303"	"1,644,045"	33.6781
030010	03001	46060	12/26/2015	12/23/2016	" 29,563,424 "	" 744,484 "	39.7100	" 1,345,582 "	" 47,936 "	28.0704	" 3,827,685 "	" 255,617 "	14.9743	0 	0 	0.0000	"34,736,691"	"1,048,037"	33.1445	"37,206,917"	"1,220,844"	30.4764	"71,943,608"	"2,268,881"	31.7089
030011	03001	46060	12/26/2015	12/23/2016	" 40,290,559 "	" 970,734 "	41.5053	" 813,198 "	" 34,597 "	23.5049	" 4,184,682 "	" 272,479 "	15.3578	"34,715 "	"1,389 "	24.9928	"45,323,154"	"1,279,199"	35.4309	"42,118,807"	"1,413,719"	29.7929	"87,441,961"	"2,692,918"	32.4711
030012	03001	39140	12/18/2015	12/31/2016	" 30,672,560 "	" 741,298 "	41.3768	" 1,260,487 "	" 46,173 "	27.2992	" 4,426,737 "	" 255,421 "	17.3311	"222,392 "	"12,062 "	18.4374	"36,582,176"	"1,054,954"	34.6766	"62,756,845"	"1,871,983"	33.5243	"99,339,021"	"2,926,937"	33.9396
030013	03001	49740	01/09/2016	12/24/2016	" 40,404,796 "	" 1,020,178 "	39.6056	" 1,926,562 "	" 62,370 "	30.8892	" 6,270,982 "	" 421,913 "	14.8632	"1,043,048 "	"69,011 "	15.1142	"49,645,388"	"1,573,472"	31.5515	"112,732,280"	"2,998,753"	37.5931	"162,377,668"	"4,572,225"	35.5139
030014	03001	38060	12/27/2015	12/24/2016	" 43,704,925 "	" 1,007,780 "	43.3675	" 1,836,982 "	" 63,829 "	28.7797	" 5,030,292 "	" 283,430 "	17.7479	"45,710 "	"2,376 "	19.2382	"50,617,909"	"1,357,415"	37.2899	"74,991,226"	"2,182,111"	34.3664	"125,609,135"	"3,539,526"	35.4876
030016	03001	38060	12/20/2015	12/17/2016	" 14,773,294 "	" 376,196 "	39.2702	" 585,357 "	" 24,727 "	23.6728	" 1,608,729 "	" 111,260 "	14.4592	"1,771,842 "	"107,415 "	16.4953	"18,739,222"	"619,598"	30.2442	"27,669,358"	"879,264"	31.4688	"46,408,580"	"1,498,862"	30.9625
030022	03001	38060	12/20/2015	12/31/2016	" 59,072,627 "	" 1,384,479 "	42.6678	" 1,532,761 "	" 54,875 "	27.9319	" 4,422,548 "	" 245,544 "	18.0112	"5,388,183 "	"344,406 "	15.6449	"70,416,119"	"2,029,304"	34.6996	"94,299,116"	"2,925,070"	32.2382	"164,715,235"	"4,954,374"	33.2464
030023	03001	22380	12/20/2015	12/18/2016	" 52,682,059 "	" 1,239,780 "	42.4931	" 1,436,079 "	" 51,583 "	27.8402	" 3,078,537 "	" 172,741 "	17.8217	"16,656 "	"1,024 "	16.2656	"57,213,331"	"1,465,128"	39.0501	"73,301,342"	"2,321,669"	31.5727	"130,514,673"	"3,786,797"	34.4657
030024	03001	38060	01/01/2016	12/31/2016	" 123,124,117 "	" 2,888,346 "	42.6279	" 3,377,483 "	" 124,332 "	27.1650	" 3,974,115 "	" 243,393 "	16.3280	"659,572 "	"38,104 "	17.3098	"131,135,287"	"3,294,175"	39.8082	"179,476,260"	"4,758,732"	37.7151	"310,611,547"	"8,052,907"	38.5714
030030	05901	38060	01/01/2016	12/31/2016	" 20,818,100 "	" 488,257 "	42.6376	" 284,833 "	" 10,720 "	26.5695	" 1,408,577 "	" 92,302 "	15.2605	"462,788 "	"27,692 "	16.7118	"22,974,297"	"618,972"	37.1169	"27,089,641"	"822,882"	32.9204	"50,063,938"	"1,441,854"	34.7219
030036	03001	38060	12/20/2015	12/24/2016	" 86,458,393 "	" 2,027,240 "	42.6483	" 2,086,896 "	" 69,161 "	30.1745	" 2,020,452 "	" 123,570 "	16.3507	"231,902 "	"12,698 "	18.2629	"90,797,643"	"2,232,669"	40.6678	"91,848,471"	"2,621,145"	35.0414	"182,646,114"	"4,853,814"	37.6294
030037	03001	38060	01/01/2016	12/31/2016	" 21,828,739 "	" 609,053 "	35.8405	" 11,550,064 "	" 404,671 "	28.5419	" 1,075,634 "	" 71,036 "	15.1421	0 	0 	0.0000	"34,454,437"	"1,084,760"	31.7623	"19,039,309"	"850,030"	22.3984	"53,493,746"	"1,934,790"	27.6483
030038	03001	38060	12/27/2015	12/24/2016	" 62,488,194 "	" 1,396,936 "	44.7323	" 2,279,981 "	" 81,786 "	27.8774	" 6,049,829 "	" 360,386 "	16.7871	0 	0 	0.0000	"70,818,004"	"1,839,108"	38.5067	"74,321,499"	"2,179,229"	34.1045	"145,139,503"	"4,018,337"	36.1193
030043	03001	43420	12/20/2015	12/17/2016	" 13,736,568 "	" 350,531 "	39.1879	" 755,878 "	" 29,368 "	25.7382	" 2,295,523 "	" 116,902 "	19.6363	0 	0 	0.0000	"16,787,969"	"496,801"	33.7921	"22,826,571"	"753,995"	30.2742	"39,614,540"	"1,250,796"	31.6715
030055	03001	29420	12/31/2015	12/24/2016	" 21,553,036 "	" 473,004 "	45.5663	" 1,602,211 "	" 40,430 "	39.6293	" 2,385,618 "	" 158,595 "	15.0422	0 	0 	0.0000	"25,540,865"	"672,029"	38.0056	"48,897,934"	"1,464,933"	33.3790	"74,438,799"	"2,136,962"	34.8339
030061	03001	38060	12/20/2015	12/17/2016	" 35,774,187 "	" 993,580 "	36.0053	" 1,380,171 "	" 52,701 "	26.1887	" 6,877,144 "	" 446,178 "	15.4135	"1,292,428 "	"72,946 "	17.7176	"45,323,930"	"1,565,405"	28.9535	"67,823,143"	"2,250,926"	30.1312	"113,147,073"	"3,816,331"	29.6481
030062	03001	03	12/20/2015	12/17/2016	" 11,093,621 "	" 304,313 "	36.4546	" 1,138,007 "	" 53,977 "	21.0832	" 1,592,235 "	" 100,978 "	15.7681	0 	0 	0.0000	"13,823,863"	"459,268"	30.0998	"27,630,595"	"1,029,848"	26.8298	"41,454,458"	"1,489,116"	27.8383
030064	03001	46060	01/01/2016	12/31/2016	" 71,155,071 "	" 2,035,454 "	34.9578	" 3,674,520 "	" 145,721 "	25.2161	" 14,823,052 "	" 977,314 "	15.1671	"6,767,487 "	"412,186 "	16.4185	"96,420,130"	"3,570,675"	27.0033	"128,390,045"	"4,319,592"	29.7227	"224,810,175"	"7,890,267"	28.4921
030065	05901	38060	01/01/2016	12/31/2016	" 85,165,985 "	" 2,424,426 "	35.1283	" 2,608,224 "	" 104,796 "	24.8885	" 13,660,023 "	" 902,470 "	15.1363	"4,534,586 "	"259,989 "	17.4415	"105,968,818"	"3,691,681"	28.7048	"116,030,276"	"3,855,546"	30.0944	"221,999,094"	"7,547,227"	29.4147
030068	03001	03	01/09/2016	12/30/2016	" 5,970,535 "	" 178,251 "	33.4951	" 314,402 "	" 10,561 "	29.7701	" 854,290 "	" 62,599 "	13.6470	"54,289 "	"3,986 "	13.6199	"7,193,516"	"255,397"	28.1660	"15,679,039"	"522,534"	30.0058	"22,872,555"	"777,931"	29.4018
030069	03001	29420	01/02/2016	12/23/2016	" 14,755,508 "	" 357,276 "	41.3000	" 1,418,186 "	" 48,225 "	29.4077	" 1,624,946 "	" 107,102 "	15.1719	0 	0 	0.0000	"17,798,640"	"512,603"	34.7221	"27,470,901"	"779,398"	35.2463	"45,269,541"	"1,292,001"	35.0383
030083	05901	38060	01/01/2016	12/31/2016	" 15,004,900 "	" 339,627 "	44.1805	" 236,804 "	" 8,525 "	27.7790	" 1,077,489 "	" 72,157 "	14.9326	"46,155 "	"2,952 "	15.6328	"16,365,348"	"423,261"	38.6649	"22,270,201"	"686,774"	32.4273	"38,635,549"	"1,110,035"	34.8057
030085	05901	46060	01/01/2016	12/31/2016	" 32,857,185 "	" 853,486 "	38.4976	" 3,053,643 "	" 114,567 "	26.6538	" 4,612,717 "	" 331,414 "	13.9183	"139,380 "	"8,277 "	16.8394	"40,662,925"	"1,307,744"	31.0939	"54,473,715"	"1,825,269"	29.8442	"95,136,640"	"3,133,013"	30.3659
030087	03001	38060	12/27/2015	12/24/2016	" 74,128,095 "	" 1,672,662 "	44.3174	" 2,759,036 "	" 98,106 "	28.1230	" 7,051,024 "	" 431,433 "	16.3433	"21,247 "	"1,181 "	17.9907	"83,959,402"	"2,203,382"	38.1048	"90,787,576"	"2,668,879"	34.0171	"174,746,978"	"4,872,261"	35.8657
030088	05901	38060	01/01/2016	12/31/2016	" 36,759,832 "	" 1,059,163 "	34.7065	" 1,370,710 "	" 56,484 "	24.2671	" 6,775,693 "	" 471,989 "	14.3556	"1,512,813 "	"89,828 "	16.8411	"46,419,047"	"1,677,464"	27.6722	"57,769,375"	"1,961,870"	29.4461	"104,188,422"	"3,639,334"	28.6284
030089	05901	38060	01/01/2016	12/31/2016	" 64,479,711 "	" 1,819,761 "	35.4331	" 1,839,763 "	" 73,436 "	25.0525	" 11,212,005 "	" 759,335 "	14.7656	"2,820,522 "	"160,994 "	17.5195	"80,352,001"	"2,813,526"	28.5592	"89,793,082"	"3,046,101"	29.4780	"170,145,083"	"5,859,627"	29.0368
030092	03001	38060	12/27/2015	12/24/2016	" 40,614,462 "	" 921,713 "	44.0641	" 1,411,538 "	" 45,471 "	31.0426	" 5,683,347 "	" 317,220 "	17.9161	0 	0 	0.0000	"47,709,347"	"1,284,404"	37.1451	"59,144,795"	"1,705,905"	34.6706	"106,854,142"	"2,990,309"	35.7335
030093	03001	38060	12/20/2015	12/17/2016	" 32,393,741 "	" 908,547 "	35.6544	" 1,673,213 "	" 65,443 "	25.5675	" 5,646,894 "	" 383,510 "	14.7242	"1,577,837 "	"92,506 "	17.0566	"41,291,685"	"1,450,006"	28.4769	"58,357,749"	"1,922,605"	30.3535	"99,649,434"	"3,372,611"	29.5467
030094	05901	38060	01/01/2016	12/31/2016	" 40,636,248 "	" 921,931 "	44.0773	" 902,054 "	" 30,925 "	29.1690	" 2,714,050 "	" 180,991 "	14.9955	"745,164 "	"44,816 "	16.6273	"44,997,515"	"1,178,662"	38.1768	"57,663,600"	"1,740,150"	33.1371	"102,661,115"	"2,918,812"	35.1722
030101	05901	29420	01/01/2016	12/31/2016	" 12,585,170 "	" 315,058 "	39.9456	" 1,516,426 "	" 47,271 "	32.0794	" 823,817 "	" 55,700 "	14.7903	"188,238 "	"11,281 "	16.6863	"15,113,651"	"429,310"	35.2045	"20,553,727"	"718,266"	28.6158	"35,667,378"	"1,147,576"	31.0806
030103	02001	38060	12/31/2015	12/29/2016	" 86,899,755 "	" 1,914,140 "	45.3989	" 3,559,144 "	" 114,059 "	31.2044	" 3,160,708 "	" 162,553 "	19.4441	"1,344,846 "	"60,123 "	22.3683	"94,964,452"	"2,250,875"	42.1900	"109,714,879"	"3,229,174"	33.9761	"204,679,332"	"5,480,049"	37.3499
030105	05901	38060	01/01/2016	12/31/2016	" 10,324,795 "	" 291,068 "	35.4721	" 328,420 "	" 10,837 "	30.3045	" 1,756,020 "	" 118,459 "	14.8238	"392,040 "	"21,500 "	18.2341	"12,801,275"	"441,866"	28.9710	"21,051,604"	"632,779"	33.2685	"33,852,879"	"1,074,644"	31.5015
030107	03001	38060	01/01/2016	12/31/2016	" 2,460,281 "	" 64,702 "	38.0248	" 392,920 "	" 17,651 "	22.2605	" 163,254 "	" 11,664 "	13.9964	0 	0 	0.0000	"3,016,455"	"94,017"	32.0841	"2,852,876"	"90,533"	31.5120	"5,869,331"	"184,550"	31.8035
030108	03001	38060	12/20/2015	12/17/2016	" 2,532,038 "	" 56,887 "	44.5100	" 350,690 "	" 12,654 "	27.7138	" 65,840 "	" 4,307 "	15.2867	0 	0 	0.0000	"2,948,568"	"73,848"	39.9275	"6,232,976"	"167,834"	37.1377	"9,181,544"	"241,682"	37.9902
030110	05901	38060	01/01/2016	12/31/2016	" 29,493,020 "	" 719,758 "	40.9763	" 513,025 "	" 17,416 "	29.4580	" 1,921,084 "	" 127,903 "	15.0199	"471,526 "	"25,595 "	18.4222	"32,398,655"	"890,672"	36.3755	"37,291,275"	"1,188,479"	31.3773	"69,689,931"	"2,079,151"	33.5185
030111	03001	46060	01/01/2016	12/31/2016	" 15,889,801 "	" 465,002 "	34.1715	" 1,599,704 "	" 66,169 "	24.1760	" 5,320,055 "	" 326,740 "	16.2822	"1,296,713 "	"79,278 "	16.3565	"24,106,273"	"937,189"	25.7219	"30,578,831"	"1,103,728"	27.7050	"54,685,104"	"2,040,917"	26.7944
030114	05901	46060	01/01/2016	12/31/2016	" 10,972,986 "	" 272,631 "	40.2485	" 653,633 "	" 22,801 "	28.6669	" 1,519,970 "	" 105,344 "	14.4286	"111,269 "	"8,455 "	13.1601	"13,257,858"	"409,231"	32.3970	"19,145,969"	"630,068"	30.3871	"32,403,827"	"1,039,299"	31.1785
030115	05901	38060	01/01/2016	12/31/2016	" 41,335,551 "	" 1,143,685 "	36.1424	" 1,748,152 "	" 67,735 "	25.8086	" 5,589,214 "	" 372,173 "	15.0178	"2,002,332 "	"113,980 "	17.5674	"50,675,249"	"1,697,573"	29.8516	"51,346,671"	"1,729,808"	29.6834	"102,021,920"	"3,427,381"	29.7667
030117	03001	29420	01/03/2016	12/31/2016	" 5,818,900 "	" 144,543 "	40.2572	" 331,174 "	" 11,689 "	28.3321	" 574,764 "	" 39,581 "	14.5212	0 	0 	0.0000	"6,724,838"	"195,813"	34.3432	"10,306,736"	"297,586"	34.6345	"17,031,574"	"493,399"	34.5189
030119	03001	38060	12/20/2015	12/24/2016	" 46,097,103 "	" 1,052,571 "	43.7948	" 1,437,252 "	" 53,336 "	26.9471	" 1,161,355 "	" 71,982 "	16.1340	"106,470 "	"6,040 "	17.6275	"48,802,180"	"1,183,929"	41.2205	"51,748,399"	"1,482,957"	34.8954	"100,550,579"	"2,666,886"	37.7034
030121	03001	38060	01/01/2016	12/31/2016	" 21,830,449 "	" 581,736 "	37.5264	" 9,590,567 "	" 322,887 "	29.7025	" 1,186,715 "	" 85,724 "	13.8434	"1,810,059 "	"69,696 "	25.9708	"34,417,790"	"1,060,043"	32.4683	"14,968,017"	"624,003"	23.9871	"49,385,807"	"1,684,046"	29.3257
030122	05901	38060	01/01/2016	12/31/2016	" 34,040,125 "	" 936,466 "	36.3496	" 1,122,873 "	" 44,320 "	25.3355	" 4,168,763 "	" 285,069 "	14.6237	"2,316,345 "	"140,052 "	16.5391	"41,648,107"	"1,405,908"	29.6236	"50,154,888"	"1,681,148"	29.8337	"91,802,994"	"3,087,056"	29.7380
030123	03001	38060	12/27/2015	12/24/2016	" 18,531,275 "	" 412,801 "	44.8915	" 935,441 "	" 32,708 "	28.5998	" 1,711,642 "	" 101,138 "	16.9238	0 	0 	0.0000	"21,178,358"	"546,647"	38.7423	"28,528,736"	"817,550"	34.8954	"49,707,094"	"1,364,197"	36.4369
030130	03001	38060	01/01/2016	12/31/2016	" 7,616,681 "	" 203,832 "	37.3674	" 558,387 "	" 23,072 "	24.2019	" 923,304 "	" 61,124 "	15.1054	"175,751 "	"9,820 "	17.8973	"9,274,123"	"297,848"	31.1371	"13,237,168"	"446,281"	29.6611	"22,511,291"	"744,129"	30.2519
030131	03001	38060	01/01/2016	12/31/2016	" 6,167,967 "	" 147,828 "	41.7239	" 1,393,811 "	" 53,441 "	26.0813	" 994,278 "	" 53,137 "	18.7116	0 	0 	0.0000	"8,556,056"	"254,406"	33.6315	"5,709,220"	"189,158"	30.1823	"14,265,276"	"443,564"	32.1606
030134	03001	38060	12/20/2015	12/17/2016	" 2,425,226 "	" 65,388 "	37.0895	" 19,963 "	 754 	26.4748	" 344,657 "	" 21,457 "	16.0625	"15,063 "	736 	20.4588	"2,804,909"	"88,336"	31.7528	"5,786,630"	"188,382"	30.7175	"8,591,539"	"276,718"	31.0480
030137	03001	46060	12/27/2015	12/17/2016	" 6,622,384 "	" 166,925 "	39.6728	" 221,229 "	" 13,012 "	17.0019	" 408,133 "	" 23,101 "	17.6673	0 	0 	0.0000	"7,251,746"	"203,038"	35.7162	"10,170,921"	"427,149"	23.8112	"17,422,667"	"630,187"	27.6468
040001	07001	22220	01/01/2016	12/31/2016	" 3,443,902 "	" 96,043 "	35.8579	" 522,860 "	" 26,073 "	20.0537	" 179,433 "	" 12,738 "	14.0864	0 	0 	0.0000	"4,146,195"	"134,854"	30.7458	"8,188,148"	"270,066"	30.3191	"12,334,343"	"404,920"	30.4612
040002	07001	04	01/01/2016	12/31/2016	" 3,073,709 "	" 106,806 "	28.7784	" 823,812 "	" 42,586 "	19.3447	" 199,535 "	" 17,737 "	11.2496	0 	0 	0.0000	"4,097,056"	"167,129"	24.5143	"6,760,173"	"303,962"	22.2402	"10,857,229"	"471,091"	23.0470
040004	07001	22220	01/01/2016	12/31/2016	" 30,975,240 "	" 842,396 "	36.7704	" 2,137,717 "	" 82,393 "	25.9454	" 3,439,951 "	" 252,503 "	13.6234	0 	0 	0.0000	"36,552,908"	"1,177,292"	31.0483	"58,511,184"	"1,752,464"	33.3880	"95,064,092"	"2,929,756"	32.4478
040007	07001	30780	01/01/2016	12/31/2016	" 49,878,627 "	" 1,547,898 "	32.2235	" 3,697,859 "	" 145,396 "	25.4330	" 5,319,298 "	" 437,366 "	12.1621	"199,016 "	"11,301 "	17.6105	"59,094,800"	"2,141,961"	27.5891	"50,533,186"	"1,549,083"	32.6214	"109,627,986"	"3,691,044"	29.7011
040010	07001	22220	01/01/2016	12/31/2016	" 22,961,302 "	" 675,659 "	33.9836	" 2,119,326 "	" 93,976 "	22.5518	" 3,572,853 "	" 245,530 "	14.5516	697 	42 	16.5952	"28,654,178"	"1,015,207"	28.2250	"57,234,643"	"1,910,551"	29.9571	"85,888,821"	"2,925,758"	29.3561
040011	07001	04	01/01/2016	12/31/2016	" 531,930 "	" 20,456 "	26.0036	" 239,249 "	" 15,661 "	15.2767	" 283,780 "	" 25,905 "	10.9546	"25,011 "	"2,238 "	11.1756	"1,079,970"	"64,260"	16.8063	"5,843,032"	"201,888"	28.9419	"6,923,002"	"266,148"	26.0119
040014	07001	04	01/01/2016	12/31/2016	" 23,231,187 "	" 823,701 "	28.2034	" 5,573,358 "	" 318,529 "	17.4972	" 3,395,934 "	" 271,999 "	12.4851	"593,343 "	"43,614 "	13.6044	"32,793,822"	"1,457,843"	22.4948	"37,916,072"	"1,757,151"	21.5782	"70,709,894"	"3,214,994"	21.9938
040015	07001	04	01/01/2016	12/31/2016	" 2,332,431 "	" 88,205 "	26.4433	" 372,462 "	" 22,966 "	16.2180	 -   	 -   	0.0000	0 	0 	0.0000	"2,704,893"	"111,171"	24.3309	"7,259,080"	"306,897"	23.6531	"9,963,973"	"418,068"	23.8334
040016	07001	30780	01/01/2016	12/31/2016	" 102,344,536 "	" 2,934,859 "	34.8720	" 2,618,952 "	" 107,691 "	24.3191	" 17,965,101 "	" 1,091,475 "	16.4595	"2,100,887 "	"132,432 "	15.8639	"125,029,475"	"4,266,456"	29.3052	"122,006,747"	"4,681,235"	26.0629	"247,036,221"	"8,947,691"	27.6089
040017	07001	04	01/01/2016	12/31/2016	" 7,329,840 "	" 240,590 "	30.4661	" 1,375,790 "	" 61,635 "	22.3216	" 685,038 "	" 60,791 "	11.2687	"32,746 "	"2,546 "	12.8617	"9,423,414"	"365,562"	25.7779	"13,755,693"	"607,750"	22.6338	"23,179,107"	"973,312"	23.8147
040018	05901	22900	01/01/2016	12/31/2016	" 2,253,151 "	" 61,855 "	36.4263	" 210,910 "	" 9,816 "	21.4863	" 459,117 "	" 24,940 "	18.4089	0 	0 	0.0000	"2,923,178"	"96,611"	30.2572	"3,282,118"	"133,656"	24.5565	"6,205,296"	"230,267"	26.9483
040019	05901	04	01/01/2016	12/31/2016	" 4,194,915 "	" 136,017 "	30.8411	" 340,106 "	" 14,385 "	23.6427	" 189,183 "	" 17,170 "	11.0184	0 	0 	0.0000	"4,724,205"	"167,572"	28.1921	"5,502,307"	"199,601"	27.5665	"10,226,511"	"367,174"	27.8520
040020	07001	27860	01/01/2016	12/31/2016	" 27,841,507 "	" 839,850 "	33.1506	" 3,904,798 "	" 187,039 "	20.8769	" 3,463,539 "	" 240,321 "	14.4121	"365,114 "	"11,931 "	30.6021	"35,574,958"	"1,279,141"	27.8116	"64,265,896"	"2,388,508"	26.9063	"99,840,854"	"3,667,649"	27.2220
040022	07001	22220	01/01/2016	12/31/2016	" 29,713,306 "	" 809,845 "	36.6901	" 3,573,628 "	" 181,278 "	19.7135	" 2,376,212 "	" 169,871 "	13.9883	"2,758 "	225 	12.2578	"35,665,904"	"1,161,219"	30.7142	"53,876,313"	"1,827,302"	29.4841	"89,542,217"	"2,988,521"	29.9621
040026	07001	26300	01/01/2016	12/31/2016	" 26,082,796 "	" 721,897 "	36.1309	" 1,108,497 "	" 53,040 "	20.8993	" 3,403,117 "	" 271,677 "	12.5263	0 	0 	0.0000	"30,594,410"	"1,046,614"	29.2318	"22,845,478"	"825,678"	27.6687	"53,439,888"	"1,872,292"	28.5425
040027	07001	04	01/01/2016	12/31/2016	" 14,667,811 "	" 529,987 "	27.6758	" 1,607,885 "	" 84,996 "	18.9172	" 5,421,126 "	" 310,465 "	17.4613	0 	0 	0.0000	"21,696,822"	"925,448"	23.4447	"29,661,093"	"1,099,247"	26.9831	"51,357,915"	"2,024,695"	25.3658
040029	07001	30780	01/01/2016	12/31/2016	" 18,573,526 "	" 552,336 "	33.6272	" 1,783,600 "	" 79,784 "	22.3554	" 2,370,987 "	" 158,859 "	14.9251	"22,884 "	"1,205 "	18.9909	"22,750,997"	"792,184"	28.7193	"30,743,592"	"1,109,566"	27.7078	"53,494,589"	"1,901,750"	28.1291
040036	07001	30780	01/01/2016	12/31/2016	" 20,653,703 "	" 598,684 "	34.4985	" 2,770,838 "	" 108,155 "	25.6191	" 3,433,709 "	" 261,626 "	13.1245	0 	0 	0.0000	"26,858,250"	"968,465"	27.7328	"36,936,892"	"1,424,498"	25.9298	"63,795,142"	"2,392,963"	26.6595
040039	04011	04	01/01/2016	12/31/2016	" 6,587,773 "	" 259,990 "	25.3386	" 612,002 "	" 39,467 "	15.5067	" 904,765 "	" 85,467 "	10.5861	0 	0 	0.0000	"8,104,540"	"384,924"	21.0549	"12,425,741"	"592,375"	20.9761	"20,530,281"	"977,299"	21.0072
040041	05901	04	01/01/2016	12/31/2016	" 10,371,577 "	" 334,966 "	30.9631	" 814,897 "	" 45,202 "	18.0280	" 1,440,007 "	" 117,862 "	12.2178	0 	0 	0.0000	"12,626,481"	"498,029"	25.3529	"15,119,903"	"538,379"	28.0841	"27,746,384"	"1,036,408"	26.7717
040047	05901	04	01/01/2016	12/31/2016	" 930,269 "	" 34,411 "	27.0341	" 27,518 "	" 1,732 "	15.8851	" 16,579 "	" 1,760 "	9.4182	0 	0 	0.0000	"974,366"	"37,904"	25.7064	"4,847,083"	"176,002"	27.5399	"5,821,449"	"213,906"	27.2150
040051	07001	04	01/01/2016	12/31/2016	" 4,026,724 "	" 127,795 "	31.5092	" 1,121,054 "	" 59,638 "	18.7976	" 581,759 "	" 46,004 "	12.6458	0 	0 	0.0000	"5,729,537"	"233,437"	24.5443	"7,876,250"	"289,058"	27.2480	"13,605,787"	"522,495"	26.0400
040055	07001	22900	01/01/2016	12/31/2016	" 26,336,824 "	" 717,078 "	36.7280	" 4,451,819 "	" 182,005 "	24.4599	" 3,689,098 "	" 306,206 "	12.0478	0 	0 	0.0000	"34,477,741"	"1,205,289"	28.6054	"42,570,108"	"1,660,152"	25.6423	"77,047,849"	"2,865,441"	26.8887
040062	07001	22900	01/01/2016	12/31/2016	" 27,861,151 "	" 826,587 "	33.7063	" 2,504,314 "	" 123,190 "	20.3289	" 4,659,685 "	" 329,597 "	14.1375	0 	0 	0.0000	"35,025,150"	"1,279,374"	27.3768	"69,668,134"	"2,527,730"	27.5615	"104,693,284"	"3,807,104"	27.4995
040067	07001	04	01/01/2016	12/31/2016	" 3,309,177 "	" 122,470 "	27.0203	" 551,783 "	" 34,510 "	15.9891	" 333,801 "	" 21,790 "	15.3190	0 	0 	0.0000	"4,194,761"	"178,770"	23.4646	"6,803,284"	"317,332"	21.4390	"10,998,045"	"496,102"	22.1689
040069	07001	04	12/20/2015	12/17/2016	" 3,544,480 "	" 118,579 "	29.8913	" 642,323 "	" 29,945 "	21.4501	" 66,457 "	" 7,077 "	9.3906	"14,347 "	893 	16.0661	"4,267,607"	"156,494"	27.2701	"5,681,541"	"285,328"	19.9123	"9,949,148"	"441,822"	22.5185
040071	07001	38220	01/01/2016	12/31/2016	" 26,476,578 "	" 701,291 "	37.7541	" 2,828,844 "	" 135,421 "	20.8893	" 2,433,625 "	" 211,224 "	11.5215	"511,531 "	"33,321 "	15.3516	"32,250,578"	"1,081,257"	29.8269	"32,366,955"	"1,220,719"	26.5147	"64,617,533"	"2,301,976"	28.0705
040072	07001	04	01/01/2016	12/31/2016	" 1,954,368 "	" 61,126 "	31.9728	" 377,141 "	" 16,230 "	23.2373	" 294,822 "	" 25,497 "	11.5630	0 	0 	0.0000	"2,626,331"	"102,853"	25.5348	"6,773,542"	"250,805"	27.0072	"9,399,873"	"353,658"	26.5790
040074	07001	30780	12/27/2015	12/24/2016	" 3,132,049 "	" 90,946 "	34.4386	" 504,069 "	" 20,410 "	24.6972	" 359,869 "	" 28,545 "	12.6071	0 	0 	0.0000	"3,995,987"	"139,901"	28.5630	"6,674,503"	"320,504"	20.8250	"10,670,490"	"460,405"	23.1763
040076	07001	04	01/01/2016	12/31/2016	" 3,181,855 "	" 94,286 "	33.7468	" 221,672 "	" 9,926 "	22.3325	" 387,366 "	" 30,893 "	12.5390	0 	0 	0.0000	"3,790,893"	"135,105"	28.0589	"6,800,100"	"247,373"	27.4893	"10,590,993"	"382,478"	27.6905
